podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,flash_id,url
305,354,385,457,25,46,24,47,87.0,116.0,79.0,107.0,10.0,21.0,3.0,12.0,11,16,8,16,Obwwj7bs,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=Obwwj7bs
220,312,435,513,19,43,16,37,75.0,126.0,76.0,105.0,10.0,26.0,1.0,10.0,9,12,9,11,WpIL0OCa,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=WpIL0OCa
321,421,361,451,25,54,14,53,87.0,144.0,40.0,69.0,4.0,21.0,1.0,5.0,11,14,13,21,h06Ub2sC,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=h06Ub2sC
530,618,190,267,22,44,20,53,168.0,223.0,35.0,62.0,11.0,40.0,1.0,11.0,10,19,12,20,pERoloTg,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=pERoloTg
375,465,308,400,16,53,30,68,59.0,108.0,68.0,104.0,3.0,16.0,8.0,15.0,8,13,7,8,baY1tfRp,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=baY1tfRp
475,542,230,298,24,41,29,60,107.0,141.0,50.0,87.0,5.0,23.0,4.0,19.0,9,11,7,12,l6O2p3SI,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=l6O2p3SI
331,396,302,382,17,36,27,57,104.0,135.0,48.0,90.0,9.0,21.0,1.0,5.0,13,25,10,16,hvVgnPc6,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=hvVgnPc6
142,221,420,505,23,54,26,50,40.0,72.0,127.0,168.0,1.0,10.0,7.0,37.0,17,26,7,17,t0Bl86KP,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=t0Bl86KP
388,459,357,437,30,57,20,44,69.0,101.0,78.0,118.0,7.0,17.0,3.0,16.0,11,13,11,21,OKED2prm,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=OKED2prm
544,644,201,299,21,49,29,74,129.0,181.0,34.0,82.0,7.0,30.0,2.0,7.0,10,16,18,22,jTySbsQE,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=jTySbsQE
257,338,321,404,16,43,23,50,65.0,100.0,56.0,91.0,7.0,30.0,3.0,12.0,7,18,10,17,SfjXx03e,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=SfjXx03e
197,280,554,628,22,64,26,38,56.0,96.0,157.0,208.0,6.0,22.0,7.0,38.0,5,10,7,10,xQBhprBL,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xQBhprBL
274,329,391,442,15,45,16,31,47.0,78.0,148.0,183.0,0.0,9.0,4.0,33.0,10,18,13,18,8YX7eTzK,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8YX7eTzK
420,502,178,248,23,39,27,60,127.0,167.0,58.0,100.0,10.0,22.0,5.0,10.0,6,15,8,12,MHB6iaIl,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=MHB6iaIl
475,563,314,383,29,47,13,41,181.0,240.0,40.0,60.0,4.0,29.0,2.0,12.0,10,13,13,21,CrQzcLfR,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=CrQzcLfR
347,399,298,355,25,50,10,28,87.0,106.0,46.0,71.0,3.0,13.0,2.0,11.0,5,9,4,12,OMqtyvY7,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=OMqtyvY7
289,385,320,410,23,59,27,54,63.0,102.0,83.0,122.0,5.0,26.0,5.0,21.0,11,17,7,14,Iq5Fkwm1,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Iq5Fkwm1
425,507,201,277,30,57,18,55,123.0,160.0,36.0,66.0,7.0,37.0,0.0,5.0,5,8,10,17,fshPvMYr,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=fshPvMYr
363,427,278,344,23,42,23,53,134.0,176.0,61.0,87.0,6.0,25.0,3.0,29.0,4,6,2,5,xhYPrVZG,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xhYPrVZG
343,409,382,452,23,53,25,45,80.0,108.0,102.0,143.0,7.0,29.0,6.0,16.0,5,19,6,9,t6lNO9ro,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=t6lNO9ro
364,413,530,596,27,42,16,33,96.0,121.0,99.0,136.0,4.0,16.0,2.0,12.0,7,15,12,18,4vzIpi54,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=4vzIpi54
246,312,347,428,27,53,23,50,59.0,80.0,96.0,132.0,4.0,18.0,2.0,22.0,11,16,12,23,Ua8pn4t9,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Ua8pn4t9
189,276,318,407,19,53,30,65,48.0,79.0,77.0,123.0,4.0,12.0,3.0,18.0,11,19,5,12,l4VcO0l2,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=l4VcO0l2
347,449,254,354,29,75,19,53,49.0,100.0,86.0,140.0,5.0,24.0,5.0,22.0,10,15,5,13,tvSkQMJk,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=tvSkQMJk
182,277,358,446,16,59,24,58,34.0,70.0,134.0,179.0,3.0,8.0,12.0,36.0,8,13,4,13,jyArWijB,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=jyArWijB
288,347,363,407,12,31,16,27,62.0,88.0,91.0,113.0,5.0,15.0,4.0,25.0,19,29,9,18,8Ct9nDzh,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8Ct9nDzh
332,406,270,340,32,65,25,57,83.0,122.0,36.0,69.0,7.0,26.0,9.0,17.0,4,12,7,13,dYCjUVKN,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dYCjUVKN
432,491,328,395,37,58,20,50,143.0,167.0,93.0,129.0,8.0,32.0,6.0,29.0,9,14,5,9,zoLR4FiC,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=zoLR4FiC
231,306,504,582,27,51,26,54,53.0,92.0,138.0,179.0,6.0,17.0,7.0,25.0,7,14,6,8,W63qNd7t,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=W63qNd7t
425,503,198,261,32,47,28,60,139.0,179.0,68.0,104.0,4.0,35.0,6.0,13.0,6,10,5,11,dEl9HhyI,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=dEl9HhyI
448,529,237,317,19,41,14,43,123.0,159.0,54.0,97.0,5.0,28.0,5.0,19.0,13,18,9,17,MeIRZZjn,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=MeIRZZjn
252,355,404,507,17,63,30,77,71.0,129.0,56.0,92.0,4.0,18.0,3.0,13.0,19,30,4,11,za00JE65,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=za00JE65
394,469,302,366,16,33,23,47,93.0,117.0,57.0,84.0,4.0,13.0,8.0,30.0,8,14,6,15,rVnHFW5U,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=rVnHFW5U
272,345,402,476,20,51,32,55,68.0,104.0,140.0,171.0,6.0,31.0,6.0,25.0,17,21,7,15,SYdhLzxg,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=SYdhLzxg
254,326,281,347,22,53,23,42,39.0,68.0,68.0,110.0,4.0,10.0,5.0,22.0,6,13,7,13,f9GZXDLb,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=f9GZXDLb
314,387,326,400,14,40,22,51,78.0,110.0,99.0,135.0,7.0,38.0,2.0,9.0,9,13,9,21,GfTZ2gMO,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=GfTZ2gMO
266,328,416,490,26,52,26,44,54.0,72.0,112.0,156.0,2.0,6.0,6.0,30.0,11,20,7,15,Sbtqfbwf,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=Sbtqfbwf
309,379,434,521,22,47,27,52,62.0,108.0,88.0,116.0,8.0,23.0,2.0,11.0,9,16,11,15,zNxuEJUP,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=zNxuEJUP
431,503,347,421,30,52,18,33,140.0,179.0,63.0,93.0,5.0,16.0,2.0,19.0,6,15,11,23,65TA8chm,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=65TA8chm
547,627,206,273,10,24,16,37,137.0,177.0,36.0,64.0,5.0,20.0,7.0,15.0,10,16,4,15,SKHJ6yNa,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=SKHJ6yNa
216,298,418,503,18,60,18,51,42.0,75.0,84.0,122.0,4.0,13.0,3.0,26.0,9,13,5,9,z7YGjPW1,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/cracovia-KvXSf2A6/szczegoly/statystyki/?mid=z7YGjPW1
244,324,251,335,15,44,28,53,89.0,121.0,58.0,99.0,8.0,22.0,3.0,18.0,11,16,8,14,OQZihx86,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=OQZihx86
291,378,262,334,36,72,29,62,75.0,126.0,65.0,98.0,5.0,11.0,1.0,17.0,7,13,6,10,0pQ2ESO8,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0pQ2ESO8
331,396,398,455,23,41,21,38,73.0,105.0,64.0,91.0,6.0,22.0,3.0,14.0,5,8,4,8,dvYajGxJ,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=dvYajGxJ
383,451,269,342,18,43,22,56,48.0,86.0,67.0,96.0,4.0,17.0,1.0,23.0,4,7,11,13,KYxydK8s,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=KYxydK8s
325,397,275,340,7,19,23,44,107.0,145.0,91.0,119.0,4.0,25.0,6.0,16.0,13,18,9,14,YeRnmjQ9,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=YeRnmjQ9
238,313,410,489,28,56,15,39,31.0,60.0,101.0,147.0,6.0,11.0,1.0,13.0,6,14,10,14,69PfoUfM,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=69PfoUfM
334,434,261,359,30,69,27,67,110.0,165.0,29.0,61.0,6.0,20.0,1.0,7.0,3,5,4,11,vcYwkCec,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=vcYwkCec
331,406,290,366,34,52,10,40,79.0,119.0,81.0,114.0,6.0,21.0,5.0,19.0,9,17,12,19,EFnM1ku3,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=EFnM1ku3
281,353,493,553,16,48,25,47,43.0,72.0,143.0,177.0,0.0,5.0,8.0,23.0,9,17,4,11,vuu8ho2k,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vuu8ho2k
529,597,279,331,20,35,29,50,104.0,142.0,51.0,68.0,5.0,21.0,5.0,18.0,5,7,9,13,YJ9Zwnmd,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=YJ9Zwnmd
307,368,310,387,18,46,25,51,103.0,133.0,124.0,169.0,0.0,17.0,9.0,28.0,3,8,7,13,ns0TaT9F,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ns0TaT9F
227,307,314,398,13,47,19,42,52.0,81.0,79.0,123.0,6.0,15.0,4.0,20.0,7,14,13,20,Qg6Ru8Iq,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Qg6Ru8Iq
306,385,426,474,15,47,22,44,80.0,114.0,88.0,112.0,4.0,27.0,0.0,16.0,6,9,8,11,CjthR83j,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=CjthR83j
339,432,326,413,30,64,17,55,102.0,152.0,42.0,68.0,7.0,23.0,2.0,9.0,12,19,12,19,d2WPm8bU,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=d2WPm8bU
488,545,235,315,23,35,19,58,139.0,156.0,63.0,94.0,9.0,35.0,2.0,11.0,9,12,16,22,G4OWqacd,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=G4OWqacd
315,378,310,385,18,42,22,53,79.0,107.0,50.0,89.0,3.0,25.0,4.0,17.0,8,10,13,18,vJRmzqVN,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vJRmzqVN
353,405,221,289,27,47,19,45,101.0,135.0,38.0,73.0,7.0,22.0,1.0,10.0,1,7,4,10,Sxm4xZBi,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Sxm4xZBi
218,283,321,369,20,47,13,29,62.0,97.0,95.0,122.0,7.0,26.0,1.0,12.0,15,26,6,10,I3wux50B,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=I3wux50B
222,315,378,474,21,57,16,58,42.0,72.0,102.0,156.0,3.0,8.0,7.0,15.0,6,10,6,13,Kh1DYjBG,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Kh1DYjBG
415,490,347,412,22,50,24,46,85.0,129.0,110.0,136.0,1.0,13.0,3.0,19.0,12,19,7,10,QeLXwRVb,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=QeLXwRVb
271,336,276,345,11,38,19,47,40.0,70.0,54.0,87.0,4.0,12.0,2.0,17.0,6,13,8,12,UTROum1n,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=UTROum1n
263,321,417,477,26,48,28,47,83.0,113.0,100.0,132.0,1.0,10.0,6.0,23.0,6,12,8,11,A1IJUMho,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=A1IJUMho
228,292,384,443,34,57,19,36,62.0,93.0,91.0,127.0,7.0,20.0,7.0,17.0,6,12,6,10,SI4LWUuT,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=SI4LWUuT
380,471,267,368,28,62,17,62,84.0,142.0,39.0,70.0,4.0,34.0,2.0,7.0,7,7,6,10,0joCzDt4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=0joCzDt4
530,614,213,295,18,35,22,56,102.0,140.0,70.0,111.0,8.0,24.0,4.0,16.0,17,18,17,19,dIOdxEff,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=dIOdxEff
316,377,324,392,29,59,30,56,62.0,88.0,58.0,91.0,3.0,12.0,5.0,13.0,13,15,12,21,v1GDYVgJ,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=v1GDYVgJ
375,443,291,356,24,51,23,45,122.0,164.0,42.0,64.0,1.0,16.0,2.0,13.0,8,12,7,13,MaAEPzBl,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MaAEPzBl
330,402,327,388,12,28,26,50,72.0,109.0,85.0,116.0,3.0,16.0,9.0,19.0,7,13,10,14,lC1VLhAD,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=lC1VLhAD
446,511,384,462,21,40,24,42,89.0,113.0,98.0,135.0,5.0,21.0,3.0,5.0,7,11,6,11,rZM4zhP6,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=rZM4zhP6
220,285,295,376,27,52,12,41,79.0,115.0,72.0,120.0,6.0,36.0,6.0,23.0,5,8,9,13,4KqIqd2K,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=4KqIqd2K
411,503,204,275,22,47,27,59,120.0,176.0,31.0,62.0,6.0,22.0,2.0,13.0,3,3,10,12,z3zlvzQs,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=z3zlvzQs
263,346,387,468,6,38,36,58,44.0,88.0,95.0,139.0,6.0,12.0,10.0,36.0,9,18,5,6,Gb3NNEu1,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Gb3NNEu1
388,472,275,359,13,42,24,58,46.0,80.0,58.0,98.0,2.0,8.0,5.0,18.0,8,11,11,15,OU9uDcRr,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=OU9uDcRr
256,338,329,402,12,57,19,41,44.0,78.0,77.0,112.0,4.0,12.0,6.0,38.0,11,14,4,10,4pT8IJ3L,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=4pT8IJ3L
320,394,278,362,18,40,22,49,72.0,97.0,64.0,98.0,7.0,13.0,5.0,19.0,5,8,8,15,U1VZWIIE,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=U1VZWIIE
344,418,318,389,31,56,29,61,62.0,98.0,67.0,106.0,1.0,13.0,3.0,18.0,6,12,8,11,2ewl9FQ7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=2ewl9FQ7
435,487,293,357,26,42,13,38,175.0,206.0,59.0,82.0,10.0,33.0,4.0,12.0,13,15,14,15,dKP0KuZ8,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=dKP0KuZ8
188,255,509,594,16,40,23,60,38.0,71.0,118.0,154.0,4.0,10.0,2.0,21.0,11,15,10,17,GOnEdxs2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GOnEdxs2
286,368,359,433,12,52,19,51,77.0,126.0,89.0,128.0,8.0,17.0,6.0,14.0,10,16,9,14,ARq6bbCk,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=ARq6bbCk
196,257,225,299,26,53,16,45,58.0,98.0,40.0,76.0,8.0,29.0,5.0,19.0,8,14,5,7,dr8mByde,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=dr8mByde
350,433,321,403,20,57,24,61,90.0,131.0,49.0,76.0,1.0,10.0,6.0,23.0,8,16,8,14,js3Z3KlS,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=js3Z3KlS
474,544,334,402,15,34,30,52,118.0,159.0,56.0,91.0,6.0,29.0,5.0,10.0,10,15,1,6,lxTHkUTH,https://www.flashscore.pl/mecz/pilka-nozna/wisla-plock-QoZYVU3E/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lxTHkUTH
283,367,249,337,15,52,18,61,72.0,123.0,36.0,69.0,6.0,23.0,1.0,11.0,12,18,5,9,KAGZ7Bqn,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=KAGZ7Bqn
477,547,293,360,25,50,23,56,111.0,148.0,64.0,97.0,5.0,21.0,4.0,18.0,3,6,7,14,M1BI72k3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=M1BI72k3
392,450,358,430,34,53,15,44,117.0,145.0,32.0,61.0,6.0,18.0,2.0,12.0,10,13,6,9,hOEs6kEb,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=hOEs6kEb
195,255,458,520,17,44,23,32,60.0,88.0,108.0,140.0,4.0,6.0,9.0,34.0,4,14,14,18,fkzOoLSq,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=fkzOoLSq
341,433,277,364,22,53,22,48,41.0,89.0,65.0,101.0,1.0,11.0,1.0,8.0,10,13,13,21,IT4R5tKF,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=IT4R5tKF
401,471,208,281,23,46,28,64,73.0,106.0,40.0,80.0,2.0,23.0,2.0,16.0,16,22,7,11,lj8j4TrB,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lj8j4TrB
274,354,356,413,19,52,22,39,64.0,104.0,102.0,140.0,6.0,20.0,9.0,18.0,14,18,9,15,jL9fneNP,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jL9fneNP
250,331,532,603,28,66,28,48,48.0,81.0,192.0,244.0,3.0,9.0,11.0,57.0,10,15,11,16,zDR7OiVI,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=zDR7OiVI
319,381,287,345,9,27,23,48,67.0,97.0,76.0,101.0,9.0,14.0,2.0,10.0,11,16,7,11,projyVEO,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=projyVEO
207,276,362,430,16,56,20,39,40.0,75.0,62.0,98.0,7.0,18.0,5.0,17.0,4,11,4,4,lGiswipC,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lGiswipC
