player_slug,klub_slug,nazwa,season,source_file,slug_tokens,slug_first,slug_last,slug_nonfirst,slug_full_compact,slug_nonfirst_compact,slug_token_count
kamil-pawe-grosicki,pogon-szczecin,Kamil Paweł GrosickiPogoń Szczecin,2023/24,pole_asysty.csv,"['kamil', 'pawe', 'grosicki']",kamil,grosicki,pawe-grosicki,kamilpawegrosicki,pawegrosicki,3
leonardo-borges-da-silva,pogon-szczecin,Léo BorgesPogoń Szczecin,2023/24,pole_celne-strzaly.csv,"['leonardo', 'borges', 'da', 'silva']",leonardo,silva,borges-da-silva,leonardoborgesdasilva,borgesdasilva,4
leonardo-pablo-koutris,pogon-szczecin,Leonárdo Páblo KoútrisPogoń Szczecin,2023/24,pole_asysty.csv,"['leonardo', 'pablo', 'koutris']",leonardo,koutris,pablo-koutris,leonardopablokoutris,pablokoutris,3
luka-zahovic,pogon-szczecin,Luka ZahovićPogoń Szczecin,2023/24,pole_asysty.csv,"['luka', 'zahovic']",luka,zahovic,zahovic,lukazahovic,zahovic,2
marcel-wedrychowski,pogon-szczecin,Marcel WędrychowskiPogoń Szczecin,2023/24,pole_asysty.csv,"['marcel', 'wedrychowski']",marcel,wedrychowski,wedrychowski,marcelwedrychowski,wedrychowski,2
mariusz-fornalczyk,pogon-szczecin,Mariusz FornalczykPogoń Szczecin,2023/24,pole_celne-strzaly.csv,"['mariusz', 'fornalczyk']",mariusz,fornalczyk,fornalczyk,mariuszfornalczyk,fornalczyk,2
mariusz-malec,pogon-szczecin,Mariusz MalecPogoń Szczecin,2023/24,pole_dosrodkowania.csv,"['mariusz', 'malec']",mariusz,malec,malec,mariuszmalec,malec,2
mateusz-egowski,pogon-szczecin,Mateusz Jacek ŁęgowskiPogoń Szczecin,2023/24,pole_dosrodkowania.csv,"['mateusz', 'egowski']",mateusz,egowski,egowski,mateuszegowski,egowski,2
olaf-korczakowski,pogon-szczecin,Olaf Igor KorczakowskiPogoń Szczecin,2023/24,pole_asysty.csv,"['olaf', 'korczakowski']",olaf,korczakowski,korczakowski,olafkorczakowski,korczakowski,2
patryk-paryzek,pogon-szczecin,Patryk ParyzekPogoń Szczecin,2023/24,pole_celne-strzaly.csv,"['patryk', 'paryzek']",patryk,paryzek,paryzek,patrykparyzek,paryzek,2
pawe-stolarski,pogon-szczecin,Paweł StolarskiPogoń Szczecin,2023/24,pole_celne-strzaly.csv,"['pawe', 'stolarski']",pawe,stolarski,stolarski,pawestolarski,stolarski,2
rafa-maciej-kurzawa,pogon-szczecin,Rafał Maciej KurzawaPogoń Szczecin,2023/24,pole_asysty.csv,"['rafa', 'maciej', 'kurzawa']",rafa,kurzawa,maciej-kurzawa,rafamaciejkurzawa,maciejkurzawa,3
rolf-linus-wahlqvist-egnell,pogon-szczecin,Rolf Linus Wahlqvist EgnellPogoń Szczecin,2023/24,pole_asysty.csv,"['rolf', 'linus', 'wahlqvist', 'egnell']",rolf,egnell,linus-wahlqvist-egnell,rolflinuswahlqvistegnell,linuswahlqvistegnell,4
sebastian-oskar-kowalczyk,pogon-szczecin,Sebastian Oskar KowalczykPogoń Szczecin,2023/24,pole_dryblingi.csv,"['sebastian', 'oskar', 'kowalczyk']",sebastian,kowalczyk,oskar-kowalczyk,sebastianoskarkowalczyk,oskarkowalczyk,3
stanisaw-wawrzynowicz,pogon-szczecin,Stanisław WawrzynowiczPogoń Szczecin,2023/24,pole_minuty.csv,"['stanisaw', 'wawrzynowicz']",stanisaw,wawrzynowicz,wawrzynowicz,stanisawwawrzynowicz,wawrzynowicz,2
vahan-bichakhchyan,pogon-szczecin,Vahan BichakhchyanPogoń Szczecin,2023/24,pole_asysty.csv,"['vahan', 'bichakhchyan']",vahan,bichakhchyan,bichakhchyan,vahanbichakhchyan,bichakhchyan,2
valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,2023/24,gk_bramki-stracone.csv,"['valentin', 'alexandru', 'cojocaru']",valentin,cojocaru,alexandru-cojocaru,valentinalexandrucojocaru,alexandrucojocaru,3
wojciech-lisowski,pogon-szczecin,Wojciech LisowskiPogoń Szczecin,2023/24,pole_faule-wywalczone.csv,"['wojciech', 'lisowski']",wojciech,lisowski,lisowski,wojciechlisowski,lisowski,2
adam-kramarz,puszcza-niepolomice,Adam KramarzPuszcza Niepołomice,2023/24,pole_dosrodkowania.csv,"['adam', 'kramarz']",adam,kramarz,kramarz,adamkramarz,kramarz,2
artur-craciun,puszcza-niepolomice,Artur CrăciunPuszcza Niepołomice,2023/24,pole_asysty.csv,"['artur', 'craciun']",artur,craciun,craciun,arturcraciun,craciun,2
artur-siemaszko,puszcza-niepolomice,Artur SiemaszkoPuszcza Niepołomice,2023/24,pole_asysty.csv,"['artur', 'siemaszko']",artur,siemaszko,siemaszko,artursiemaszko,siemaszko,2
bartomiej-poczobut,puszcza-niepolomice,Bartłomiej PoczobutPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['bartomiej', 'poczobut']",bartomiej,poczobut,poczobut,bartomiejpoczobut,poczobut,2
filip-gil,puszcza-niepolomice,Filip GilPuszcza Niepołomice,2023/24,pole_faule.csv,"['filip', 'gil']",filip,gil,gil,filipgil,gil,2
hubert-tomalski,puszcza-niepolomice,Hubert TomalskiPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['hubert', 'tomalski']",hubert,tomalski,tomalski,huberttomalski,tomalski,2
igor-pieprzyca,puszcza-niepolomice,Igor Franciszek PieprzycaPuszcza Niepołomice,2023/24,pole_faule.csv,"['igor', 'pieprzyca']",igor,pieprzyca,pieprzyca,igorpieprzyca,pieprzyca,2
ioan-calin-revenco-1,puszcza-niepolomice,Ioan-Călin RevencoPuszcza Niepołomice,2023/24,pole_dosrodkowania-celne.csv,"['ioan', 'calin', 'revenco', '1']",ioan,1,calin-revenco-1,ioancalinrevenco1,calinrevenco1,4
jakub-bartosz,puszcza-niepolomice,Jakub BartoszPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['jakub', 'bartosz']",jakub,bartosz,bartosz,jakubbartosz,bartosz,2
jakub-serafin,puszcza-niepolomice,Jakub SerafinPuszcza Niepołomice,2023/24,pole_asysty.csv,"['jakub', 'serafin']",jakub,serafin,serafin,jakubserafin,serafin,2
jakub-stec,puszcza-niepolomice,Jakub StecPuszcza Niepołomice,2023/24,pole_dryblingi.csv,"['jakub', 'stec']",jakub,stec,stec,jakubstec,stec,2
jin-hyun-lee,puszcza-niepolomice,Lee Jin-HyunPuszcza Niepołomice,2023/24,pole_asysty.csv,"['jin', 'hyun', 'lee']",jin,lee,hyun-lee,jinhyunlee,hyunlee,3
jordan-aleksander-majchrzak,puszcza-niepolomice,Jordan Aleksander MajchrzakPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['jordan', 'aleksander', 'majchrzak']",jordan,majchrzak,aleksander-majchrzak,jordanaleksandermajchrzak,aleksandermajchrzak,3
kacper-cichon,puszcza-niepolomice,Kacper CichońPuszcza Niepołomice,2023/24,pole_dryblingi.csv,"['kacper', 'cichon']",kacper,cichon,cichon,kacpercichon,cichon,2
kamil-zapolnik,puszcza-niepolomice,Kamil ZapolnikPuszcza Niepołomice,2023/24,pole_asysty.csv,"['kamil', 'zapolnik']",kamil,zapolnik,zapolnik,kamilzapolnik,zapolnik,2
kewin-komar,puszcza-niepolomice,Kewin KomarPuszcza Niepołomice,2023/24,gk_bramki-stracone.csv,"['kewin', 'komar']",kewin,komar,komar,kewinkomar,komar,2
konrad-stepien,puszcza-niepolomice,Konrad StępieńPuszcza Niepołomice,2023/24,pole_asysty.csv,"['konrad', 'stepien']",konrad,stepien,stepien,konradstepien,stepien,2
krzysztof-wroblewski,puszcza-niepolomice,Krzysztof WróblewskiPuszcza Niepołomice,2023/24,gk_bramki-stracone.csv,"['krzysztof', 'wroblewski']",krzysztof,wroblewski,wroblewski,krzysztofwroblewski,wroblewski,2
marcel-pieczek,puszcza-niepolomice,Marcel PięczekPuszcza Niepołomice,2023/24,pole_asysty.csv,"['marcel', 'pieczek']",marcel,pieczek,pieczek,marcelpieczek,pieczek,2
mateusz-cholewiak,puszcza-niepolomice,Mateusz CholewiakPuszcza Niepołomice,2023/24,pole_asysty.csv,"['mateusz', 'cholewiak']",mateusz,cholewiak,cholewiak,mateuszcholewiak,cholewiak,2
micha-koj,puszcza-niepolomice,Michał KojPuszcza Niepołomice,2023/24,pole_asysty.csv,"['micha', 'koj']",micha,koj,koj,michakoj,koj,2
micha-walski,puszcza-niepolomice,Michał WalskiPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['micha', 'walski']",micha,walski,walski,michawalski,walski,2
muris-mesanovic,puszcza-niepolomice,Muris MešanovićPuszcza Niepołomice,2023/24,pole_celne-strzaly.csv,"['muris', 'mesanovic']",muris,mesanovic,mesanovic,murismesanovic,mesanovic,2
oliwier-zych,puszcza-niepolomice,Oliwier ZychPuszcza Niepołomice,2023/24,gk_bramki-stracone.csv,"['oliwier', 'zych']",oliwier,zych,zych,oliwierzych,zych,2
piotr-mrozinski,puszcza-niepolomice,Piotr MrozińskiPuszcza Niepołomice,2023/24,pole_asysty.csv,"['piotr', 'mrozinski']",piotr,mrozinski,mrozinski,piotrmrozinski,mrozinski,2
