player_slug,klub_slug,nazwa,season,source_file,slug_tokens,slug_first,slug_last,slug_nonfirst,slug_full_compact,slug_nonfirst_compact,slug_token_count
ryoya-morishita,legia-warszawa,Ryoya MorishitaLegia Warszawa,2024/25,pole_asysty.csv,"['ryoya', 'morishita']",ryoya,morishita,morishita,ryoyamorishita,morishita,2
sergio-barcia-laranxeira,legia-warszawa,Sergio Barcia LaranxeiraLegia Warszawa,2024/25,pole_celne-strzaly.csv,"['sergio', 'barcia', 'laranxeira']",sergio,laranxeira,barcia-laranxeira,sergiobarcialaranxeira,barcialaranxeira,3
steve-nkanu-kapuadi,legia-warszawa,Steve Nkanu KapuadiLegia Warszawa,2024/25,pole_celne-strzaly.csv,"['steve', 'nkanu', 'kapuadi']",steve,kapuadi,nkanu-kapuadi,stevenkanukapuadi,nkanukapuadi,3
tomas-pekhart,legia-warszawa,Tomáš PekhartLegia Warszawa,2024/25,pole_celne-strzaly.csv,"['tomas', 'pekhart']",tomas,pekhart,pekhart,tomaspekhart,pekhart,2
vahan-bichakhchyan,legia-warszawa,Vahan BichakhchyanLegia Warszawa,2024/25,pole_asysty.csv,"['vahan', 'bichakhchyan']",vahan,bichakhchyan,bichakhchyan,vahanbichakhchyan,bichakhchyan,2
vladan-kovacevic,legia-warszawa,Vladan KovačevićLegia Warszawa,2024/25,gk_bramki-stracone.csv,"['vladan', 'kovacevic']",vladan,kovacevic,kovacevic,vladankovacevic,kovacevic,2
wojciech-urbanski,legia-warszawa,Wojciech UrbanskiLegia Warszawa,2024/25,pole_asysty.csv,"['wojciech', 'urbanski']",wojciech,urbanski,urbanski,wojciechurbanski,urbanski,2
antonio-sefer,motor-lublin,Antonio Valentin SeferMotor Lublin,2024/25,pole_celne-strzaly.csv,"['antonio', 'sefer']",antonio,sefer,sefer,antoniosefer,sefer,2
arkadiusz-najemski,motor-lublin,Arkadiusz NajemskiMotor Lublin,2024/25,pole_asysty.csv,"['arkadiusz', 'najemski']",arkadiusz,najemski,najemski,arkadiusznajemski,najemski,2
bartosz-wolski,motor-lublin,Bartosz WolskiMotor Lublin,2024/25,pole_asysty.csv,"['bartosz', 'wolski']",bartosz,wolski,wolski,bartoszwolski,wolski,2
bradly-van-hoeven,motor-lublin,Bradly van HoevenMotor Lublin,2024/25,pole_celne-strzaly.csv,"['bradly', 'van', 'hoeven']",bradly,hoeven,van-hoeven,bradlyvanhoeven,vanhoeven,3
bright-ede,motor-lublin,Bright EdeMotor Lublin,2024/25,pole_celne-strzaly.csv,"['bright', 'ede']",bright,ede,ede,brightede,ede,2
christopher-serge-simon,motor-lublin,Christopher Serge SimonMotor Lublin,2024/25,pole_celne-strzaly.csv,"['christopher', 'serge', 'simon']",christopher,simon,serge-simon,christophersergesimon,sergesimon,3
filip-luberecki,motor-lublin,Filip LubereckiMotor Lublin,2024/25,pole_asysty.csv,"['filip', 'luberecki']",filip,luberecki,luberecki,filipluberecki,luberecki,2
filip-wojcik,motor-lublin,Filip WójcikMotor Lublin,2024/25,pole_asysty.csv,"['filip', 'wojcik']",filip,wojcik,wojcik,filipwojcik,wojcik,2
gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,2024/25,gk_bramki-stracone.csv,"['gasper', 'tratnik']",gasper,tratnik,tratnik,gaspertratnik,tratnik,2
herve-jean-matthys,motor-lublin,Hervé Jean MatthysMotor Lublin,2024/25,pole_asysty.csv,"['herve', 'jean', 'matthys']",herve,matthys,jean-matthys,hervejeanmatthys,jeanmatthys,3
ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,2024/25,gk_bramki-stracone.csv,"['ivan', 'brkic']",ivan,brkic,brkic,ivanbrkic,brkic,2
jakub-jan-abojko,motor-lublin,Jakub Jan ŁabojkoMotor Lublin,2024/25,pole_celne-strzaly.csv,"['jakub', 'jan', 'abojko']",jakub,abojko,jan-abojko,jakubjanabojko,janabojko,3
jean-kevin-augustin,motor-lublin,Jean-Kévin AugustinMotor Lublin,2024/25,pole_celne-strzaly.csv,"['jean', 'kevin', 'augustin']",jean,augustin,kevin-augustin,jeankevinaugustin,kevinaugustin,3
kaan-caliskaner,motor-lublin,Kaan ÇalışkanerMotor Lublin,2024/25,pole_asysty.csv,"['kaan', 'caliskaner']",kaan,caliskaner,caliskaner,kaancaliskaner,caliskaner,2
kacper-rosa,motor-lublin,Kacper RosaMotor Lublin,2024/25,gk_bramki-stracone.csv,"['kacper', 'rosa']",kacper,rosa,rosa,kacperrosa,rosa,2
kacper-weniak,motor-lublin,Kacper WełniakMotor Lublin,2024/25,pole_celne-strzaly.csv,"['kacper', 'weniak']",kacper,weniak,weniak,kacperweniak,weniak,2
kamil-kruk,motor-lublin,Kamil KrukMotor Lublin,2024/25,pole_faule-wywalczone.csv,"['kamil', 'kruk']",kamil,kruk,kruk,kamilkruk,kruk,2
krystian-palacz,motor-lublin,Krystian PalaczMotor Lublin,2024/25,pole_dosrodkowania-celne.csv,"['krystian', 'palacz']",krystian,palacz,palacz,krystianpalacz,palacz,2
krzysztof-kubica,motor-lublin,Krzysztof KubicaMotor Lublin,2024/25,pole_celne-strzaly.csv,"['krzysztof', 'kubica']",krzysztof,kubica,kubica,krzysztofkubica,kubica,2
marcel-gasior,motor-lublin,Marcel GąsiorMotor Lublin,2024/25,pole_dryblingi.csv,"['marcel', 'gasior']",marcel,gasior,gasior,marcelgasior,gasior,2
marek-kristian-bartos,motor-lublin,Marek Kristián BartošMotor Lublin,2024/25,pole_asysty.csv,"['marek', 'kristian', 'bartos']",marek,bartos,kristian-bartos,marekkristianbartos,kristianbartos,3
mathieu-scalet,motor-lublin,Mathieu ScaletMotor Lublin,2024/25,pole_asysty.csv,"['mathieu', 'scalet']",mathieu,scalet,scalet,mathieuscalet,scalet,2
mbaye-jacques-ndiaye,motor-lublin,Mbaye Jacques N'DiayeMotor Lublin,2024/25,pole_celne-strzaly.csv,"['mbaye', 'jacques', 'ndiaye']",mbaye,ndiaye,jacques-ndiaye,mbayejacquesndiaye,jacquesndiaye,3
micha-krol,motor-lublin,Michał KrólMotor Lublin,2024/25,pole_asysty.csv,"['micha', 'krol']",micha,krol,krol,michakrol,krol,2
patryk-romanowski,motor-lublin,Patryk RomanowskiMotor Lublin,2024/25,pole_minuty.csv,"['patryk', 'romanowski']",patryk,romanowski,romanowski,patrykromanowski,romanowski,2
pawe-stolarski,motor-lublin,Paweł StolarskiMotor Lublin,2024/25,pole_asysty.csv,"['pawe', 'stolarski']",pawe,stolarski,stolarski,pawestolarski,stolarski,2
piotr-ceglarz,motor-lublin,Piotr CeglarzMotor Lublin,2024/25,pole_asysty.csv,"['piotr', 'ceglarz']",piotr,ceglarz,ceglarz,piotrceglarz,ceglarz,2
rafa-krol,motor-lublin,Rafal KrólMotor Lublin,2024/25,pole_dryblingi.csv,"['rafa', 'krol']",rafa,krol,krol,rafakrol,krol,2
samuel-mraz,motor-lublin,Samuel MrázMotor Lublin,2024/25,pole_asysty.csv,"['samuel', 'mraz']",samuel,mraz,mraz,samuelmraz,mraz,2
sebastian-rudol,motor-lublin,Sebastian RudolMotor Lublin,2024/25,pole_celne-strzaly.csv,"['sebastian', 'rudol']",sebastian,rudol,rudol,sebastianrudol,rudol,2
sergi-samper-montana,motor-lublin,Sergi Samper MontañaMotor Lublin,2024/25,pole_asysty.csv,"['sergi', 'samper', 'montana']",sergi,montana,samper-montana,sergisampermontana,sampermontana,3
akim-zedadka,piast-gliwice,Akim ZedadkaPiast Gliwice,2024/25,pole_asysty.csv,"['akim', 'zedadka']",akim,zedadka,zedadka,akimzedadka,zedadka,2
andreas-katsantonis,piast-gliwice,Andreas KatsantonisPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['andreas', 'katsantonis']",andreas,katsantonis,katsantonis,andreaskatsantonis,katsantonis,2
ariel-pawe-mosor,piast-gliwice,Ariel Paweł MosórPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['ariel', 'pawe', 'mosor']",ariel,mosor,pawe-mosor,arielpawemosor,pawemosor,3
arkadiusz-pyrka,piast-gliwice,Arkadiusz PyrkaPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['arkadiusz', 'pyrka']",arkadiusz,pyrka,pyrka,arkadiuszpyrka,pyrka,2
damian-kadzior,piast-gliwice,Damian KądziorPiast Gliwice,2024/25,pole_asysty.csv,"['damian', 'kadzior']",damian,kadzior,kadzior,damiankadzior,kadzior,2
erik-jirka,piast-gliwice,Erik JirkaPiast Gliwice,2024/25,pole_asysty.csv,"['erik', 'jirka']",erik,jirka,jirka,erikjirka,jirka,2
fabian-piasecki,piast-gliwice,Fabian PiaseckiPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['fabian', 'piasecki']",fabian,piasecki,piasecki,fabianpiasecki,piasecki,2
filip-karbowy,piast-gliwice,Filip KarbowyPiast Gliwice,2024/25,pole_faule.csv,"['filip', 'karbowy']",filip,karbowy,karbowy,filipkarbowy,karbowy,2
frantisek-plach,piast-gliwice,František PlachPiast Gliwice,2024/25,gk_bramki-stracone.csv,"['frantisek', 'plach']",frantisek,plach,plach,frantisekplach,plach,2
gabriel-kirejczyk,piast-gliwice,Gabriel KirejczykPiast Gliwice,2024/25,pole_faule.csv,"['gabriel', 'kirejczyk']",gabriel,kirejczyk,kirejczyk,gabrielkirejczyk,kirejczyk,2
grzegorz-tomasiewicz,piast-gliwice,Grzegorz TomasiewiczPiast Gliwice,2024/25,pole_asysty.csv,"['grzegorz', 'tomasiewicz']",grzegorz,tomasiewicz,tomasiewicz,grzegorztomasiewicz,tomasiewicz,2
igor-drapinski,piast-gliwice,Igor DrapińskiPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['igor', 'drapinski']",igor,drapinski,drapinski,igordrapinski,drapinski,2
jakub-czerwinski,piast-gliwice,Jakub CzerwińskiPiast Gliwice,2024/25,pole_asysty.csv,"['jakub', 'czerwinski']",jakub,czerwinski,czerwinski,jakubczerwinski,czerwinski,2
jakub-lewicki,piast-gliwice,Jakub LewickiPiast Gliwice,2024/25,pole_dogodne-szanse.csv,"['jakub', 'lewicki']",jakub,lewicki,lewicki,jakublewicki,lewicki,2
jorge-felix-munoz-garcia,piast-gliwice,Jorge Félix Muñoz GarcíaPiast Gliwice,2024/25,pole_asysty.csv,"['jorge', 'felix', 'munoz', 'garcia']",jorge,garcia,felix-munoz-garcia,jorgefelixmunozgarcia,felixmunozgarcia,4
levis-pitan,piast-gliwice,Levis PitanPiast Gliwice,2024/25,pole_minuty.csv,"['levis', 'pitan']",levis,pitan,pitan,levispitan,pitan,2
mateusz-kopczynski,piast-gliwice,Mateusz KopczyńskiPiast Gliwice,2024/25,pole_dosrodkowania.csv,"['mateusz', 'kopczynski']",mateusz,kopczynski,kopczynski,mateuszkopczynski,kopczynski,2
micha-ukasz-chrapek,piast-gliwice,Michał Łukasz ChrapekPiast Gliwice,2024/25,pole_asysty.csv,"['micha', 'ukasz', 'chrapek']",micha,chrapek,ukasz-chrapek,michaukaszchrapek,ukaszchrapek,3
michael-ameyaw,piast-gliwice,Michael AmeyawPiast Gliwice,2024/25,pole_asysty.csv,"['michael', 'ameyaw']",michael,ameyaw,ameyaw,michaelameyaw,ameyaw,2
miguel-munoz,piast-gliwice,Miguel Muñoz FernándezPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['miguel', 'munoz']",miguel,munoz,munoz,miguelmunoz,munoz,2
miguel-nobrega,piast-gliwice,Miguel NóbregaPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['miguel', 'nobrega']",miguel,nobrega,nobrega,miguelnobrega,nobrega,2
miosz-szczepanski,piast-gliwice,Miłosz SzczepańskiPiast Gliwice,2024/25,pole_asysty.csv,"['miosz', 'szczepanski']",miosz,szczepanski,szczepanski,mioszszczepanski,szczepanski,2
oskar-lesniak,piast-gliwice,Oskar LeśniakPiast Gliwice,2024/25,pole_dosrodkowania.csv,"['oskar', 'lesniak']",oskar,lesniak,lesniak,oskarlesniak,lesniak,2
patryk-dziczek,piast-gliwice,Patryk DziczekPiast Gliwice,2024/25,pole_asysty.csv,"['patryk', 'dziczek']",patryk,dziczek,dziczek,patrykdziczek,dziczek,2
serhij-krykun,piast-gliwice,Serhii Krykun WiktorowyczPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['serhij', 'krykun']",serhij,krykun,krykun,serhijkrykun,krykun,2
szczepan-mucha,piast-gliwice,Szczepan MuchaPiast Gliwice,2024/25,pole_dryblingi.csv,"['szczepan', 'mucha']",szczepan,mucha,mucha,szczepanmucha,mucha,2
thierry-gale,piast-gliwice,Thierry Mikael GalePiast Gliwice,2024/25,pole_asysty.csv,"['thierry', 'gale']",thierry,gale,gale,thierrygale,gale,2
tihomir-kostadinov,piast-gliwice,Tihomir KostadinovPiast Gliwice,2024/25,pole_asysty.csv,"['tihomir', 'kostadinov']",tihomir,kostadinov,kostadinov,tihomirkostadinov,kostadinov,2
tomas-huk,piast-gliwice,Tomáš HukPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['tomas', 'huk']",tomas,huk,huk,tomashuk,huk,2
tomasz-mokwa,piast-gliwice,Tomasz MokwaPiast Gliwice,2024/25,pole_celne-strzaly.csv,"['tomasz', 'mokwa']",tomasz,mokwa,mokwa,tomaszmokwa,mokwa,2
adrian-przyborek,pogon-szczecin,Adrian PrzyborekPogoń Szczecin,2024/25,pole_asysty.csv,"['adrian', 'przyborek']",adrian,przyborek,przyborek,adrianprzyborek,przyborek,2
alexander-gorgon,pogon-szczecin,Alexander GorgonPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['alexander', 'gorgon']",alexander,gorgon,gorgon,alexandergorgon,gorgon,2
antoni-klukowski,pogon-szczecin,Antoni KlukowskiPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['antoni', 'klukowski']",antoni,klukowski,klukowski,antoniklukowski,klukowski,2
benedikt-zech,pogon-szczecin,Benedikt ZechPogoń Szczecin,2024/25,pole_dosrodkowania-celne.csv,"['benedikt', 'zech']",benedikt,zech,zech,benediktzech,zech,2
danijel-loncar,pogon-szczecin,Danijel LončarPogoń Szczecin,2024/25,pole_asysty.csv,"['danijel', 'loncar']",danijel,loncar,loncar,danijelloncar,loncar,2
dimitris-keramitsis,pogon-szczecin,Dimitris KeramitsisPogoń Szczecin,2024/25,pole_dryblingi.csv,"['dimitris', 'keramitsis']",dimitris,keramitsis,keramitsis,dimitriskeramitsis,keramitsis,2
efthymios-koulouris,pogon-szczecin,Efthymios KoulourisPogoń Szczecin,2024/25,pole_asysty.csv,"['efthymios', 'koulouris']",efthymios,koulouris,koulouris,efthymioskoulouris,koulouris,2
fredrik-stense-ulvestad,pogon-szczecin,Fredrik Stensøe UlvestadPogoń Szczecin,2024/25,pole_asysty.csv,"['fredrik', 'stense', 'ulvestad']",fredrik,ulvestad,stense-ulvestad,fredrikstenseulvestad,stenseulvestad,3
jakub-lis,pogon-szczecin,Jakub LisPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['jakub', 'lis']",jakub,lis,lis,jakublis,lis,2
joao-pedro-da-costa-gamboa,pogon-szczecin,João GamboaPogoń Szczecin,2024/25,pole_asysty.csv,"['joao', 'pedro', 'da', 'costa', 'gamboa']",joao,gamboa,pedro-da-costa-gamboa,joaopedrodacostagamboa,pedrodacostagamboa,5
kacper-smolinski,pogon-szczecin,Kacper SmolińskiPogoń Szczecin,2024/25,pole_dosrodkowania.csv,"['kacper', 'smolinski']",kacper,smolinski,smolinski,kacpersmolinski,smolinski,2
kacper-ukasiak,pogon-szczecin,Kacper ŁukasiakPogoń Szczecin,2024/25,pole_asysty.csv,"['kacper', 'ukasiak']",kacper,ukasiak,ukasiak,kacperukasiak,ukasiak,2
kamil-pawe-grosicki,pogon-szczecin,Kamil Paweł GrosickiPogoń Szczecin,2024/25,pole_asysty.csv,"['kamil', 'pawe', 'grosicki']",kamil,grosicki,pawe-grosicki,kamilpawegrosicki,pawegrosicki,3
leonardo-borges-da-silva,pogon-szczecin,Léo BorgesPogoń Szczecin,2024/25,pole_asysty.csv,"['leonardo', 'borges', 'da', 'silva']",leonardo,silva,borges-da-silva,leonardoborgesdasilva,borgesdasilva,4
leonardo-pablo-koutris,pogon-szczecin,Leonárdo Páblo KoútrisPogoń Szczecin,2024/25,pole_asysty.csv,"['leonardo', 'pablo', 'koutris']",leonardo,koutris,pablo-koutris,leonardopablokoutris,pablokoutris,3
luiz-gustavo-oliveira-da-silva,pogon-szczecin,LuizãoPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['luiz', 'gustavo', 'oliveira', 'da', 'silva']",luiz,silva,gustavo-oliveira-da-silva,luizgustavooliveiradasilva,gustavooliveiradasilva,5
marcel-wedrychowski,pogon-szczecin,Marcel WędrychowskiPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['marcel', 'wedrychowski']",marcel,wedrychowski,wedrychowski,marcelwedrychowski,wedrychowski,2
mariusz-malec,pogon-szczecin,Mariusz MalecPogoń Szczecin,2024/25,pole_dosrodkowania.csv,"['mariusz', 'malec']",mariusz,malec,malec,mariuszmalec,malec,2
mateusz-bak,pogon-szczecin,Mateusz BąkPogoń Szczecin,2024/25,pole_minuty.csv,"['mateusz', 'bak']",mateusz,bak,bak,mateuszbak,bak,2
olaf-korczakowski,pogon-szczecin,Olaf Igor KorczakowskiPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['olaf', 'korczakowski']",olaf,korczakowski,korczakowski,olafkorczakowski,korczakowski,2
patryk-paryzek,pogon-szczecin,Patryk ParyzekPogoń Szczecin,2024/25,pole_celne-strzaly.csv,"['patryk', 'paryzek']",patryk,paryzek,paryzek,patrykparyzek,paryzek,2
rafa-maciej-kurzawa,pogon-szczecin,Rafał Maciej KurzawaPogoń Szczecin,2024/25,pole_asysty.csv,"['rafa', 'maciej', 'kurzawa']",rafa,kurzawa,maciej-kurzawa,rafamaciejkurzawa,maciejkurzawa,3
rolf-linus-wahlqvist-egnell,pogon-szczecin,Rolf Linus Wahlqvist EgnellPogoń Szczecin,2024/25,pole_asysty.csv,"['rolf', 'linus', 'wahlqvist', 'egnell']",rolf,egnell,linus-wahlqvist-egnell,rolflinuswahlqvistegnell,linuswahlqvistegnell,4
valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,2024/25,gk_bramki-stracone.csv,"['valentin', 'alexandru', 'cojocaru']",valentin,cojocaru,alexandru-cojocaru,valentinalexandrucojocaru,alexandrucojocaru,3
wojciech-lisowski,pogon-szczecin,Wojciech LisowskiPogoń Szczecin,2024/25,pole_asysty.csv,"['wojciech', 'lisowski']",wojciech,lisowski,lisowski,wojciechlisowski,lisowski,2
antoni-klimek,puszcza-niepolomice,Antoni KlimekPuszcza Niepołomice,2024/25,pole_asysty.csv,"['antoni', 'klimek']",antoni,klimek,klimek,antoniklimek,klimek,2
artur-craciun,puszcza-niepolomice,Artur CrăciunPuszcza Niepołomice,2024/25,pole_asysty.csv,"['artur', 'craciun']",artur,craciun,craciun,arturcraciun,craciun,2
artur-siemaszko,puszcza-niepolomice,Artur SiemaszkoPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['artur', 'siemaszko']",artur,siemaszko,siemaszko,artursiemaszko,siemaszko,2
dawid-abramowicz,puszcza-niepolomice,Dawid AbramowiczPuszcza Niepołomice,2024/25,pole_asysty.csv,"['dawid', 'abramowicz']",dawid,abramowicz,abramowicz,dawidabramowicz,abramowicz,2
dawid-kogut,puszcza-niepolomice,Dawid KogutPuszcza Niepołomice,2024/25,pole_minuty.csv,"['dawid', 'kogut']",dawid,kogut,kogut,dawidkogut,kogut,2
dawid-szymonowicz,puszcza-niepolomice,Dawid SzymonowiczPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['dawid', 'szymonowicz']",dawid,szymonowicz,szymonowicz,dawidszymonowicz,szymonowicz,2
georgy-zhukov,puszcza-niepolomice,Georgy ZhukovPuszcza Niepołomice,2024/25,pole_dosrodkowania-celne.csv,"['georgy', 'zhukov']",georgy,zhukov,zhukov,georgyzhukov,zhukov,2
german-barkovskiy,puszcza-niepolomice,German BarkovskiyPuszcza Niepołomice,2024/25,pole_asysty.csv,"['german', 'barkovskiy']",german,barkovskiy,barkovskiy,germanbarkovskiy,barkovskiy,2
hubert-tomalski,puszcza-niepolomice,Hubert TomalskiPuszcza Niepołomice,2024/25,pole_dosrodkowania-celne.csv,"['hubert', 'tomalski']",hubert,tomalski,tomalski,huberttomalski,tomalski,2
igor-pieprzyca,puszcza-niepolomice,Igor Franciszek PieprzycaPuszcza Niepołomice,2024/25,pole_dryblingi.csv,"['igor', 'pieprzyca']",igor,pieprzyca,pieprzyca,igorpieprzyca,pieprzyca,2
ioan-calin-revenco-1,puszcza-niepolomice,Ioan-Călin RevencoPuszcza Niepołomice,2024/25,pole_dosrodkowania-celne.csv,"['ioan', 'calin', 'revenco', '1']",ioan,1,calin-revenco-1,ioancalinrevenco1,calinrevenco1,4
jakov-blagaic,puszcza-niepolomice,Jakov BlagaićPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['jakov', 'blagaic']",jakov,blagaic,blagaic,jakovblagaic,blagaic,2
jakub-serafin,puszcza-niepolomice,Jakub SerafinPuszcza Niepołomice,2024/25,pole_asysty.csv,"['jakub', 'serafin']",jakub,serafin,serafin,jakubserafin,serafin,2
jakub-stec,puszcza-niepolomice,Jakub StecPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['jakub', 'stec']",jakub,stec,stec,jakubstec,stec,2
jani-atanasov,puszcza-niepolomice,Jani AtanasovPuszcza Niepołomice,2024/25,pole_asysty.csv,"['jani', 'atanasov']",jani,atanasov,atanasov,janiatanasov,atanasov,2
jin-hyun-lee,puszcza-niepolomice,Lee Jin-HyunPuszcza Niepołomice,2024/25,pole_asysty.csv,"['jin', 'hyun', 'lee']",jin,lee,hyun-lee,jinhyunlee,hyunlee,3
kewin-komar,puszcza-niepolomice,Kewin KomarPuszcza Niepołomice,2024/25,gk_bramki-stracone.csv,"['kewin', 'komar']",kewin,komar,komar,kewinkomar,komar,2
konrad-stepien,puszcza-niepolomice,Konrad StępieńPuszcza Niepołomice,2024/25,pole_asysty.csv,"['konrad', 'stepien']",konrad,stepien,stepien,konradstepien,stepien,2
krystian-okoniewski,puszcza-niepolomice,Krystian OkoniewskiPuszcza Niepołomice,2024/25,pole_faule.csv,"['krystian', 'okoniewski']",krystian,okoniewski,okoniewski,krystianokoniewski,okoniewski,2
lucjan-klisiewicz,puszcza-niepolomice,Lucjan KlisiewiczPuszcza Niepołomice,2024/25,pole_faule.csv,"['lucjan', 'klisiewicz']",lucjan,klisiewicz,klisiewicz,lucjanklisiewicz,klisiewicz,2
mateusz-cholewiak,puszcza-niepolomice,Mateusz CholewiakPuszcza Niepołomice,2024/25,pole_asysty.csv,"['mateusz', 'cholewiak']",mateusz,cholewiak,cholewiak,mateuszcholewiak,cholewiak,2
mateusz-radecki,puszcza-niepolomice,Mateusz RadeckiPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['mateusz', 'radecki']",mateusz,radecki,radecki,mateuszradecki,radecki,2
micha-perchel,puszcza-niepolomice,Michał PerchelPuszcza Niepołomice,2024/25,gk_bramki-stracone.csv,"['micha', 'perchel']",micha,perchel,perchel,michaperchel,perchel,2
micha-walski,puszcza-niepolomice,Michał WalskiPuszcza Niepołomice,2024/25,pole_dosrodkowania.csv,"['micha', 'walski']",micha,walski,walski,michawalski,walski,2
michal-siplak,puszcza-niepolomice,Michal SipľakPuszcza Niepołomice,2024/25,pole_dosrodkowania-celne.csv,"['michal', 'siplak']",michal,siplak,siplak,michalsiplak,siplak,2
michalis-kosidis,puszcza-niepolomice,Michalis KosidisPuszcza Niepołomice,2024/25,pole_asysty.csv,"['michalis', 'kosidis']",michalis,kosidis,kosidis,michaliskosidis,kosidis,2
patryk-kielis-1,puszcza-niepolomice,Patryk KieliśPuszcza Niepołomice,2024/25,pole_dogodne-szanse.csv,"['patryk', 'kielis', '1']",patryk,1,kielis-1,patrykkielis1,kielis1,3
piotr-mrozinski,puszcza-niepolomice,Piotr MrozińskiPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['piotr', 'mrozinski']",piotr,mrozinski,mrozinski,piotrmrozinski,mrozinski,2
rok-kidric-1,puszcza-niepolomice,Rok KidričPuszcza Niepołomice,2024/25,pole_faule.csv,"['rok', 'kidric', '1']",rok,1,kidric-1,rokkidric1,kidric1,3
roman-yakuba,puszcza-niepolomice,Roman YakubaPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['roman', 'yakuba']",roman,yakuba,yakuba,romanyakuba,yakuba,2
ukasz-soowiej,puszcza-niepolomice,Łukasz SołowiejPuszcza Niepołomice,2024/25,pole_asysty.csv,"['ukasz', 'soowiej']",ukasz,soowiej,soowiej,ukaszsoowiej,soowiej,2
wojciech-hajda,puszcza-niepolomice,Wojciech HajdaPuszcza Niepołomice,2024/25,pole_celne-strzaly.csv,"['wojciech', 'hajda']",wojciech,hajda,hajda,wojciechhajda,hajda,2
abdoul-fessal-tapsoba,radomiak-radom,Abdoul Fessal TapsobaRadomiak Radom,2024/25,pole_asysty.csv,"['abdoul', 'fessal', 'tapsoba']",abdoul,tapsoba,fessal-tapsoba,abdoulfessaltapsoba,fessaltapsoba,3
bruno-andre-cavaco-jordao,radomiak-radom,Bruno JordãoRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['bruno', 'andre', 'cavaco', 'jordao']",bruno,jordao,andre-cavaco-jordao,brunoandrecavacojordao,andrecavacojordao,4
christos-donis,radomiak-radom,Christos DonisRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['christos', 'donis']",christos,donis,donis,christosdonis,donis,2
damian-jakubik,radomiak-radom,Damian JakubikRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['damian', 'jakubik']",damian,jakubik,jakubik,damianjakubik,jakubik,2
dominik-banach,radomiak-radom,Dominik BanachRadomiak Radom,2024/25,pole_minuty.csv,"['dominik', 'banach']",dominik,banach,banach,dominikbanach,banach,2
francisco-ramos,radomiak-radom,Francisco RamosRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['francisco', 'ramos']",francisco,ramos,ramos,franciscoramos,ramos,2
guilherme-da-gama-zimovski,radomiak-radom,GuilhermeRadomiak Radom,2024/25,pole_asysty.csv,"['guilherme', 'da', 'gama', 'zimovski']",guilherme,zimovski,da-gama-zimovski,guilhermedagamazimovski,dagamazimovski,4
jan-grzesik,radomiak-radom,Jan GrzesikRadomiak Radom,2024/25,pole_asysty.csv,"['jan', 'grzesik']",jan,grzesik,grzesik,jangrzesik,grzesik,2
jean-franco-sarmiento,radomiak-radom,Jean Franco Sarmiento CampoRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['jean', 'franco', 'sarmiento']",jean,sarmiento,franco-sarmiento,jeanfrancosarmiento,francosarmiento,3
joao-peglow,radomiak-radom,PeglowRadomiak Radom,2024/25,pole_asysty.csv,"['joao', 'peglow']",joao,peglow,peglow,joaopeglow,peglow,2
kamil-pestka,radomiak-radom,Kamil PestkaRadomiak Radom,2024/25,pole_celne-strzaly.csv,"['kamil', 'pestka']",kamil,pestka,pestka,kamilpestka,pestka,2
leandro-rossi-pereira,radomiak-radom,LeândroRadomiak Radom,2024/25,pole_asysty.csv,"['leandro', 'rossi', 'pereira']",leandro,pereira,rossi-pereira,leandrorossipereira,rossipereira,3
leonardo-miramar-rocha,radomiak-radom,Leonardo RochaRadomiak Radom,2024/25,pole_asysty.csv,"['leonardo', 'miramar', 'rocha']",leonardo,rocha,miramar-rocha,leonardomiramarrocha,miramarrocha,3
