match_id,kolejka,data_meczu,gospodarz,gosc,gospodarz_kod,gosc_kod,gole_gosp,gole_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,xg_gosp,xg_gosc,xgot_gosp,xgot_gosc,xa_gosp,xa_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,dlugie_podania_celne_gosp,dlugie_podania_gosp,dlugie_podania_celne_gosc,dlugie_podania_gosc,podania_w_strefe_obrony_przeciwnika_celne_gosp,podania_w_strefe_obrony_przeciwnika_gosp,podania_w_strefe_obrony_przeciwnika_celne_gosc,podania_w_strefe_obrony_przeciwnika_gosc,odbiory_skuteczne_fs_gosp,proby_odbioru_fs_gosp,odbiory_skuteczne_fs_gosc,proby_odbioru_fs_gosc,flash_id,flash_url
2376,4,2025-08-10,Raków Częstochowa,Zagłębie Lubin,RCZ,ZAG,0,1,56.1,43.9,13.0,15.0,3.0,5.0,5.0,3.0,5.0,7.0,1.0,1.0,11.0,21.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,22.0,10.0,7.0,6.0,2.0,7.0,401.0,321.0,298.0,219.0,0.89,1.71,0.21,1.39,1.32,1.13,0.0,5.0,7.0,11.0,6.0,4.0,26.0,17.0,21.0,11.0,60.0,45.0,10.0,44.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,1.39,0.21,0.39,0.21,35.0,79.0,22.0,68.0,96.0,160.0,32.0,64.0,3.0,7.0,8.0,15.0,lYpDZHwK,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lYpDZHwK
2377,4,2025-08-10,Jagiellonia Białystok,Cracovia,JAG,CRA,5,2,63.5,36.5,15.0,12.0,8.0,4.0,5.0,3.0,2.0,5.0,10.0,5.0,14.0,17.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,29.0,14.0,9.0,4.0,5.0,10.0,492.0,280.0,410.0,201.0,3.01,2.6,3.44,2.0,2.06,0.77,3.0,4.0,11.0,9.0,4.0,3.0,32.0,15.0,17.0,14.0,47.0,60.0,26.0,32.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.44,0.0,-1.56,16.0,41.0,17.0,52.0,123.0,157.0,51.0,85.0,7.0,8.0,11.0,19.0,Y5MqUe1s,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Y5MqUe1s
2378,4,2025-08-09,Piast Gliwice,Lech Poznań,PIA,LPO,1,0,47.5,52.5,14.0,23.0,3.0,6.0,4.0,5.0,7.0,12.0,3.0,9.0,10.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,21.0,28.0,8.0,9.0,4.0,9.0,356.0,391.0,276.0,300.0,1.87,2.79,1.06,1.33,1.39,2.1,3.0,5.0,10.0,18.0,4.0,5.0,38.0,44.0,9.0,10.0,44.0,43.0,37.0,40.0,8.0,7.0,4.0,0.0,0.0,0.0,6.0,2.0,1.33,1.06,1.33,0.06,30.0,58.0,26.0,61.0,78.0,117.0,84.0,119.0,5.0,9.0,9.0,13.0,6XZjSZVg,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=6XZjSZVg
2379,4,2025-08-09,,,,,1,1,60.6,39.4,15.0,5.0,6.0,1.0,5.0,1.0,4.0,3.0,5.0,0.0,7.0,12.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,20.0,7.0,3.0,2.0,11.0,12.0,498.0,322.0,424.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,5,2025-08-17,,,,,1,0,33.8,66.2,10.0,23.0,4.0,3.0,2.0,10.0,4.0,10.0,3.0,9.0,5.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,54.0,4.0,11.0,10.0,10.0,330.0,607.0,248.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,5,2025-08-17,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,BBT,RCZ,2,3,46.8,53.2,10.0,17.0,3.0,10.0,6.0,1.0,1.0,6.0,6.0,2.0,17.0,14.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,9.0,14.0,9.0,352.0,415.0,273.0,357.0,1.05,2.33,1.43,3.78,1.17,1.79,2.0,5.0,6.0,12.0,4.0,5.0,22.0,25.0,14.0,17.0,44.0,61.0,17.0,43.0,10.0,7.0,0.0,0.0,2.0,0.0,7.0,1.0,3.78,1.43,0.78,-0.57,19.0,52.0,22.0,39.0,64.0,104.0,102.0,140.0,14.0,18.0,9.0,15.0,jL9fneNP,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jL9fneNP
2382,5,2025-08-16,Motor Lublin,Piast Gliwice,MOT,PIA,0,0,41.0,59.0,8.0,17.0,1.0,4.0,2.0,3.0,5.0,10.0,7.0,6.0,17.0,16.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,20.0,27.0,5.0,9.0,7.0,7.0,313.0,460.0,257.0,409.0,0.89,0.96,0.09,1.23,1.84,1.39,0.0,0.0,6.0,10.0,2.0,7.0,19.0,26.0,16.0,17.0,52.0,39.0,26.0,25.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.23,0.09,1.23,0.09,29.0,49.0,27.0,43.0,68.0,100.0,152.0,180.0,8.0,15.0,6.0,10.0,Kz0QtZpm,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Kz0QtZpm
2383,5,2025-08-15,Zagłębie Lubin,Lechia Gdańsk,ZAG,LGD,6,2,41.2,58.8,22.0,7.0,9.0,2.0,3.0,4.0,10.0,1.0,5.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,3.0,1.0,13.0,13.0,270.0,391.0,198.0,307.0,2.53,1.06,3.83,0.76,1.08,0.77,7.0,1.0,15.0,5.0,7.0,2.0,35.0,13.0,9.0,6.0,58.0,42.0,43.0,43.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.76,3.83,-1.24,-2.17,24.0,56.0,13.0,35.0,64.0,99.0,63.0,100.0,13.0,19.0,13.0,16.0,tjlZvDFa,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tjlZvDFa
2384,5,2025-08-17,Radomiak Radom,Jagiellonia Białystok,RAD,JAG,1,2,39.9,60.1,11.0,15.0,5.0,5.0,2.0,3.0,4.0,7.0,6.0,7.0,20.0,12.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,18.0,16.0,7.0,4.0,4.0,3.0,279.0,433.0,207.0,363.0,1.47,1.47,0.82,2.12,2.04,0.62,4.0,1.0,8.0,10.0,3.0,5.0,18.0,24.0,12.0,20.0,41.0,41.0,22.0,24.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.12,0.82,0.12,-0.18,16.0,56.0,20.0,39.0,40.0,75.0,62.0,98.0,4.0,11.0,4.0,4.0,lGiswipC,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lGiswipC
2385,5,2025-08-17,,,,,0,3,53.0,47.0,14.0,20.0,3.0,6.0,6.0,9.0,5.0,5.0,6.0,9.0,11.0,16.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,9.0,2.0,11.0,7.0,380.0,345.0,319.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5,2025-08-15,Cracovia,Widzew Łódź,CRA,WID,1,0,43.6,56.4,8.0,14.0,2.0,4.0,2.0,5.0,4.0,5.0,7.0,8.0,16.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,29.0,4.0,4.0,9.0,11.0,262.0,335.0,190.0,252.0,0.52,0.87,0.65,0.37,1.04,0.51,2.0,0.0,5.0,9.0,3.0,5.0,19.0,28.0,11.0,16.0,44.0,50.0,48.0,31.0,13.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.37,0.65,0.37,-0.35,15.0,44.0,27.0,68.0,52.0,89.0,59.0,101.0,9.0,15.0,12.0,15.0,0fLaeYat,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0fLaeYat
2387,5,2025-08-16,,,,,4,1,42.0,58.0,24.0,12.0,10.0,3.0,7.0,4.0,7.0,5.0,8.0,5.0,19.0,12.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,26.0,18.0,8.0,6.0,11.0,5.0,263.0,381.0,200.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,5,2025-08-16,,,,,1,1,65.4,34.6,18.0,16.0,8.0,2.0,5.0,2.0,5.0,12.0,6.0,0.0,12.0,10.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,19.0,5.0,5.0,7.0,11.0,502.0,258.0,420.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,6,2025-08-25,,,,,2,1,58.1,41.9,15.0,7.0,4.0,3.0,3.0,3.0,8.0,1.0,4.0,3.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,6.0,5.0,10.0,1.0,544.0,402.0,474.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,6,2025-08-24,Legia Warszawa,Jagiellonia Białystok,LEG,JAG,0,0,51.2,48.8,20.0,3.0,8.0,1.0,6.0,0.0,6.0,2.0,2.0,2.0,20.0,15.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,23.0,9.0,7.0,2.0,12.0,12.0,432.0,413.0,339.0,326.0,1.93,0.14,1.28,0.01,1.44,0.17,5.0,0.0,12.0,2.0,8.0,1.0,24.0,7.0,15.0,20.0,59.0,55.0,17.0,24.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,0.01,1.28,0.01,1.28,30.0,64.0,17.0,55.0,102.0,152.0,42.0,68.0,12.0,19.0,12.0,19.0,d2WPm8bU,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=d2WPm8bU
2391,6,2025-08-24,Lechia Gdańsk,Arka Gdynia,LGD,ARK,1,0,52.8,47.2,12.0,7.0,3.0,1.0,6.0,2.0,3.0,4.0,4.0,4.0,10.0,12.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,23.0,11.0,6.0,1.0,12.0,5.0,367.0,337.0,283.0,249.0,0.99,0.46,0.41,0.16,0.66,1.06,1.0,0.0,8.0,5.0,4.0,2.0,20.0,19.0,12.0,10.0,60.0,51.0,25.0,49.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.16,0.41,0.16,-0.59,15.0,52.0,18.0,61.0,72.0,123.0,36.0,69.0,12.0,18.0,5.0,9.0,KAGZ7Bqn,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=KAGZ7Bqn
2392,6,2025-08-23,,,,,3,0,51.4,48.6,18.0,10.0,6.0,1.0,4.0,3.0,8.0,6.0,2.0,4.0,9.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,6.0,2.0,10.0,6.0,450.0,430.0,392.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,6,2025-08-22,Radomiak Radom,Bruk-Bet Termalica Nieciecza,RAD,BBT,1,1,62.5,37.5,17.0,13.0,4.0,2.0,7.0,1.0,6.0,10.0,2.0,5.0,12.0,11.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,23.0,16.0,2.0,2.0,16.0,7.0,471.0,281.0,401.0,208.0,1.7,1.21,0.89,1.12,0.93,0.9,2.0,3.0,9.0,7.0,8.0,6.0,20.0,19.0,11.0,12.0,57.0,50.0,31.0,37.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,1.12,0.89,0.12,-0.11,23.0,46.0,28.0,64.0,73.0,106.0,40.0,80.0,16.0,22.0,7.0,11.0,lj8j4TrB,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lj8j4TrB
2394,6,2025-08-23,Korona Kielce,Motor Lublin,KOR,MOT,2,0,32.2,67.8,17.0,13.0,8.0,2.0,4.0,5.0,5.0,6.0,5.0,6.0,15.0,14.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,34.0,4.0,9.0,4.0,14.0,255.0,520.0,195.0,458.0,1.37,1.39,1.84,0.38,0.58,1.51,4.0,1.0,10.0,10.0,7.0,3.0,22.0,36.0,14.0,15.0,47.0,53.0,36.0,15.0,12.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,0.38,1.84,0.38,-0.16,17.0,44.0,23.0,32.0,60.0,88.0,108.0,140.0,4.0,14.0,14.0,18.0,fkzOoLSq,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=fkzOoLSq
2395,6,2025-09-24,,,,,2,2,63.9,36.1,18.0,10.0,7.0,3.0,7.0,5.0,4.0,2.0,6.0,2.0,10.0,15.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,35.0,11.0,9.0,2.0,9.0,16.0,545.0,315.0,488.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,6,2025-08-24,Piast Gliwice,Cracovia,PIA,CRA,0,0,59.8,40.2,14.0,8.0,1.0,2.0,9.0,2.0,4.0,4.0,4.0,2.0,20.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,4.0,4.0,3.0,7.0,547.0,360.0,477.0,293.0,0.55,0.81,0.05,0.18,0.66,1.02,0.0,2.0,6.0,4.0,9.0,4.0,21.0,9.0,17.0,20.0,43.0,46.0,23.0,34.0,5.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.18,0.05,0.18,0.05,25.0,50.0,23.0,56.0,111.0,148.0,64.0,97.0,3.0,6.0,7.0,14.0,M1BI72k3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=M1BI72k3
2397,6,2025-08-22,Widzew Łódź,Pogoń Szczecin,WID,POG,1,2,54.4,45.6,13.0,8.0,4.0,4.0,4.0,0.0,5.0,4.0,2.0,0.0,5.0,16.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,11.0,8.0,1.0,1.0,10.0,13.0,433.0,364.0,341.0,277.0,1.08,0.32,1.55,0.51,0.69,0.47,2.0,2.0,7.0,6.0,6.0,2.0,19.0,12.0,16.0,5.0,51.0,43.0,10.0,22.0,12.0,12.0,2.0,0.0,0.0,0.0,2.0,3.0,0.51,1.55,-1.49,0.55,22.0,53.0,22.0,48.0,41.0,89.0,65.0,101.0,10.0,13.0,13.0,21.0,IT4R5tKF,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=IT4R5tKF
2398,7,2025-08-29,,,,,1,0,50.7,49.3,8.0,18.0,2.0,4.0,1.0,4.0,5.0,10.0,0.0,5.0,12.0,10.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,23.0,1.0,6.0,8.0,8.0,433.0,403.0,350.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,7,2025-08-30,Bruk-Bet Termalica Nieciecza,Korona Kielce,BBT,KOR,1,3,45.9,54.1,8.0,24.0,5.0,9.0,1.0,6.0,2.0,9.0,3.0,1.0,13.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,14.0,8.0,6.0,11.0,10.0,361.0,432.0,277.0,358.0,0.66,2.7,1.54,2.89,0.38,1.39,1.0,4.0,9.0,19.0,0.0,5.0,16.0,42.0,12.0,13.0,46.0,46.0,21.0,22.0,5.0,2.0,0.0,0.0,1.0,0.0,6.0,4.0,2.89,1.54,-0.11,0.54,12.0,52.0,19.0,51.0,77.0,126.0,89.0,128.0,10.0,16.0,9.0,14.0,ARq6bbCk,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=ARq6bbCk
2400,7,2025-08-30,Zagłębie Lubin,Piast Gliwice,ZAG,PIA,2,2,30.2,69.8,11.0,15.0,2.0,5.0,3.0,8.0,6.0,2.0,3.0,5.0,15.0,9.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,20.0,5.0,2.0,11.0,9.0,253.0,592.0,189.0,507.0,2.99,0.81,1.78,0.68,1.17,0.48,5.0,1.0,9.0,8.0,2.0,8.0,18.0,22.0,9.0,15.0,45.0,48.0,31.0,16.0,11.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.68,1.78,-1.32,-0.22,16.0,40.0,23.0,60.0,38.0,71.0,118.0,154.0,11.0,15.0,10.0,17.0,GOnEdxs2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GOnEdxs2
2401,7,2025-08-30,,,,,0,1,58.4,41.6,18.0,10.0,3.0,3.0,4.0,2.0,11.0,5.0,10.0,5.0,9.0,14.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,33.0,12.0,10.0,4.0,13.0,14.0,487.0,357.0,435.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,7,2025-08-31,Pogoń Szczecin,Raków Częstochowa,POG,RCZ,2,0,45.0,55.0,8.0,18.0,3.0,3.0,2.0,7.0,3.0,8.0,1.0,14.0,16.0,10.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,12.0,37.0,4.0,6.0,11.0,3.0,338.0,398.0,256.0,327.0,0.83,0.87,1.24,0.23,0.2,0.85,3.0,1.0,5.0,10.0,1.0,7.0,14.0,30.0,10.0,16.0,37.0,55.0,40.0,10.0,10.0,5.0,0.0,2.0,0.0,0.0,3.0,1.0,0.23,1.24,0.23,-0.76,12.0,57.0,19.0,41.0,44.0,78.0,77.0,112.0,11.0,14.0,4.0,10.0,4pT8IJ3L,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=4pT8IJ3L
2403,7,2025-08-31,Cracovia,Legia Warszawa,CRA,LEG,2,1,56.0,44.0,2.0,13.0,2.0,5.0,0.0,4.0,0.0,4.0,2.0,5.0,13.0,17.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,18.0,2.0,6.0,10.0,10.0,473.0,360.0,387.0,274.0,0.19,1.48,0.47,1.33,0.45,0.42,1.0,2.0,2.0,9.0,0.0,4.0,7.0,24.0,18.0,13.0,49.0,54.0,25.0,19.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.33,0.47,0.33,-1.53,13.0,42.0,24.0,58.0,46.0,80.0,58.0,98.0,8.0,11.0,11.0,15.0,OU9uDcRr,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=OU9uDcRr
2404,7,2025-08-29,GKS Katowice,Radomiak Radom,GKS,RAD,3,2,47.4,52.6,18.0,9.0,8.0,4.0,3.0,4.0,7.0,1.0,8.0,4.0,16.0,21.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,29.0,19.0,8.0,5.0,8.0,5.0,257.0,299.0,196.0,225.0,2.32,0.43,3.01,1.23,0.93,0.67,4.0,0.0,12.0,5.0,6.0,4.0,27.0,22.0,21.0,16.0,63.0,49.0,28.0,43.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.23,3.01,-0.77,0.01,26.0,53.0,16.0,45.0,58.0,98.0,40.0,76.0,8.0,14.0,5.0,7.0,dr8mByde,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=dr8mByde
2405,7,2025-08-31,Lech Poznań,Widzew Łódź,LPO,WID,2,1,51.3,48.7,13.0,15.0,5.0,3.0,3.0,3.0,5.0,9.0,5.0,7.0,11.0,8.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,1.0,3.0,6.0,8.0,418.0,389.0,344.0,318.0,1.6,1.36,1.87,0.91,0.72,0.57,3.0,3.0,6.0,9.0,7.0,6.0,14.0,25.0,8.0,11.0,38.0,42.0,16.0,18.0,12.0,7.0,0.0,0.0,0.0,1.0,2.0,3.0,0.91,1.87,-0.09,-0.13,31.0,56.0,29.0,61.0,62.0,98.0,67.0,106.0,6.0,12.0,8.0,11.0,2ewl9FQ7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=2ewl9FQ7
2406,7,2025-08-31,Jagiellonia Białystok,Lechia Gdańsk,JAG,LGD,2,0,51.7,48.3,12.0,15.0,4.0,4.0,2.0,4.0,6.0,7.0,1.0,5.0,13.0,20.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,19.0,7.0,5.0,5.0,8.0,394.0,362.0,320.0,278.0,0.85,1.2,1.66,1.5,1.27,0.59,1.0,1.0,11.0,9.0,1.0,6.0,20.0,21.0,20.0,13.0,47.0,47.0,36.0,22.0,7.0,14.0,1.0,0.0,0.0,0.0,4.0,2.0,1.5,1.66,1.5,-0.34,18.0,40.0,22.0,49.0,72.0,97.0,64.0,98.0,5.0,8.0,8.0,15.0,U1VZWIIE,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=U1VZWIIE
2407,8,2025-09-13,,,,,0,0,43.6,56.4,8.0,7.0,4.0,1.0,2.0,0.0,2.0,6.0,3.0,2.0,8.0,16.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,22.0,7.0,6.0,11.0,8.0,371.0,482.0,300.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,8,2025-09-14,Legia Warszawa,Radomiak Radom,LEG,RAD,4,1,55.4,44.6,13.0,13.0,6.0,5.0,4.0,7.0,3.0,1.0,5.0,5.0,17.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,13.0,1.0,2.0,12.0,7.0,441.0,354.0,372.0,287.0,2.55,1.06,2.36,0.73,0.84,0.56,2.0,2.0,9.0,8.0,4.0,5.0,26.0,15.0,15.0,17.0,48.0,46.0,21.0,25.0,13.0,8.0,0.0,0.0,0.0,1.0,4.0,2.0,0.73,2.36,-0.27,-1.64,24.0,51.0,23.0,45.0,122.0,164.0,42.0,64.0,8.0,12.0,7.0,13.0,MaAEPzBl,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MaAEPzBl
2409,8,2025-09-12,Lechia Gdańsk,GKS Katowice,LGD,GKS,2,0,41.8,58.2,13.0,11.0,3.0,3.0,4.0,3.0,6.0,5.0,2.0,5.0,8.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,40.0,6.0,11.0,10.0,5.0,345.0,461.0,263.0,382.0,2.09,0.54,1.9,0.47,0.63,0.94,5.0,0.0,8.0,5.0,5.0,6.0,14.0,29.0,10.0,8.0,42.0,46.0,43.0,22.0,10.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.47,1.9,0.47,-0.1,6.0,38.0,36.0,58.0,44.0,88.0,95.0,139.0,9.0,18.0,5.0,6.0,Gb3NNEu1,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Gb3NNEu1
2410,8,2025-09-14,Motor Lublin,Bruk-Bet Termalica Nieciecza,MOT,BBT,1,1,50.9,49.1,14.0,10.0,2.0,6.0,6.0,1.0,6.0,3.0,5.0,4.0,16.0,13.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,16.0,17.0,3.0,8.0,7.0,9.0,403.0,391.0,330.0,327.0,1.24,2.01,0.79,2.31,2.24,1.11,1.0,5.0,11.0,8.0,3.0,2.0,31.0,22.0,13.0,16.0,45.0,48.0,15.0,35.0,7.0,11.0,0.0,1.0,0.0,0.0,5.0,1.0,2.31,0.79,1.31,-0.21,12.0,28.0,26.0,50.0,72.0,109.0,85.0,116.0,7.0,13.0,10.0,14.0,lC1VLhAD,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=lC1VLhAD
