kolejka,gospodarz,gosc,gole_gosp,gole_gosc,wynik_1x2,lambda_home,lambda_away,p_home,p_draw,p_away,log_loss
10,Cracovia,Górnik Zabrze,1,1,D,1.3549015867851795,1.1014686401449119,0.4256087080135853,0.27015575375012996,0.30423553823628446,1.308756620565621
10,Lech Poznań,Jagiellonia Białystok,2,2,D,1.7068575797757644,1.3017776827005874,0.4697557686862654,0.23728443429785046,0.29295979701588404,1.4384957127283176
10,Piast Gliwice,Bruk-Bet Termalica Nieciecza,4,2,H,1.3235327826361771,0.8840397275455253,0.46870056486464545,0.28154078851276587,0.24975864662258862,0.7577911688810741
10,Widzew Łódź,Raków Częstochowa,0,1,A,1.0470184676241783,1.1800599024457161,0.3225358056667961,0.28835447619880883,0.38910971813439515,0.9438939233734399
11,Arka Gdynia,Cracovia,2,1,H,0.8284461559033821,1.3306917577346415,0.23291819753028517,0.28234367921853215,0.4847381232511825,1.4570679706217065
11,Bruk-Bet Termalica Nieciecza,Widzew Łódź,2,4,A,1.379893551080645,1.2371448798436868,0.4022609105051869,0.26211608337366116,0.335623006121152,1.0917667545302427
11,Lechia Gdańsk,Wisła Płock,1,1,D,1.256850640700852,1.236609708814197,0.3696061367983895,0.2704458659832086,0.35994799721840187,1.3076833264786683
11,Górnik Zabrze,Legia Warszawa,3,1,H,1.3157252070995202,1.3561088030475599,0.36080388509896705,0.2596959313770855,0.3795001835239473,1.0194207228389849
11,Radomiak Radom,Zagłębie Lubin,3,1,H,1.4876142235871535,1.1445868078780528,0.45078979188725316,0.2574935641781672,0.29171664393457974,0.7967541415111189
11,Pogoń Szczecin,Piast Gliwice,2,1,H,1.5517526097318775,0.9319111238897897,0.5179756373090334,0.2553973931000943,0.22662696959087242,0.6578270700506469
11,GKS Katowice,Lech Poznań,0,1,A,1.1981325420504454,1.5401102070812605,0.2961610757549093,0.2517978403611537,0.4520410838839368,0.7939822097319413
11,Raków Częstochowa,Motor Lublin,2,0,H,1.69278780337399,0.9205877959410816,0.5557633243466016,0.24049398369741984,0.2037426919559785,0.5874127509927557
11,Jagiellonia Białystok,Korona Kielce,3,1,H,1.7863722528447994,1.0891143493451534,0.5369965223260035,0.232514822115263,0.23048865555873332,0.6217636606096922
12,Wisła Płock,Bruk-Bet Termalica Nieciecza,3,1,H,1.4307047804490878,0.8728903596393955,0.5010264707787464,0.269458346287409,0.2295151829338446,0.6910963434073172
12,Motor Lublin,GKS Katowice,2,5,A,1.643486272859279,1.3326182749139133,0.4478841616324935,0.2409253787750791,0.3111904595924275,1.1673501439845033
12,Zagłębie Lubin,Legia Warszawa,3,1,H,1.1890758051291466,1.5722494138349266,0.2883349033505526,0.24952698337038068,0.46213811327906673,1.243632615586767
12,Korona Kielce,Górnik Zabrze,1,1,D,1.23020900986535,1.1313246451677306,0.38471663903844766,0.2788479686082521,0.3364353923533004,1.277088561063724
12,Cracovia,Raków Częstochowa,2,0,H,1.1128713716007856,1.145839781017104,0.3484342519781961,0.28671964344197737,0.3648461045798266,1.054305726613972
12,Lech Poznań,Pogoń Szczecin,2,2,D,1.656205640607463,1.2044108046007271,0.4793243749560336,0.242660672587219,0.2780149524567474,1.4160912206354772
12,Jagiellonia Białystok,Arka Gdynia,4,0,H,2.110556777455363,0.7172908078745025,0.6966596728873019,0.18884269814347313,0.11449762896922497,0.36145826165952877
12,Piast Gliwice,Lechia Gdańsk,1,2,A,1.4320302824108209,1.1503966679061746,0.4350394105974577,0.2618267883992034,0.30313380100333875,1.193580983474056
12,Widzew Łódź,Radomiak Radom,3,2,H,1.409270560104818,1.1138501658501994,0.4373362507494202,0.26504216979582623,0.29762157945475376,0.8270529272475327
13,Arka Gdynia,Piast Gliwice,2,1,H,0.8387043121942783,1.081572280681276,0.2790759673295367,0.3128885057350873,0.40803552693537615,1.2762712498881665
13,Bruk-Bet Termalica Nieciecza,Zagłębie Lubin,1,1,D,1.450353815361342,1.28078767505814,0.41112676512963575,0.2554083605273411,0.3334648743430232,1.3648916008868186
13,Legia Warszawa,Lech Poznań,0,0,D,1.5588964228349196,1.2191338404190144,0.4520500183259809,0.2498027340740857,0.2981472475999335,1.3870837362981716
13,Motor Lublin,Widzew Łódź,3,0,H,1.46863430419653,1.2902916438595964,0.413747403282979,0.2538131392518986,0.33243945746512243,0.8824996283637819
13,Górnik Zabrze,Jagiellonia Białystok,2,1,H,1.479854217472302,1.3946270757495214,0.3947146437220437,0.2487650078798179,0.35652034839813845,0.9295921961096295
13,Radomiak Radom,Wisła Płock,1,1,D,1.1548839970010127,1.0572052639106717,0.3795645040870168,0.28990748431308316,0.3305280115999001,1.2381934265092565
13,Pogoń Szczecin,Cracovia,2,1,H,1.676391197948266,1.1544875710374454,0.49563071798965724,0.2417137765674358,0.262655505442907,0.701924149732145
13,GKS Katowice,Korona Kielce,1,0,H,1.3736095767376273,1.2138509316867132,0.4056406296421686,0.2636516621584917,0.3307077081993401,0.9022876600204144
13,Raków Częstochowa,Lechia Gdańsk,2,1,H,1.7599997854565286,0.9407704919457317,0.5666878205424476,0.23377833561611355,0.19953384384143885,0.567946707933675
14,Wisła Płock,Pogoń Szczecin,2,0,H,1.2553194074919236,1.1749232856989085,0.38223576639558493,0.2743078703458649,0.3434563632585501,0.961717671241443
14,Bruk-Bet Termalica Nieciecza,GKS Katowice,0,3,A,1.54200217981648,1.325769913559499,0.424560843295516,0.24772934774548355,0.3277098089590005,1.115626790985031
14,Lechia Gdańsk,Radomiak Radom,1,2,A,1.6216209448363603,1.348147523771219,0.4392669687985512,0.24193398669464908,0.3187990445067998,1.1431943292261526
14,Górnik Zabrze,Arka Gdynia,5,1,H,1.7830562051373635,0.6529551785734122,0.6459247384765563,0.2231795057618976,0.13089575576154622,0.43707228589290203
14,Cracovia,Zagłębie Lubin,0,0,D,1.5668984679827125,1.0096808007307756,0.5027607036914236,0.25314737797462994,0.2440919183339464,1.3737834382156326
14,Lech Poznań,Motor Lublin,2,2,D,2.0060351403129926,0.9917254182893017,0.6089342455252368,0.21093700780627922,0.1801287466684839,1.5561957312808348
14,Jagiellonia Białystok,Raków Częstochowa,1,2,A,1.4552074559387986,1.1895565629847304,0.4322939486176332,0.2585922159853978,0.3091138353969689,1.1740456705838265
14,Piast Gliwice,Korona Kielce,0,0,D,1.152222686963958,1.0239946269810347,0.386189377657991,0.2924174483625098,0.3213931739794992,1.2295728799644714
14,Widzew Łódź,Legia Warszawa,1,1,D,1.190799454450461,1.450163541592265,0.3103550120947689,0.2589327409966468,0.43071224690858434,1.3511869382788115
15,Arka Gdynia,Lech Poznań,3,1,H,0.7479331876861869,1.6116214313357955,0.17211687497866443,0.24759891223430652,0.580284212787029,1.759581527238237
15,Legia Warszawa,Bruk-Bet Termalica Nieciecza,1,2,A,2.1653448793893593,0.9680928048867068,0.6468897973033578,0.19551499349537668,0.1575952092012654,1.8477255004895292
15,Lechia Gdańsk,Widzew Łódź,2,1,H,1.5318043157104384,1.256009576540048,0.43711121238796236,0.25071233355964345,0.3121764540523941,0.8275676256734813
15,Motor Lublin,Wisła Płock,1,1,D,1.2533068194767372,1.145993473504117,0.3879335926002525,0.27617028497747653,0.33589612242227107,1.286737628959465
15,Zagłębie Lubin,Górnik Zabrze,2,0,H,1.2508140296496206,1.2733617686155896,0.3603967107577174,0.2685047621537353,0.3710985270885474,1.0205498799330057
15,Radomiak Radom,Cracovia,3,0,H,1.3215859682502955,1.2518011130353157,0.3837634025716029,0.26531185137151575,0.3509247460568813,0.9577290554225825
15,Pogoń Szczecin,Jagiellonia Białystok,1,2,A,1.8345091601723322,1.5269518621379083,0.451413527689628,0.22522422353936034,0.3233622487710116,1.1289820709626741
15,Korona Kielce,Raków Częstochowa,1,4,A,1.072369707337205,1.0936868402623272,0.3475890021763978,0.29402071481808356,0.3583902830055187,1.026132710398683
15,GKS Katowice,Piast Gliwice,1,3,A,1.3794116006938448,1.079981937280563,0.43713361564285086,0.26889859734873056,0.29396778700841847,1.2242850856450438
16,Bruk-Bet Termalica Nieciecza,Arka Gdynia,2,0,H,1.6881141935751927,0.8812543966118083,0.5645086761035449,0.24058529190391117,0.1949060319925439,0.5717995259736927
16,Legia Warszawa,Lechia Gdańsk,2,2,D,2.0831955823053314,1.0498289144558783,0.6112716364185161,0.20559512351652665,0.18313324006495718,1.581846463987242
16,Górnik Zabrze,Wisła Płock,1,1,D,1.368809243467032,0.8983245606747045,0.4777642934011813,0.27595729565372346,0.24627841094509512,1.287509151128579
16,Pogoń Szczecin,Zagłębie Lubin,5,1,H,1.9132872292958982,1.0758569903517157,0.5689112821741652,0.22115227285420616,0.2099364449716286,0.5640307758627385
16,Cracovia,Motor Lublin,1,2,A,1.6846324739750014,1.1251316784467345,0.5044327034932379,0.24129852840401317,0.2542687681027489,1.3693634292645762
16,Lech Poznań,Radomiak Radom,4,1,H,1.7791532611425556,0.9848999756456401,0.5603230292257139,0.23241350831692711,0.20726346245735922,0.5792418236569131
16,Raków Częstochowa,Piast Gliwice,1,3,A,1.4025648448982604,0.75065195179917,0.5250131439093737,0.27455427768119467,0.20043257840943154,1.607277356070665
16,Jagiellonia Białystok,GKS Katowice,2,1,H,2.1504274934880185,1.205174837464483,0.5894425583293378,0.2038132416240379,0.20674420004662436,0.5285780050936695
16,Widzew Łódź,Korona Kielce,1,3,A,1.2957228727140258,1.1091052345845585,0.4077608894063779,0.27478806186729504,0.3174510487263269,1.1474316497758383
17,Arka Gdynia,Raków Częstochowa,1,4,A,0.7556700923386,1.4247060296196974,0.19867861763607714,0.2715913795407834,0.5297300028231395,0.6353878308744081
17,Wisła Płock,Lech Poznań,0,0,D,1.068677355582501,1.2410856126484344,0.3167335413991571,0.2816294705903174,0.4016369880105256,1.2671630060891725
17,Lechia Gdańsk,Bruk-Bet Termalica Nieciecza,5,1,H,1.7551872440529552,1.2188695565417829,0.49967281384869616,0.2347981618485611,0.2655290243027428,0.6938017670575555
17,Motor Lublin,Legia Warszawa,1,1,D,1.3605767804272386,1.5757146919786211,0.3301006341944672,0.2444417240815949,0.42545764172393813,1.4087783457909862
17,Zagłębie Lubin,Jagiellonia Białystok,0,0,D,1.397803780400891,1.5780009629284912,0.33875433618937223,0.24305273973319114,0.41819292407743675,1.4144768232514227
17,Radomiak Radom,Górnik Zabrze,4,0,H,1.3505018075949333,1.3034327269620902,0.38058247934487877,0.26069033693457994,0.35872718372054124,0.966052359481121
17,Korona Kielce,Cracovia,0,1,A,1.2734475003213588,1.1000339374714694,0.4036428827359444,0.2771254019204087,0.319231715343647,1.1418380594962345
17,GKS Katowice,Pogoń Szczecin,2,0,H,1.4506834002186644,1.6444332069344016,0.3392726433783061,0.23754842855535027,0.4231789280663437,1.0809512370905365
17,Piast Gliwice,Widzew Łódź,0,2,A,1.2686237484950311,0.995885581295528,0.4261426253546077,0.28288112881590577,0.2909762458294866,1.2345136445944456
18,Arka Gdynia,Motor Lublin,1,0,H,1.0753269093382047,1.4375810839021987,0.28241197208697777,0.26387981294177854,0.4537082149712437,1.2643883801859532
18,Bruk-Bet Termalica Nieciecza,Jagiellonia Białystok,2,1,H,1.3612706150634217,1.7932526602918297,0.29253276930224825,0.23049042917771748,0.4769768015200344,1.2291785867827614
18,Lechia Gdańsk,Górnik Zabrze,5,2,H,1.4285370791155156,1.370439552441282,0.3868053561618453,0.25273895657874057,0.360455687259414,0.9498336681311227
18,Pogoń Szczecin,Radomiak Radom,2,2,D,1.940758870022161,1.1900001478847315,0.5484690280996877,0.2201521997337833,0.2313787721665292,1.5134361548530813
18,Korona Kielce,Wisła Płock,1,1,D,1.3041388768965665,0.934142287560636,0.45091379222074374,0.2819103028653921,0.26717590491386445,1.2661663335860063
18,Cracovia,Lech Poznań,2,2,D,1.2269740341392328,1.259066837670281,0.3568865195101829,0.2708942329818826,0.3722192475079346,1.3060268184828316
18,Raków Częstochowa,GKS Katowice,1,0,H,1.6719282940081162,0.9136855498646166,0.5524485828046982,0.24263657206697398,0.20491484512832786,0.5933949127177662
18,Piast Gliwice,Legia Warszawa,2,0,H,1.1018656577089136,1.332339877935765,0.30853886153700905,0.27205900926798704,0.419402129195004,1.1759074742443647
18,Zagłębie Lubin,Widzew Łódź,2,1,H,1.3719344730915626,1.144233427478315,0.4205374564293561,0.26690709789380496,0.3125554456768389,0.8662217276042783
19,Wisła Płock,Raków Częstochowa,2,1,H,0.9566993593199773,1.1044252060576858,0.3109205816353156,0.3018194548617134,0.3872599635029711,1.168217763930643
19,Bruk-Bet Termalica Nieciecza,Cracovia,0,1,A,1.1878911502609681,1.348940666415472,0.3285613412073319,0.2666881716791765,0.40475048711349165,0.9044844829328582
19,Legia Warszawa,Korona Kielce,1,2,A,1.694876025993707,1.0127060468696751,0.5336274017930203,0.2407518347705166,0.22562076343646306,1.4888997270841882
19,Motor Lublin,Pogoń Szczecin,2,1,H,1.4901370072534712,1.703587656279738,0.3378637717454355,0.23315765909533867,0.42897856915922594,1.085112506915713
19,Zagłębie Lubin,GKS Katowice,0,2,A,1.4831531036315373,1.1854454568565973,0.4404103686395879,0.25657983630856795,0.30300979505184417,1.1939901470914949
19,Górnik Zabrze,Piast Gliwice,2,1,H,1.4374826037680943,0.9184280380700477,0.4914364872755621,0.2678741846227654,0.24068932810167237,0.7104225699715573
19,Radomiak Radom,Arka Gdynia,3,1,H,1.755713084505201,0.8373991507118377,0.5916197985970112,0.2324052435953881,0.1759749578076007,0.5248910825171509
19,Lech Poznań,Lechia Gdańsk,1,3,A,1.9878507884381054,1.0688655271192053,0.5867924981417466,0.2144457913178917,0.19876171054036168,1.6156486062256725
19,Widzew Łódź,Jagiellonia Białystok,1,3,A,1.4111731524571065,1.4929769242733262,0.3580903677301508,0.2473254400368658,0.39458419223298336,0.92992274642671
