kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora,p_h_cal,p_d_cal,p_a_cal,wynik_pred_cal,ll_cal
9,Górnik Zabrze,Widzew Łódź,684,3,2,5,H,1,1,1,1,1,1.433,0.8214,2.2544,0.5148,0.2699,0.2153,H,1,0.664,0.4265,0.1049,0.3415,0.6082,0.8086,0.8951,0.6585,0.3918,0.1914,1.567,1.1786,0,,,,0.4715295452118719,0.2837534578880501,0.24471699690007792,H,0.7517735167045377
9,Radomiak Radom,Piast Gliwice,684,1,0,1,H,0,1,0,0,0,1.1644,1.0655,2.2299,0.3805,0.2885,0.331,H,1,0.9663,0.4509,0.1075,0.3473,0.6147,0.8134,0.8925,0.6527,0.3853,0.1866,0.1644,1.0655,0,,,,0.4246170138723497,0.2907027145135933,0.28468027161405696,H,0.8565676601616793
9,Pogoń Szczecin,Lechia Gdańsk,684,3,4,7,A,1,1,1,1,1,2.6243,1.1608,3.7851,0.6867,0.1663,0.147,H,0,1.9171,0.637,0.0227,0.1087,0.2714,0.4767,0.9773,0.8913,0.7286,0.5233,0.3757,2.8392,0,,,,0.5347581610847737,0.2456469978889705,0.2195948410262558,H,1.5159710622171805
9,GKS Katowice,Cracovia,684,0,3,3,A,0,1,1,1,0,1.6564,1.5837,3.2401,0.3992,0.2325,0.3683,H,0,0.9988,0.6431,0.0392,0.1661,0.3716,0.5936,0.9608,0.8339,0.6284,0.4064,1.6564,1.4163,0,,,,0.4331489721906967,0.2704184279844517,0.29643259982485154,H,1.2159354056944083
9,Raków Częstochowa,Legia Warszawa,684,1,1,2,D,1,1,1,0,0,1.4292,0.9786,2.4078,0.4744,0.2674,0.2581,H,0,1.319,0.4747,0.09,0.3068,0.5677,0.7771,0.91,0.6932,0.4323,0.2229,0.4292,0.0214,0,,,,0.4574183628056936,0.28232049907978546,0.2602611381145208,H,1.2647123318362037
9,Wisła Płock,Jagiellonia Białystok,684,0,1,1,A,0,1,0,0,0,1.2555,1.1966,2.4521,0.3777,0.273,0.3494,H,0,1.0517,0.4989,0.0861,0.2973,0.5562,0.7678,0.9139,0.7027,0.4438,0.2322,1.2555,0.1966,1,Wisła Płock,8.0,0.5556,0.4240384863282613,0.28549159044583555,0.2904699232259032,H,1.2362552425565954
10,Wisła Płock,GKS Katowice,693,1,1,2,D,1,1,1,0,0,1.4379,0.8972,2.3351,0.4969,0.2682,0.2349,H,0,1.3159,0.4517,0.0968,0.3228,0.5868,0.7922,0.9032,0.6772,0.4132,0.2078,0.4379,0.1028,1,Wisła Płock,9.0,0.5263,0.4651986441020801,0.28280355879816627,0.25199779709975373,H,1.2630027608869676
10,Legia Warszawa,Pogoń Szczecin,693,1,0,1,H,0,1,0,0,0,1.7822,1.2828,3.065,0.4916,0.2322,0.2762,H,1,0.71,0.6011,0.0467,0.1896,0.4088,0.6327,0.9533,0.8104,0.5912,0.3673,0.7822,1.2828,0,,,,0.4639018908034727,0.26916305283405995,0.26693505636246745,H,0.7680821913468374
10,Motor Lublin,Radomiak Radom,693,2,2,4,D,1,1,1,1,1,1.8621,1.5039,3.366,0.4624,0.2241,0.3135,H,0,1.4956,0.6569,0.0345,0.1507,0.3463,0.5658,0.9655,0.8493,0.6537,0.4342,0.1379,0.4961,0,,,,0.4545570597325792,0.2661241708542831,0.2793187694131376,H,1.323792271398399
10,Zagłębie Lubin,Arka Gdynia,693,4,0,4,H,0,1,1,1,1,1.2936,0.7348,2.0284,0.4985,0.2896,0.2119,H,1,0.6962,0.3777,0.1315,0.3984,0.669,0.852,0.8685,0.6016,0.331,0.148,2.7064,0.7348,1,Arka Gdynia,9.0,0.5263,0.46604843022140213,0.2907005114206776,0.24325105835792027,H,0.7634657227428426
10,Korona Kielce,Lechia Gdańsk,693,3,0,3,H,0,1,1,1,0,1.7742,1.1583,2.9325,0.518,0.2336,0.2484,H,1,0.6578,0.5696,0.0533,0.2095,0.4385,0.6624,0.9467,0.7905,0.5615,0.3376,1.2258,1.1583,0,,,,0.47274343644285816,0.2698887555672196,0.25736780798992237,H,0.7492024553202614
10,Cracovia,Górnik Zabrze,693,1,1,2,D,1,1,1,0,0,1.4547,1.1534,2.6081,0.4403,0.2599,0.2998,H,0,1.3475,0.5247,0.0737,0.2658,0.5164,0.7342,0.9263,0.7342,0.4836,0.2658,0.4547,0.1534,0,,,,0.4459009106779326,0.27968809764727676,0.2744109916747906,H,1.2740802336758204
10,Lech Poznań,Jagiellonia Białystok,693,2,2,4,D,1,1,1,1,1,1.839,1.3569,3.1959,0.4884,0.2275,0.2841,H,0,1.4806,0.6245,0.0409,0.1717,0.3808,0.6035,0.9591,0.8283,0.6192,0.3965,0.161,0.6431,0,,,,0.46299693130360975,0.26733392096164516,0.26966914773474504,H,1.319256761675256
10,Piast Gliwice,Bruk-Bet Termalica Nieciecza,693,4,2,6,H,1,1,1,1,1,1.1106,0.6999,1.8105,0.4522,0.3177,0.2302,H,1,0.7937,0.3376,0.1636,0.4597,0.7278,0.8896,0.8364,0.5403,0.2722,0.1104,2.8894,1.3001,1,Bruk-Bet Termalica Nieciecza,9.0,0.5263,0.44993844932902194,0.29993739281648074,0.2501241578544973,H,0.798644484841749
10,Widzew Łódź,Raków Częstochowa,693,0,1,1,A,0,1,0,0,0,1.0164,1.2475,2.2639,0.3007,0.2839,0.4154,A,1,0.8785,0.4548,0.1039,0.3393,0.6056,0.8066,0.8961,0.6607,0.3944,0.1934,1.0164,0.2475,0,,,,0.39568102221333684,0.29247959289537573,0.3118393848912875,H,1.165267015738661
11,Arka Gdynia,Cracovia,702,2,1,3,H,1,1,1,1,0,0.8533,1.4271,2.2804,0.2248,0.2702,0.505,A,0,1.4926,0.4362,0.1022,0.3354,0.6012,0.8033,0.8978,0.6646,0.3988,0.1967,1.1467,0.4271,1,Arka Gdynia,10.0,0.5,0.365172708058567,0.2937036944123157,0.3411235975291174,H,1.0073848645473795
11,Bruk-Bet Termalica Nieciecza,Widzew Łódź,702,2,4,6,A,1,1,1,1,1,1.3897,1.1704,2.5601,0.4194,0.2644,0.3162,H,0,1.1514,0.5179,0.0773,0.2752,0.5285,0.7447,0.9227,0.7248,0.4715,0.2553,0.6103,2.8296,1,Bruk-Bet Termalica Nieciecza,10.0,0.5,0.43868008069997244,0.2815621358929488,0.2797577834070787,H,1.2738311094530055
11,Lechia Gdańsk,Wisła Płock,702,1,1,2,D,1,1,1,0,0,1.2978,1.2732,2.571,0.373,0.2656,0.3614,H,0,1.3257,0.5234,0.0765,0.273,0.5257,0.7423,0.9235,0.727,0.4743,0.2577,0.2978,0.2732,1,Wisła Płock,10.0,0.5,0.42266480532799394,0.2830823634611752,0.2942528312108308,H,1.2620173867166582
11,Górnik Zabrze,Legia Warszawa,702,3,1,4,H,1,1,1,1,1,1.255,1.0679,2.3229,0.4057,0.2804,0.3138,H,1,0.9021,0.4692,0.098,0.3256,0.59,0.7947,0.902,0.6744,0.41,0.2053,1.745,0.0679,0,,,,0.4336005763723741,0.2873956812107999,0.279003742416826,H,0.8356314995855036
11,Radomiak Radom,Zagłębie Lubin,702,3,1,4,H,1,1,1,1,1,1.7498,1.3644,3.1142,0.4662,0.2333,0.3005,H,1,0.7631,0.6151,0.0444,0.1827,0.3981,0.6217,0.9556,0.8173,0.6019,0.3783,1.2502,0.3644,0,,,,0.4554192503745158,0.269633311078653,0.274947438546831,H,0.7865368548921167
11,Pogoń Szczecin,Piast Gliwice,702,2,1,3,H,1,1,1,1,0,1.3635,0.8863,2.2498,0.4793,0.2769,0.2438,H,1,0.7355,0.4375,0.1054,0.3426,0.6094,0.8095,0.8946,0.6574,0.3906,0.1905,0.6365,0.1137,0,,,,0.45907472277728806,0.2857937833152886,0.2551314939074234,H,0.7785422874494542
11,GKS Katowice,Lech Poznań,702,0,1,1,A,0,1,0,0,0,1.3322,1.7659,3.0981,0.2903,0.2327,0.477,A,1,0.7403,0.6102,0.0451,0.185,0.4016,0.6253,0.9549,0.815,0.5984,0.3747,1.3322,0.7659,0,,,,0.3944065299568951,0.2753227642931637,0.3302707057499411,H,1.1078426403461763
11,Raków Częstochowa,Motor Lublin,702,2,0,2,H,0,1,1,0,0,1.9435,0.819,2.7625,0.6379,0.2114,0.1506,H,1,0.4495,0.4791,0.0631,0.2375,0.4785,0.7003,0.9369,0.7625,0.5215,0.2997,0.0565,0.819,0,,,,0.5161161014732087,0.26456354299055956,0.21932035553623166,H,0.6614235359548646
11,Jagiellonia Białystok,Korona Kielce,702,3,1,4,H,1,1,1,1,1,1.7865,0.9378,2.7243,0.5736,0.231,0.1954,H,1,0.5558,0.5066,0.0656,0.2443,0.4877,0.7087,0.9344,0.7557,0.5123,0.2913,1.2135,0.0622,0,,,,0.49216916205058225,0.27008034541389647,0.2377504925355214,H,0.708932796278143
12,Wisła Płock,Bruk-Bet Termalica Nieciecza,711,3,1,4,H,1,1,1,1,1,1.4078,0.8297,2.2375,0.5058,0.2729,0.2213,H,1,0.6816,0.4259,0.1067,0.3455,0.6127,0.8119,0.8933,0.6545,0.3873,0.1881,1.5922,0.1703,1,Wisła Płock,11.0,0.4762,0.4683670886682429,0.28469188570968473,0.24694102562207226,H,0.7585029130315054
12,Motor Lublin,GKS Katowice,711,2,5,7,A,1,1,1,1,1,1.7239,1.3757,3.0996,0.4577,0.2347,0.3075,H,0,1.1792,0.614,0.0451,0.1848,0.4013,0.6249,0.9549,0.8152,0.5987,0.3751,0.2761,3.6243,0,,,,0.4525591171377906,0.2702339536957967,0.27720692916641276,H,1.2829910149859776
12,Zagłębie Lubin,Legia Warszawa,711,3,1,4,H,1,1,1,1,1,1.294,1.4765,2.7705,0.3319,0.2532,0.415,A,0,1.1029,0.56,0.0626,0.2362,0.4765,0.6985,0.9374,0.7638,0.5235,0.3015,1.706,0.4765,0,,,,0.408628968113007,0.28035783757766153,0.3110131943093314,H,0.8949477030934916
12,Korona Kielce,Górnik Zabrze,711,1,1,2,D,1,1,1,0,0,1.0327,1.0057,2.0384,0.3545,0.3049,0.3405,H,0,1.1876,0.4084,0.1302,0.3957,0.6663,0.8501,0.8698,0.6043,0.3337,0.1499,0.0327,0.0057,0,,,,0.4150162540650567,0.29693324841814683,0.2880504975167965,H,1.2142479182409855
12,Cracovia,Raków Częstochowa,711,2,0,2,H,0,1,1,0,0,1.243,1.2476,2.4906,0.3636,0.2706,0.3658,A,0,1.0117,0.5072,0.0829,0.2892,0.5462,0.7596,0.9171,0.7108,0.4538,0.2404,0.757,1.2476,0,,,,0.4191845603328184,0.2851211705128665,0.2956942691543151,H,0.869443977920724
12,Lech Poznań,Pogoń Szczecin,711,2,2,4,D,1,1,1,1,1,1.905,1.2081,3.1131,0.5364,0.2231,0.2405,H,0,1.5001,0.5969,0.0445,0.1829,0.3984,0.6219,0.9555,0.8171,0.6016,0.3781,0.095,0.7919,0,,,,0.4792151808418739,0.2659541038973316,0.25483071526079454,H,1.3244315268268312
12,Jagiellonia Białystok,Arka Gdynia,711,4,0,4,H,0,1,1,1,1,2.1319,0.6493,2.7812,0.7174,0.1824,0.1002,H,1,0.3321,0.4209,0.062,0.2343,0.474,0.6962,0.938,0.7657,0.526,0.3038,1.8681,0.6493,1,Arka Gdynia,11.0,0.4762,0.5491670113657291,0.256595457598887,0.194237531035384,H,0.5993526735971882
12,Piast Gliwice,Lechia Gdańsk,711,1,2,3,A,1,1,1,1,0,1.658,0.9371,2.5951,0.5432,0.2442,0.2125,H,0,1.5486,0.4924,0.0746,0.2683,0.5197,0.7371,0.9254,0.7317,0.4803,0.2629,0.658,1.0629,0,,,,0.48139817817961295,0.2745296269881943,0.2440721948321928,H,1.4102912169931194
12,Widzew Łódź,Radomiak Radom,711,3,2,5,H,1,1,1,1,1,1.7546,1.2691,3.0237,0.4883,0.2343,0.2774,H,1,0.7169,0.5946,0.0486,0.1956,0.4179,0.6419,0.9514,0.8044,0.5821,0.3581,1.2454,0.7309,0,,,,0.462735615523072,0.26996782090715765,0.2672965635697704,H,0.7705994127808299
13,Arka Gdynia,Piast Gliwice,720,2,1,3,H,1,1,1,1,0,0.6556,0.9501,1.6057,0.2429,0.3467,0.4104,A,0,1.4151,0.2949,0.2008,0.5231,0.7819,0.9204,0.7992,0.4769,0.2181,0.0796,1.3444,0.0499,1,Arka Gdynia,12.0,0.4545,0.3704136894065417,0.31636851442238656,0.3132177961710717,H,0.9931348184520719
13,Bruk-Bet Termalica Nieciecza,Zagłębie Lubin,720,1,1,2,D,1,1,1,0,0,1.568,1.4177,2.9857,0.4116,0.2429,0.3454,H,0,1.415,0.5998,0.0505,0.2013,0.4264,0.6504,0.9495,0.7987,0.5736,0.3496,0.568,0.4177,1,Bruk-Bet Termalica Nieciecza,12.0,0.4545,0.436824607071173,0.27397179441255887,0.2892035985162682,H,1.2947301179929127
13,Legia Warszawa,Lech Poznań,720,0,0,0,D,0,0,0,0,0,1.502,1.3302,2.8322,0.4137,0.2501,0.3362,H,0,1.3859,0.5718,0.0589,0.2256,0.4618,0.6848,0.9411,0.7744,0.5382,0.3152,1.502,1.3302,0,,,,0.4372206555534094,0.27654264924161576,0.2862366952049748,H,1.2853902231094425
13,Motor Lublin,Widzew Łódź,720,3,0,3,H,0,1,1,1,0,1.5316,1.4332,2.9648,0.3996,0.2443,0.3561,H,1,0.9174,0.5968,0.0516,0.2045,0.4311,0.6551,0.9484,0.7955,0.5689,0.3449,1.4684,1.4332,0,,,,0.43269390511469136,0.2747545162046173,0.2925515786806914,H,0.8377247175572476
13,Górnik Zabrze,Jagiellonia Białystok,720,2,1,3,H,1,1,1,1,0,1.3939,1.2604,2.6543,0.4009,0.2601,0.339,H,1,0.914,0.5387,0.0704,0.2571,0.5049,0.7242,0.9296,0.7429,0.4951,0.2758,0.6061,0.2604,0,,,,0.43249886950207417,0.28039585699954817,0.28710527349837767,H,0.8381755664816558
13,Radomiak Radom,Wisła Płock,720,1,1,2,D,1,1,1,0,0,1.2859,1.1459,2.4318,0.3969,0.2736,0.3294,H,0,1.2959,0.4935,0.0879,0.3016,0.5614,0.7721,0.9121,0.6984,0.4386,0.2279,0.2859,0.1459,1,Wisła Płock,12.0,0.4545,0.4307173549222502,0.2852232216609614,0.28405942341678836,H,1.2544831713829803
13,Pogoń Szczecin,Cracovia,720,2,1,3,H,1,1,1,1,0,1.9098,1.3394,3.2492,0.5082,0.2228,0.269,H,1,0.6769,0.6287,0.0388,0.1649,0.3697,0.5916,0.9612,0.8351,0.6303,0.4084,0.0902,0.3394,0,,,,0.46974098737415954,0.2655402948924431,0.26471871773339745,H,0.7555738268775984
13,GKS Katowice,Korona Kielce,720,1,0,1,H,0,1,0,0,0,1.4034,1.1381,2.5415,0.4303,0.2646,0.3051,H,1,0.8433,0.5126,0.0788,0.2789,0.5332,0.7487,0.9212,0.7211,0.4668,0.2513,0.4034,1.1381,0,,,,0.4423879863980316,0.28148069903300504,0.2761313145689635,H,0.8155679846625499
13,Raków Częstochowa,Lechia Gdańsk,720,2,1,3,H,1,1,1,1,0,2.1478,0.8953,3.0431,0.6607,0.1941,0.1452,H,1,0.4145,0.5225,0.0477,0.1928,0.4136,0.6376,0.9523,0.8072,0.5864,0.3624,0.1478,0.1047,0,,,,0.5246889385254458,0.2578624900459021,0.21744857142865204,H,0.6449496900336146
14,Wisła Płock,Pogoń Szczecin,729,2,0,2,H,0,1,1,0,0,1.2097,1.1003,2.31,0.3858,0.2824,0.3318,H,1,0.9526,0.4682,0.0993,0.3286,0.5934,0.7973,0.9007,0.6714,0.4066,0.2027,0.7903,1.1003,1,Wisła Płock,13.0,0.4348,0.42661799484022245,0.2884998185756591,0.28488218658411846,H,0.8518662918368138
14,Bruk-Bet Termalica Nieciecza,GKS Katowice,729,0,3,3,A,0,1,1,1,0,1.6079,1.4806,3.0885,0.4084,0.2385,0.3531,H,0,1.0409,0.6177,0.0456,0.1863,0.4037,0.6274,0.9544,0.8137,0.5963,0.3726,1.6079,1.5194,1,Bruk-Bet Termalica Nieciecza,13.0,0.4348,0.43593845607011217,0.2724164432961571,0.2916451006337306,H,1.2322176247107317
14,Lechia Gdańsk,Radomiak Radom,729,1,2,3,A,1,1,1,1,0,2.0925,1.7179,3.8104,0.4689,0.2093,0.3218,H,0,1.1337,0.7193,0.0221,0.1065,0.2672,0.4714,0.9779,0.8935,0.7328,0.5286,1.0925,0.2821,0,,,,0.4574645536233323,0.26023126259115753,0.28230418378551003,H,1.2647701234800164
14,Górnik Zabrze,Arka Gdynia,729,5,1,6,H,1,1,1,1,1,1.6409,0.5587,2.1996,0.6389,0.2383,0.1229,H,1,0.4481,0.3451,0.1108,0.3547,0.6228,0.8194,0.8892,0.6453,0.3772,0.1806,3.3591,0.4413,1,Arka Gdynia,13.0,0.4348,0.5181852937377629,0.27683247663790295,0.20498222962433404,H,0.6574223907671327
14,Cracovia,Zagłębie Lubin,729,0,0,0,D,0,0,0,0,0,1.9474,1.1343,3.0817,0.5628,0.219,0.2182,H,0,1.5186,0.5816,0.0459,0.1873,0.4052,0.629,0.9541,0.8127,0.5948,0.371,1.9474,1.1343,0,,,,0.48837076722863737,0.2647977783025938,0.2468314544687689,H,1.3287888450504257
14,Lech Poznań,Motor Lublin,729,2,2,4,D,1,1,1,1,1,2.4217,0.9687,3.3904,0.6939,0.1732,0.1329,H,0,1.7535,0.5654,0.0337,0.148,0.3417,0.5606,0.9663,0.852,0.6583,0.4394,0.4217,1.0313,0,,,,0.5378611145422917,0.24969698948763014,0.21244189597007826,H,1.3875071382863902
14,Jagiellonia Białystok,Raków Częstochowa,729,1,2,3,A,1,1,1,1,0,1.4882,1.1044,2.5926,0.4602,0.2586,0.2812,H,0,1.2686,0.5176,0.0748,0.2688,0.5203,0.7376,0.9252,0.7312,0.4797,0.2624,0.4882,0.8956,0,,,,0.4526746209699914,0.2790925721536595,0.26823280687634904,H,1.3158999931830146
14,Piast Gliwice,Korona Kielce,729,0,0,0,D,0,0,0,0,0,1.0259,0.7416,1.7675,0.4141,0.3276,0.2583,H,0,1.116,0.3359,0.1708,0.4726,0.7393,0.8965,0.8292,0.5274,0.2607,0.1035,1.0259,0.7416,0,,,,0.4363567849757072,0.3032097445555818,0.2604334704687111,H,1.1933304866948082
14,Widzew Łódź,Legia Warszawa,729,1,1,2,D,1,1,1,0,0,1.2838,1.3576,2.6414,0.3522,0.2613,0.3865,A,0,1.3421,0.537,0.0713,0.2595,0.5081,0.727,0.9287,0.7405,0.4919,0.273,0.2838,0.3576,0,,,,0.4155232844416068,0.2823229659979124,0.3021537495604808,H,1.2647035938686915
15,Arka Gdynia,Lech Poznań,738,3,1,4,H,1,1,1,1,1,0.8265,1.7057,2.5322,0.1796,0.2378,0.5826,A,0,1.7172,0.4603,0.0795,0.2808,0.5356,0.7507,0.9205,0.7192,0.4644,0.2493,2.1735,0.7057,1,Arka Gdynia,14.0,0.4167,0.34552467827071,0.28746185132091323,0.36701347040837684,A,1.0626912106242072
15,Legia Warszawa,Bruk-Bet Termalica Nieciecza,738,1,2,3,A,1,1,1,1,0,2.2061,0.8859,3.092,0.6741,0.1882,0.1377,H,0,1.9823,0.5229,0.0454,0.1858,0.4029,0.6267,0.9546,0.8142,0.5971,0.3733,1.2061,1.1141,1,Bruk-Bet Termalica Nieciecza,14.0,0.4167,0.5300105152299645,0.2558791792529996,0.21411030551703591,H,1.5412639504158305
15,Lechia Gdańsk,Widzew Łódź,738,2,1,3,H,1,1,1,1,0,1.7437,1.5013,3.245,0.436,0.2307,0.3333,H,1,0.8301,0.6413,0.039,0.1654,0.3706,0.5925,0.961,0.8346,0.6294,0.4075,0.2563,0.5013,0,,,,0.4455268330684312,0.2689697806300679,0.285503386301501,H,0.808497802530605
15,Motor Lublin,Wisła Płock,738,1,1,2,D,1,1,1,0,0,1.162,1.1962,2.3582,0.3519,0.2795,0.3686,A,0,1.2749,0.4794,0.0946,0.3177,0.5807,0.7874,0.9054,0.6823,0.4193,0.2126,0.162,0.1962,1,Wisła Płock,14.0,0.4167,0.41472218894163426,0.28857679615011167,0.29670101490825407,H,1.2427940372949986
15,Zagłębie Lubin,Górnik Zabrze,738,2,0,2,H,0,1,1,0,0,1.1655,1.2571,2.4226,0.3405,0.2747,0.3847,A,0,1.0773,0.4924,0.0887,0.3036,0.5638,0.774,0.9113,0.6964,0.4362,0.226,0.8345,1.2571,0,,,,0.41080517240298975,0.2874154776448664,0.3017793499521439,H,0.8896362099578531
15,Radomiak Radom,Cracovia,738,3,0,3,H,0,1,1,1,0,1.6614,1.6033,3.2647,0.3965,0.2316,0.3719,H,1,0.925,0.6471,0.0382,0.163,0.3666,0.5882,0.9618,0.837,0.6334,0.4118,1.3386,1.6033,0,,,,0.43228806341795223,0.2701554886760166,0.29755644790603125,H,0.8386630994918637
15,Pogoń Szczecin,Jagiellonia Białystok,738,1,2,3,A,1,1,1,1,0,1.7976,1.5689,3.3665,0.4345,0.2262,0.3393,H,0,1.081,0.6605,0.0345,0.1507,0.3463,0.5657,0.9655,0.8493,0.6537,0.4343,0.7976,0.4311,0,,,,0.4452557311720982,0.2672830274984978,0.287461241329404,H,1.2466672406000803
15,Korona Kielce,Raków Częstochowa,738,1,4,5,A,1,1,1,1,1,0.8782,1.0274,1.9056,0.302,0.3164,0.3816,A,1,0.9634,0.3753,0.1487,0.4321,0.7022,0.8737,0.8513,0.5679,0.2978,0.1263,0.1218,2.9726,0,,,,0.39518119005106767,0.30293458181849897,0.3018842281304333,H,1.1977116856663572
15,GKS Katowice,Piast Gliwice,738,1,3,4,A,1,1,1,1,1,1.2402,0.9541,2.1943,0.4279,0.2878,0.2843,H,0,1.2578,0.4369,0.1114,0.356,0.6242,0.8205,0.8886,0.644,0.3758,0.1795,0.2402,2.0459,0,,,,0.4411724074340597,0.2896440277130871,0.2691835648528532,H,1.312361734884911
16,Bruk-Bet Termalica Nieciecza,Arka Gdynia,747,2,0,2,H,0,1,1,0,0,1.6147,1.0127,2.6274,0.514,0.2485,0.2375,H,1,0.6655,0.5101,0.0723,0.2621,0.5116,0.73,0.9277,0.7379,0.4884,0.27,0.3853,1.0127,1,Bruk-Bet Termalica Nieciecza,15.0,0.4,0.4711754140174881,0.2756180570459221,0.2532065289365898,H,0.752524825388288
16,Legia Warszawa,Lechia Gdańsk,747,2,2,4,D,1,1,1,1,1,2.3057,1.1255,3.4312,0.6378,0.1893,0.1729,H,0,1.6643,0.6082,0.0324,0.1434,0.3338,0.5516,0.9676,0.8566,0.6662,0.4484,0.3057,0.8745,0,,,,0.5156747613137794,0.254340887083008,0.2299843516032126,H,1.3690798366115184
16,Górnik Zabrze,Wisła Płock,747,1,1,2,D,1,1,1,0,0,1.1424,0.7691,1.9115,0.4443,0.3092,0.2465,H,0,1.1736,0.3654,0.1479,0.4305,0.7006,0.8727,0.8521,0.5695,0.2994,0.1273,0.1424,0.2309,1,Wisła Płock,15.0,0.4,0.4469686513410639,0.2969702141972786,0.25606113446165757,H,1.214123434106757
16,Pogoń Szczecin,Zagłębie Lubin,747,5,1,6,H,1,1,1,1,1,1.9195,1.102,3.0215,0.5641,0.221,0.2149,H,1,0.5725,0.5698,0.0487,0.196,0.4184,0.6425,0.9513,0.804,0.5816,0.3575,3.0805,0.102,0,,,,0.488801311484547,0.26566056312865216,0.24553812538680078,H,0.7157991880584921
16,Cracovia,Motor Lublin,747,1,2,3,A,1,1,1,1,0,2.1417,1.202,3.3437,0.5884,0.2044,0.2072,H,0,1.5741,0.6173,0.0353,0.1534,0.3508,0.5707,0.9647,0.8466,0.6492,0.4293,1.1417,0.798,0,,,,0.49755799497460906,0.2592854774397635,0.24315652758562747,H,1.4140498965719495
16,Lech Poznań,Radomiak Radom,747,4,1,5,H,1,1,1,1,1,2.2473,1.1247,3.372,0.6268,0.194,0.1792,H,1,0.4671,0.6039,0.0343,0.1501,0.3452,0.5646,0.9657,0.8499,0.6548,0.4354,1.7527,0.1247,0,,,,0.5115455614792355,0.25602957788424674,0.23242486063651774,H,0.6703186233066266
16,Raków Częstochowa,Piast Gliwice,747,1,3,4,A,1,1,1,1,1,1.2464,0.6273,1.8737,0.5137,0.2992,0.1871,H,0,1.6762,0.332,0.1536,0.4413,0.7108,0.8792,0.8464,0.5587,0.2892,0.1208,0.2464,2.3727,0,,,,0.4719620313342522,0.2946543856394875,0.23338358302626042,H,1.455071899965749
16,Jagiellonia Białystok,GKS Katowice,747,2,1,3,H,1,1,1,1,0,2.3981,1.1529,3.551,0.6489,0.183,0.168,H,1,0.4324,0.6221,0.0287,0.1306,0.3116,0.5258,0.9713,0.8694,0.6884,0.4742,0.3981,0.1529,0,,,,0.5199242092776305,0.25189594338174237,0.22817984734062713,H,0.6540722294186021
16,Widzew Łódź,Korona Kielce,747,1,3,4,A,1,1,1,1,1,1.2838,0.9952,2.279,0.4306,0.2814,0.288,H,0,1.2448,0.4557,0.1024,0.3357,0.6016,0.8036,0.8976,0.6643,0.3984,0.1964,0.2838,2.0048,0,,,,0.44217793998604676,0.2873978607390475,0.2704241992749058,H,1.3077634444578505
17,Arka Gdynia,Raków Częstochowa,756,1,4,5,A,1,1,1,1,1,0.7461,1.4399,2.186,0.194,0.2696,0.5364,A,1,0.6229,0.4012,0.1124,0.358,0.6265,0.8221,0.8876,0.642,0.3735,0.1779,0.2539,2.5601,1,Arka Gdynia,16.0,0.3846,0.35079796823105214,0.2968279409488056,0.3523740908201423,A,1.0430619096997742
17,Wisła Płock,Lech Poznań,756,0,0,0,D,0,0,0,0,0,1.1173,1.0669,2.1842,0.3665,0.2924,0.3411,H,0,1.2295,0.4413,0.1126,0.3584,0.6269,0.8224,0.8874,0.6416,0.3731,0.1776,1.1173,1.0669,1,Wisła Płock,16.0,0.3846,0.4195720411941827,0.29240799660679456,0.28801996219902265,H,1.2296052033040161
17,Lechia Gdańsk,Bruk-Bet Termalica Nieciecza,756,5,1,6,H,1,1,1,1,1,2.0696,1.4323,3.5019,0.5228,0.2121,0.2652,H,1,0.6486,0.6651,0.0301,0.1357,0.3205,0.5363,0.9699,0.8643,0.6795,0.4637,2.9304,0.4323,1,Bruk-Bet Termalica Nieciecza,16.0,0.3846,0.4749709868008604,0.26131555015226726,0.26371346304687227,H,0.7445015572322219
17,Motor Lublin,Legia Warszawa,756,1,1,2,D,1,1,1,0,0,1.4301,1.5443,2.9744,0.3529,0.2438,0.4033,A,0,1.4116,0.5983,0.0511,0.203,0.429,0.653,0.9489,0.797,0.571,0.347,0.4301,0.5443,0,,,,0.4166214148022587,0.2760992405438532,0.307279344653888,H,1.2869949107059027
17,Zagłębie Lubin,Jagiellonia Białystok,756,0,0,0,D,0,0,0,0,0,1.3765,1.6947,3.0712,0.3128,0.2366,0.4507,A,0,1.4415,0.6103,0.0464,0.1888,0.4074,0.6313,0.9536,0.8112,0.5926,0.3687,1.3765,1.6947,0,,,,0.40260155548710547,0.2753990437068037,0.32199940080609085,H,1.2895341650726828
17,Radomiak Radom,Górnik Zabrze,756,4,0,4,H,0,1,1,1,1,1.3569,1.4182,2.7751,0.3591,0.254,0.387,A,0,1.0243,0.5627,0.0623,0.2353,0.4754,0.6975,0.9377,0.7647,0.5246,0.3025,2.6431,1.4182,0,,,,0.41827547318072844,0.2794891072440951,0.3022354195751765,H,0.8716150367719924
