kolejka,gospodarz,gosc,wynik_1x2,p_home,p_draw,p_away,log_loss,p_home_cal,p_draw_cal,p_away_cal,log_loss_cal,pred_cal
3,Radomiak Radom,Raków Częstochowa,H,0.3004497499640711,0.2853979803880821,0.4141522696478465,1.2024747604073356,0.3719208238319416,0.30494683574919806,0.32313234041886035,0.9890742865239066,H
3,Cracovia,Lechia Gdańsk,D,0.5377977352262694,0.2287057206008091,0.2334965441729215,1.475319164707822,0.5014265352624283,0.26582395702071054,0.23274950771686112,1.3249210050087437,H
3,Lech Poznań,Górnik Zabrze,H,0.5184332053970995,0.253066467490629,0.2285003271122714,0.6569440823744697,0.4903641058644639,0.28015589950889136,0.22947999462664465,0.7126070906268779,H
3,Widzew Łódź,GKS Katowice,H,0.4410994287396609,0.2576356063131154,0.3012649649472237,0.818484966953331,0.4497863606656942,0.2832518077415176,0.26696183159278813,0.7989825630254044,H
4,Arka Gdynia,Pogoń Szczecin,H,0.1650210557934173,0.2720356064096249,0.5629433377969578,1.8016822023539347,0.2835741824823632,0.31357993413478585,0.402845883382851,1.2602815234386096,A
4,Legia Warszawa,GKS Katowice,H,0.6061328153507353,0.2043607991245986,0.1895063855246661,0.500656149681017,0.5388499159994199,0.25185054002381596,0.20929954397676404,0.6183181958279234,H
4,Lechia Gdańsk,Motor Lublin,D,0.3802581685421761,0.2320441619062016,0.3876976695516225,1.4608275723866964,0.419716279951785,0.2706726542183108,0.3096110658299043,1.3068451062370232,H
4,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,A,0.2648169721404688,0.253962131608562,0.4812208962509691,0.7314288705315106,0.3529141357898874,0.29086493884192743,0.35622092536818517,1.0322041637313846,A
4,Korona Kielce,Radomiak Radom,H,0.4229296810655772,0.2735838324849242,0.3034864864494984,0.860549352370686,0.43950446342594746,0.29254763430326125,0.26794790227079135,0.8221074062180361,H
4,Raków Częstochowa,Zagłębie Lubin,A,0.5685746681693968,0.2510573556198828,0.1803679762107202,1.7127562025729874,0.5174490327906612,0.2799716136087027,0.2025793536006359,1.596623599563625,H
4,Jagiellonia Białystok,Cracovia,H,0.5321109533516232,0.2269625016791013,0.2409265449692754,0.6309032524542607,0.49854018283904106,0.26472139839563447,0.23673841876532442,0.6960710853282701,H
4,Piast Gliwice,Lech Poznań,H,0.3216739529964595,0.3030411635987063,0.3752848834048341,1.1342168147653442,0.38315850903038834,0.3127535821943386,0.3040879087752732,0.9593065137204801,H
4,Widzew Łódź,Wisła Płock,D,0.0630442614151456,0.1604766543000556,0.7764790842847988,1.8296068030662471,0.19044284487835017,0.2665804534330353,0.5429767016886144,1.322079191881028,A
5,Wisła Płock,Legia Warszawa,H,0.7160322774634738,0.1844591615462374,0.0995085609902888,0.3340300327813273,0.6045746458727627,0.24418157676832472,0.15124377735891273,0.5032301328902852,H
5,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,A,0.4505125845405777,0.2782003493930052,0.271287066066417,1.3045777343703229,0.45384562127422456,0.29457502196234203,0.2515793567634335,1.379996805362049,H
5,Motor Lublin,Piast Gliwice,D,0.4144763878324983,0.2728757266344052,0.3126478855330966,1.2987388012318175,0.43508149117185163,0.292382310397257,0.2725361984308914,1.2296930508939863,H
5,Zagłębie Lubin,Lechia Gdańsk,H,0.4558121113720956,0.2445059592602457,0.2996819293676586,0.7856745908428027,0.45814491941136,0.2754931393843166,0.2663619412043235,0.7805697269888139,H
5,Radomiak Radom,Jagiellonia Białystok,A,0.330972374330963,0.2371359558635935,0.4318916698054434,0.8395804865239122,0.39262728133291613,0.2762467825731264,0.3311259360939574,1.1052565043830804,H
5,Pogoń Szczecin,Górnik Zabrze,A,0.5193380860842866,0.2450540172706532,0.2356078966450601,1.4455863105972075,0.4910926403747254,0.27545560393855933,0.23345175568671533,1.4547798369821392,H
5,Cracovia,Widzew Łódź,H,0.4947510742799371,0.2553897406759469,0.2498591850441158,0.7037005231426741,0.4778360682247112,0.28140522201647883,0.24075870975881009,0.7384875588174717,H
5,GKS Katowice,Arka Gdynia,H,0.610391588080423,0.2511561673815753,0.1384522445380017,0.4936545801022237,0.5413954719210847,0.28192239089262666,0.17668213718628858,0.613605265484705,H
5,Lech Poznań,Korona Kielce,D,0.5564605245419225,0.247418650713791,0.1961208247442865,1.3966734349864949,0.5108265610723564,0.27743076158188235,0.21174267734576133,1.2821838847409375,H
6,Wisła Płock,Zagłębie Lubin,H,0.7154913621472329,0.1929380048704504,0.0915706329823166,0.3347857525291782,0.604865758304866,0.25043252294667456,0.14470171874845944,0.5027487326712752,H
6,Legia Warszawa,Jagiellonia Białystok,D,0.4682013263080672,0.2254913390123573,0.3063073346795756,1.4894735287044694,0.4657666089087669,0.2641666892633528,0.2700667018278802,1.3311749763593088,H
6,Lechia Gdańsk,Arka Gdynia,H,0.6813380942697363,0.2014050193532481,0.1172568863770154,0.3836966286753271,0.5827073329399654,0.2535886086772819,0.16370405838275265,0.5400702204949837,H
6,Górnik Zabrze,GKS Katowice,H,0.5038077473644282,0.2468631675961166,0.249329085039455,0.6855605373247231,0.48289506492466133,0.2764579043546874,0.2406470307206513,0.7279559058180193,H
6,Radomiak Radom,Bruk-Bet Termalica Nieciecza,D,0.3901691914690103,0.2520831483369314,0.3577476601940582,1.377996292175489,0.4234460511523734,0.28167157687059885,0.29488237197702777,1.267013507768338,H
6,Korona Kielce,Motor Lublin,H,0.4452873835251559,0.2578761034744856,0.2968365130003585,0.8090353995841362,0.4519543716796133,0.2833048512063037,0.26474077711408295,0.794174051856934,H
6,Raków Częstochowa,Lech Poznań,D,0.3983845289571317,0.2834023238158108,0.3182131472270575,1.2608877519856716,0.4260711428439436,0.2986167631142019,0.2753120940418545,1.2085942564233063,H
6,Piast Gliwice,Cracovia,D,0.3961160107510346,0.2908472397753383,0.3130367494736271,1.2349570988703702,0.42455171889116705,0.30270471021838175,0.2727435708904511,1.1949975023937274,H
6,Widzew Łódź,Pogoń Szczecin,A,0.3205984816770749,0.263103798334114,0.416297719988811,0.8763546016426836,0.3848403747665152,0.2914677008788633,0.3236919243546216,1.1279630662924944,H
7,Arka Gdynia,Wisła Płock,H,0.0580456078111041,0.2028544290220383,0.7390999631668576,2.846526235869511,0.17967698966158263,0.2987084660929973,0.5216145442454201,1.7165945420193587,A
7,Bruk-Bet Termalica Nieciecza,Korona Kielce,A,0.4736154204278569,0.2551921507543734,0.2711924288177695,1.3049266406442008,0.46681710173084684,0.28138841618563165,0.2517944820835217,1.3791420714979374,H
7,Zagłębie Lubin,Piast Gliwice,D,0.3744021891379285,0.2972750136897754,0.328322797172296,1.2130975966076154,0.41259877572188397,0.3069399887747312,0.28046123550338475,1.1811030268067297,H
7,Górnik Zabrze,Motor Lublin,A,0.4987145903686314,0.2425625771964893,0.258722832434879,1.3519979353357203,0.4804325321336228,0.2739438479265139,0.2456236199398633,1.4039549149398376,H
7,Pogoń Szczecin,Raków Częstochowa,H,0.4276851502930991,0.2707812823480975,0.3015335673588035,0.8493679842652833,0.4421315249262362,0.2908863259323011,0.26698214914146273,0.8161478734625113,H
7,Cracovia,Legia Warszawa,H,0.3645461533209415,0.2543504860441155,0.3811033606349426,1.0091021146412418,0.40962025017917586,0.2840822583098025,0.3062974915110216,0.8925247675648983,H
7,GKS Katowice,Radomiak Radom,H,0.431734350292522,0.2500729742081541,0.3181926754993239,0.8399448097633712,0.44534155760859295,0.2791873604952186,0.2754710818961886,0.808913746040215,H
7,Lech Poznań,Widzew Łódź,H,0.5540173343967553,0.2436628540930769,0.2023198115101676,0.5905593031995312,0.509560236608419,0.2751116156674148,0.21532814772416622,0.6742072064019764,H
7,Jagiellonia Białystok,Lechia Gdańsk,H,0.6551211324403805,0.1795894336779053,0.1652894338817141,0.4229351254217768,0.5670557864178587,0.23688359348783197,0.19606062009430933,0.5672975913502212,H
8,Wisła Płock,Cracovia,D,0.6438838807071621,0.2312280655146864,0.1248880537781513,1.4643507589167049,0.5607149630403365,0.2711982101512189,0.16808682680844453,1.3049053226750682,H
8,Legia Warszawa,Radomiak Radom,H,0.5993967672510692,0.215281988116262,0.1853212446326687,0.511831517422311,0.5348233821335997,0.2586948499155031,0.20648176795089718,0.6258187134430805,H
8,Lechia Gdańsk,GKS Katowice,H,0.4160625119219938,0.2390082950075753,0.3449291930704309,0.8769197609668811,0.43793645784781804,0.27331438106085676,0.28874916109132515,0.8256814525366636,H
8,Motor Lublin,Bruk-Bet Termalica Nieciecza,D,0.515158564935332,0.2234692592075806,0.2613721758570874,1.498481417083766,0.4899573319733677,0.26255592867440325,0.24748673935222906,1.337291158028087,H
8,Korona Kielce,Pogoń Szczecin,H,0.3456508432439946,0.2686643265225436,0.385684830233462,1.0623261370046746,0.3983984357029187,0.2929713668643989,0.30863019743268233,0.9203026797278996,H
8,Lech Poznań,Zagłębie Lubin,A,0.5770574188339282,0.228341280362238,0.1946013008038337,1.6368024247518862,0.5223264692870235,0.266286239344161,0.21138729136881546,1.5540633238676609,H
8,Raków Częstochowa,Górnik Zabrze,A,0.4838489940137798,0.2754288776468364,0.2407221283393836,1.4241120051433367,0.4715212886293235,0.29282405163383046,0.23565465973684604,1.4453878518344387,H
8,Piast Gliwice,Jagiellonia Białystok,D,0.3435571739171217,0.2676206128508684,0.3888222132320098,1.318184925103924,0.3973134924830344,0.2925198604430699,0.31016664707389585,1.229222715664589,H
8,Widzew Łódź,Arka Gdynia,H,0.6359815129838591,0.2467126139945632,0.1173058730215777,0.4525857836999285,0.556776981072908,0.2808092071574589,0.1624138117696332,0.5855905122803956,H
9,Arka Gdynia,Korona Kielce,D,0.1812656931901043,0.2724601554082344,0.5462741514016612,1.3002628942552106,0.2958603691921725,0.3111786022447497,0.39296102856307774,1.1673882478955309,A
9,Bruk-Bet Termalica Nieciecza,Lech Poznań,A,0.3221848187672004,0.2439450237088121,0.4338701575239875,0.8350099658558735,0.3871654404165415,0.280689460520011,0.3321450990634475,1.1021833601703297,H
9,Zagłębie Lubin,Motor Lublin,D,0.4312457983206121,0.2492122580777704,0.3195419436016173,1.3894503035604335,0.4451402005904149,0.2787107161625565,0.27614908324702847,1.2775808947039915,H
9,Górnik Zabrze,Widzew Łódź,H,0.4769192666507854,0.2670562142460926,0.2560245191031221,0.7404080547230165,0.46809134522057366,0.28811159788826096,0.24379705689116526,0.7590918200147944,H
9,Radomiak Radom,Piast Gliwice,H,0.4040933561551692,0.2874819879871693,0.3084246558576617,0.9061093481237604,0.4289448769279597,0.30064136459015156,0.2704137584818887,0.8464268603193436,H
9,Pogoń Szczecin,Lechia Gdańsk,A,0.6048677246556087,0.2052640071631505,0.1898682681812408,1.6614247726447218,0.5381265632289707,0.2524010184648019,0.2094724183062275,1.5631632031500826,H
9,GKS Katowice,Cracovia,A,0.3832478907652521,0.2597220504259107,0.3570300588088371,1.029935302402898,0.4192753406195593,0.2862182277536731,0.29450643162676754,1.2224544369888388,H
9,Raków Częstochowa,Legia Warszawa,D,0.4081325783795976,0.2701471845472618,0.3217202370731406,1.3087883405592078,0.4318669027999452,0.29106965330135387,0.27706344389870097,1.2341926820284053,H
9,Wisła Płock,Jagiellonia Białystok,A,0.5759233136143058,0.2540394014531217,0.1700372849325723,1.7717375428468989,0.521569572649835,0.2820428007833528,0.19638762656681236,1.6276648862337395,H
10,Wisła Płock,GKS Katowice,D,0.632490540532575,0.2305271127841681,0.1369823466832567,1.467386797501141,0.5537622527011714,0.26999753066604304,0.17624021663278566,1.3093424657069064,H
10,Legia Warszawa,Pogoń Szczecin,H,0.5016078250911119,0.2313288008782734,0.2670633740306146,0.6899366895237216,0.4825137828702712,0.26730116132294507,0.2501850558067837,0.7287457930768427,H
10,Motor Lublin,Radomiak Radom,D,0.452668664261265,0.2448124326535988,0.3025189030851359,1.4072629426499257,0.45650287716760857,0.2757258254520067,0.2677712973803848,1.2883482930433634,H
10,Zagłębie Lubin,Arka Gdynia,H,0.6342247952531074,0.2393084437393931,0.1264667610074994,0.4553518207435298,0.5552067877663773,0.275839188675503,0.16895402355811967,0.5884146440602831,H
10,Korona Kielce,Lechia Gdańsk,H,0.4850080740519971,0.2440980424047676,0.270893883543235,0.7235897406533316,0.47325372112425496,0.2749018502889669,0.2518444285867782,0.7481236260091854,H
10,Cracovia,Górnik Zabrze,D,0.4256087080135853,0.2701557537501299,0.3042355382362844,1.308756620565621,0.44106927149760244,0.2905899093841421,0.2683408191182555,1.235842251834434,H
10,Lech Poznań,Jagiellonia Białystok,D,0.4697557686862654,0.2372844342978504,0.292959797015884,1.4384957127283176,0.4657680860451146,0.2710888618833329,0.2631430520715524,1.305308608222547,H
10,Piast Gliwice,Bruk-Bet Termalica Nieciecza,H,0.4502458532037608,0.2701779180200158,0.2795762287762234,0.7979615049545784,0.45399199300362153,0.2901215384665429,0.2558864685298355,0.7896757176522147,H
10,Widzew Łódź,Raków Częstochowa,A,0.3225358056667961,0.2883544761988088,0.3891097181343951,0.94389392337344,0.3843814374405328,0.30496403370459013,0.310654528854877,1.1690738239375396,H
11,Arka Gdynia,Cracovia,H,0.1715646950649127,0.2766110166379641,0.5518242882971233,1.7627948528105544,0.2883065383900751,0.3149941983066857,0.39669926330323924,1.243730995475714,A
11,Bruk-Bet Termalica Nieciecza,Widzew Łódź,A,0.4607509070246787,0.238646591102217,0.3006025018731042,1.2019664787667466,0.4610493215240491,0.2720191844996103,0.2669314939763406,1.3207632303710017,H
11,Lechia Gdańsk,Wisła Płock,D,0.2277612821782672,0.2710781751257449,0.5011605426959881,1.3053480306029568,0.328250641060678,0.3041734720562818,0.3675758868830402,1.1901571085602256,A
11,Górnik Zabrze,Legia Warszawa,H,0.360803885098967,0.2596959313770855,0.3795001835239473,1.0194207228389849,0.407236526626441,0.287238311473718,0.305525161899841,0.8983611158374634,H
11,Radomiak Radom,Zagłębie Lubin,H,0.4507897918872531,0.2574935641781672,0.2917166439345797,0.7967541415111189,0.4548370340933001,0.2829900847580852,0.26217288114861464,0.7878160910161565,H
11,Pogoń Szczecin,Piast Gliwice,H,0.5179756373090334,0.2553973931000943,0.2266269695908724,0.6578270700506469,0.490060816055134,0.28151387773798175,0.22842530620688417,0.7132257811807867,H
11,GKS Katowice,Lech Poznań,A,0.2961610757549093,0.2517978403611537,0.4520410838839368,0.7939822097319413,0.37171016893052744,0.2869776345447921,0.3413121965246805,1.0749576882122789,H
11,Raków Częstochowa,Motor Lublin,H,0.5557633243466016,0.2404939836974198,0.2037426919559785,0.5874127509927557,0.5105617375374863,0.27323433901609895,0.21620392344641465,0.6722437132585932,H
11,Jagiellonia Białystok,Korona Kielce,H,0.5369965223260035,0.232514822115263,0.2304886555587333,0.6217636606096922,0.5008427236008237,0.26812177720543184,0.23103549919374441,0.6914631521304793,H
12,Wisła Płock,Bruk-Bet Termalica Nieciecza,H,0.6080135748656411,0.2368492503155397,0.155137174818819,0.497558070183569,0.5395614908528618,0.2727433577637141,0.18769515138342407,0.6169985232944358,H
12,Motor Lublin,GKS Katowice,A,0.4478841616324935,0.2409253787750791,0.3111904595924275,1.167350143984503,0.45427391480737045,0.27357981679660826,0.2721462683960212,1.3014156057666795,H
12,Zagłębie Lubin,Legia Warszawa,H,0.2883349033505526,0.2495269833703806,0.4621381132790667,1.243632615586767,0.36732244058925,0.28633025993544103,0.3463472994753089,1.0015152319453475,H
12,Korona Kielce,Górnik Zabrze,D,0.3847166390384476,0.2788479686082521,0.3364353923533004,1.277088561063724,0.4189822184533295,0.29664482559954164,0.2843729559471287,1.2152197292088411,H
12,Cracovia,Raków Częstochowa,H,0.3484342519781961,0.2867196434419773,0.3648461045798266,1.054305726613972,0.3988999180453218,0.30255834657524333,0.29854173537943485,0.9190447255224848,H
12,Lech Poznań,Pogoń Szczecin,D,0.4793243749560336,0.242660672587219,0.2780149524567474,1.4160912206354772,0.47038960747443387,0.27411165620789124,0.25549873631767506,1.2942197511930762,H
12,Jagiellonia Białystok,Arka Gdynia,H,0.7412328949982462,0.1732203859461651,0.0855467190555886,0.2994404048241491,0.6214019464027611,0.23805097698702735,0.14054707661021149,0.4757771497417082,H
12,Piast Gliwice,Lechia Gdańsk,A,0.4350394105974577,0.2618267883992034,0.3031338010033387,1.193580983474056,0.4464116231983707,0.2857358491698378,0.26785252763179157,1.3173187199560252,H
12,Widzew Łódź,Radomiak Radom,H,0.4373362507494202,0.2650421697958262,0.2976215794547537,0.8270529272475327,0.4474553722592183,0.28748450600126174,0.26506012173952,0.8041784730353174,H
13,Arka Gdynia,Piast Gliwice,H,0.2256638243456096,0.3159394242092642,0.4583967514451259,1.4887088900361565,0.3242249261228941,0.3281193548112783,0.3476557190658276,1.1263177876178825,A
13,Bruk-Bet Termalica Nieciecza,Zagłębie Lubin,D,0.4568667717029169,0.2364919600912697,0.3066412682058134,1.4418410670137571,0.45918971737925607,0.2708332681270831,0.26997701449366074,1.3062518942079226,H
13,Legia Warszawa,Lech Poznań,D,0.4520500183259809,0.2498027340740857,0.2981472475999335,1.3870837362981716,0.45589508312686194,0.2785970515712897,0.2655078653018483,1.277988800710057,H
13,Motor Lublin,Widzew Łódź,H,0.413747403282979,0.2538131392518986,0.3324394574651224,0.8824996283637819,0.43573449014664856,0.2818067128014486,0.28245879705190285,0.830722188682713,H
13,Górnik Zabrze,Jagiellonia Białystok,H,0.3947146437220437,0.2487650078798179,0.3565203483981384,0.9295921961096296,0.42607214266417803,0.27962500406777213,0.2943028532680499,0.8531465980737422,H
13,Radomiak Radom,Wisła Płock,D,0.2580346264869538,0.3028304082137558,0.4391349652992902,1.1945823390337391,0.3455773663413664,0.3178006293346151,0.33662200432401845,1.1463310445963497,H
13,Pogoń Szczecin,Cracovia,H,0.4956307179896572,0.2417137765674358,0.262655505442907,0.701924149732145,0.4788737489586255,0.2734549808223149,0.24767127021905957,0.7363182884238845,H
13,GKS Katowice,Korona Kielce,H,0.4056406296421686,0.2636516621584917,0.3307077081993401,0.9022876600204144,0.43089864856201715,0.2875609611713819,0.281540390266601,0.8418823706799133,H
13,Raków Częstochowa,Lechia Gdańsk,H,0.5666878205424476,0.2337783356161135,0.1995338438414388,0.567946707933675,0.5165930936928257,0.269385390402083,0.21402151590509128,0.6604997671809063,H
14,Wisła Płock,Pogoń Szczecin,H,0.4820450837934538,0.2751749743670647,0.2427799418394814,0.7297176344644568,0.47057138947593563,0.2926805432151376,0.2367480673089268,0.7538076003807579,H
14,Bruk-Bet Termalica Nieciecza,GKS Katowice,A,0.4700638147847414,0.2304969516945505,0.2994392335207078,1.2058437750983373,0.46636644411297584,0.26710099248332975,0.26653256340369436,1.3222588537086604,H
14,Lechia Gdańsk,Radomiak Radom,A,0.4392669687985512,0.241933986694649,0.3187990445067998,1.1431943292261526,0.4497585854331893,0.27435217744396906,0.2758892371228416,1.2877558085856242,H
14,Górnik Zabrze,Arka Gdynia,H,0.6972046889281169,0.2041837223401979,0.0986115887316849,0.360676239988667,0.5932744761440277,0.2568851709918846,0.1498403528640876,0.5220981267945799,H
14,Cracovia,Zagłębie Lubin,D,0.5027607036914236,0.2531473779746299,0.2440919183339464,1.3737834382156326,0.4821112060796357,0.28011581491220283,0.23777297900816136,1.2725521366455583,H
14,Lech Poznań,Motor Lublin,D,0.6089342455252368,0.2109370078062792,0.1801287466684839,1.5561957312808348,0.540183369730107,0.25620848068239477,0.20360814958749815,1.3617637882625362,H
14,Jagiellonia Białystok,Raków Częstochowa,A,0.4322939486176332,0.2585922159853978,0.3091138353969689,1.1740456705838265,0.445146627489812,0.2839846174152964,0.2708687550948915,1.3061208739556882,H
14,Piast Gliwice,Korona Kielce,D,0.386189377657991,0.2924174483625098,0.3213931739794992,1.2295728799644714,0.4191617741953995,0.3038924503786346,0.27694577542596577,1.1910814218206351,H
14,Widzew Łódź,Legia Warszawa,D,0.3103550120947689,0.2589327409966468,0.4307122469085843,1.3511869382788115,0.37933401873444766,0.28987993967730796,0.3307860415882444,1.2382884428364693,H
15,Arka Gdynia,Lech Poznań,H,0.1333180264386666,0.2307986973527677,0.6358832762085658,2.015017828842486,0.2604483700172793,0.2957592574657313,0.44379237251698933,1.3453506331431009,A
15,Legia Warszawa,Bruk-Bet Termalica Nieciecza,A,0.6395956007802897,0.1894085511725804,0.1709958480471299,1.766116003200392,0.5579079927224254,0.24303488235349313,0.1990571249240814,1.6141634355314534,H
15,Lechia Gdańsk,Widzew Łódź,H,0.4371112123879623,0.2507123335596434,0.3121764540523941,0.8275676256734813,0.44809634032659207,0.2794208937900652,0.2724827658833427,0.8027470243142362,H
15,Motor Lublin,Wisła Płock,D,0.2926527972414233,0.285402269232008,0.4219449335265688,1.2538556229128184,0.36737993778485445,0.3055546639071807,0.3270653983079647,1.1856265837839512,H
15,Zagłębie Lubin,Górnik Zabrze,H,0.3603967107577174,0.2685047621537353,0.3710985270885474,1.0205498799330055,0.40645545655006415,0.29210271305939955,0.30144183039053635,0.9002809339809995,H
15,Radomiak Radom,Cracovia,H,0.3837634025716029,0.2653118513715157,0.3509247460568813,0.9577290554225824,0.4192087056765869,0.2892874352112666,0.2915038591121465,0.8693863788326729,H
15,Pogoń Szczecin,Jagiellonia Białystok,A,0.451413527689628,0.2252242235393603,0.3233622487710116,1.128982070962674,0.4572000702325775,0.2643270571914499,0.2784728725759726,1.2784346298312903,H
15,Korona Kielce,Raków Częstochowa,A,0.3475890021763978,0.2940207148180835,0.3583902830055187,1.026132710398683,0.3980747934848502,0.3064840942053846,0.2954411123097653,1.2192857435188225,H
15,GKS Katowice,Piast Gliwice,A,0.4371336156428508,0.2688985973487305,0.2939677870084184,1.2242850856450438,0.4471733575278804,0.2896369927001144,0.2631896497720051,1.334880404878655,H
16,Bruk-Bet Termalica Nieciecza,Arka Gdynia,H,0.6583825151206734,0.20054446653562,0.1410730183437066,0.4179691865930018,0.5685861420597355,0.2515029432919269,0.17991091464833764,0.5646024520992869,H
16,Legia Warszawa,Lechia Gdańsk,D,0.6112716364185161,0.2055951235165266,0.1831332400649571,1.581846463987242,0.541622407691138,0.2528140863876865,0.2055635059211755,1.3751008967915392,H
16,Górnik Zabrze,Wisła Płock,D,0.4038786700921131,0.2947097634202375,0.3014115664876494,1.22176425975593,0.4285638523866198,0.3045366762924516,0.26689947132092845,1.1889637514911562,H
16,Pogoń Szczecin,Zagłębie Lubin,H,0.5689112821741652,0.2211522728542061,0.2099364449716286,0.5640307758627385,0.518164457084892,0.26162910197990813,0.2202064409351999,0.6574626023903943,H
16,Cracovia,Motor Lublin,A,0.5044327034932379,0.2412985284040131,0.2542687681027489,1.3693634292645762,0.48346112670648966,0.27319504009980083,0.2433438331937094,1.4132798843276146,H
16,Lech Poznań,Radomiak Radom,H,0.5603230292257139,0.2324135083169271,0.2072634624573592,0.5792418236569131,0.51320633651702,0.2684104410422597,0.2183832224407204,0.6670772992455241,H
16,Raków Częstochowa,Piast Gliwice,A,0.5250131439093737,0.2745542776811946,0.2004325784094315,1.607277356070665,0.4935925161391604,0.2927405671334681,0.2136669167273714,1.5433369403993502,H
16,Jagiellonia Białystok,GKS Katowice,H,0.5894425583293378,0.2038132416240379,0.2067442000466243,0.5285780050936695,0.5298700105864987,0.2510684601284817,0.21906152928501946,0.6351235655622107,H
16,Widzew Łódź,Korona Kielce,A,0.4077608894063779,0.274788061867295,0.3174510487263269,1.1474316497758383,0.4314428341474126,0.29362902824118897,0.27492813761139834,1.2912455332417387,H
17,Arka Gdynia,Raków Częstochowa,A,0.1711606942785855,0.2623395485064831,0.5664997572149313,0.5682786270844569,0.28897932732332426,0.30717579818077706,0.4038448744958987,0.9067244487779398,A
17,Wisła Płock,Lech Poznań,D,0.3732338897366017,0.2891840685121566,0.3375820417512417,1.2406918783471728,0.4123104122041635,0.30267986287301624,0.2850097249228203,1.1950795901986826,H
