flash_team,klub_slug,flash_name,review_current_status,review_existing_player_slug,review_proposed_status,review_proposed_player_slug,review_evidence,final_status,player_slug,match_method,identity_clubs_all,identity_seasons_all,identity_target_season_clubs,identity_season_club_path,identity_sample_name,identity_in_target_club,prior_available,prior_source_season,prior_missing_reason,prior_prev_name,prior_prev_klub_slug,prior_gk_bramki-stracone,prior_gk_czyste-konta,prior_gk_gk-dlugie-podania-celne,prior_gk_gk-mecze-rozegrane,prior_gk_gk-minuty-rozegrane,prior_gk_gk-piastkowania,prior_gk_gk-podania,prior_gk_gk-podania-celne,prior_gk_gk-rzuty-karne-przeciwko,prior_gk_obronione-rzuty-karne,prior_gk_obronione-strzaly,prior_pole_asysty,prior_pole_celne-strzaly,prior_pole_celnosc-strzalow,prior_pole_dogodne-szanse,prior_pole_dosrodkowania,prior_pole_dosrodkowania-celne,prior_pole_dryblingi,prior_pole_faule,prior_pole_faule-wywalczone,prior_pole_gole,prior_pole_gole-z-gry,prior_pole_gole-z-pola-karnego,prior_pole_gole-z-rzutow-karnych,prior_pole_kanadyjska,prior_pole_karne-wykonane,prior_pole_kluczowe-podania,prior_pole_konwersja-strzalow,prior_pole_minuty,prior_pole_odbiory,prior_pole_podania,prior_pole_podania-celne,prior_pole_podania-celne-w-polowie-przeciwnika,prior_pole_podania-w-polowie-przeciwnika,prior_pole_pojedynki-obronne-wygrane,prior_pole_pojedynki-wygrane,prior_pole_przechwyty,prior_pole_rzuty-rozne,prior_pole_spalone,prior_pole_strzaly,prior_pole_stworzone-dogodne-szanse,prior_pole_wybicia,prior_pole_xa,prior_pole_xg,prior_pole_xgot,prior_pole_zablokowane-strzaly
Lechia Gdańsk,lechia-gdansk,Kurminowski D.,matched_existing,dawid-kurminowski,matched_existing,dawid-kurminowski,already_in_player_mapping_csv,matched_existing,dawid-kurminowski,existing_mapping,lechia-gdansk | zagebie-lubin,2023/24 | 2024/25 | 2025/26,lechia-gdansk,2023/24:zagebie-lubin | 2024/25:zagebie-lubin | 2025/26:lechia-gdansk,Dawid KurminowskiKGHM Zagłębie Lubin,1.0,1,2024/25,,Dawid KurminowskiKGHM Zagłębie Lubin,zagebie-lubin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,52.0,0.0,2.0,0.0,23.0,19.0,17.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,15.0,1234.0,9.0,167.0,0.0,55.0,89.0,9.0,64.0,6.0,0.0,4.0,27.0,0.0,20.0,0.1,5.4,4.6,6.0
Lechia Gdańsk,lechia-gdansk,Kłudka B.,matched_existing,bartomiej-kudka,matched_existing,bartomiej-kudka,already_in_player_mapping_csv,matched_existing,bartomiej-kudka,existing_mapping,lechia-gdansk | zagebie-lubin,2023/24 | 2024/25 | 2025/26,lechia-gdansk,2023/24:zagebie-lubin | 2024/25:zagebie-lubin | 2025/26:lechia-gdansk,Bartłomiej KłudkaKGHM Zagłębie Lubin,1.0,1,2024/25,,Bartłomiej KłudkaKGHM Zagłębie Lubin,zagebie-lubin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,64.0,5.0,39.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1326.0,21.0,339.0,0.0,157.0,286.0,21.0,77.0,20.0,0.0,2.0,5.0,0.0,31.0,1.0,0.3,0.2,3.0
Lechia Gdańsk,lechia-gdansk,Mavraj I.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechia Gdańsk,lechia-gdansk,Mena C.,matched_existing,camilo-andres-mena-marquez,matched_existing,camilo-andres-mena-marquez,already_in_player_mapping_csv,matched_existing,camilo-andres-mena-marquez,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Camilo Andrés Mena MárquezLechia Gdańsk,1.0,1,2024/25,,Camilo Andrés Mena MárquezLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,59.0,13.0,57.0,11.0,124.0,18.0,49.0,4.0,1.0,4.0,3.0,12.0,4.0,28.0,12.0,2097.0,29.0,641.0,0.0,395.0,541.0,29.0,171.0,21.0,6.0,4.0,34.0,9.0,15.0,4.1,6.2,5.8,8.0
Lechia Gdańsk,lechia-gdansk,Neugebauer T.,matched_existing,tomasz-neugebauer,matched_existing,tomasz-neugebauer,already_in_player_mapping_csv,matched_existing,tomasz-neugebauer,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Tomasz NeugebauerLechia Gdańsk,1.0,1,2024/25,,Tomasz NeugebauerLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,1.0,8.0,1.0,11.0,29.0,11.0,2.0,2.0,1.0,0.0,2.0,0.0,13.0,13.0,1270.0,18.0,579.0,0.0,276.0,373.0,18.0,67.0,21.0,12.0,0.0,15.0,1.0,30.0,1.0,1.1,0.6,8.0
Lechia Gdańsk,lechia-gdansk,Olsson E.,matched_existing,elias-oskar-olsson,matched_existing,elias-oskar-olsson,already_in_player_mapping_csv,matched_existing,elias-oskar-olsson,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Elias Oskar OlssonLechia Gdańsk,1.0,1,2024/25,,Elias Oskar OlssonLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,2.0,4.0,1.0,1.0,26.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,20.0,2863.0,21.0,1440.0,0.0,364.0,535.0,21.0,100.0,23.0,0.0,0.0,5.0,0.0,165.0,0.4,1.0,1.2,2.0
Lechia Gdańsk,lechia-gdansk,Paulsen A.,matched_existing,alexander-noah-paulsen,matched_existing,alexander-noah-paulsen,already_in_player_mapping_csv,matched_existing,alexander-noah-paulsen,existing_mapping,lechia-gdansk,2025/26,lechia-gdansk,2025/26:lechia-gdansk,Alexander Noah PaulsenLechia Gdańsk,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechia Gdańsk,lechia-gdansk,Pllana B.,matched_existing,bujar-pllana,matched_existing,bujar-pllana,already_in_player_mapping_csv,matched_existing,bujar-pllana,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Bujar PllanaLechia Gdańsk,1.0,1,2024/25,,Bujar PllanaLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,38.0,2.0,1.0,1.0,7.0,30.0,12.0,1.0,0.0,1.0,0.0,4.0,0.0,6.0,6.0,2299.0,19.0,1071.0,0.0,288.0,444.0,19.0,107.0,29.0,0.0,0.0,16.0,3.0,134.0,0.3,1.5,0.9,7.0
Lechia Gdańsk,lechia-gdansk,Rodin M.,matched_existing,matej-rodin,matched_existing,matej-rodin,already_in_player_mapping_csv,matched_existing,matej-rodin,existing_mapping,lechia-gdansk | rakow-czestochowa,2023/24 | 2024/25 | 2025/26,lechia-gdansk,2023/24:rakow-czestochowa | 2024/25:rakow-czestochowa | 2025/26:lechia-gdansk,Matej RodinRaków Częstochowa,1.0,1,2024/25,,Matej RodinRaków Częstochowa,rakow-czestochowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,1.0,1.0,4.0,24.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,7.0,1393.0,7.0,848.0,0.0,227.0,325.0,7.0,103.0,19.0,0.0,3.0,14.0,0.0,67.0,0.6,1.9,3.3,4.0
Lechia Gdańsk,lechia-gdansk,Sarnavskyi B.,matched_existing,bohdan-sarnavskyi,matched_existing,bohdan-sarnavskyi,already_in_player_mapping_csv,matched_existing,bohdan-sarnavskyi,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Bohdan SarnavskyiLechia Gdańsk,1.0,1,2024/25,,Bohdan SarnavskyiLechia Gdańsk,lechia-gdansk,24.0,3.0,71.0,14.0,1260.0,11.0,384.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,384.0,0.0,40.0,123.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Lechia Gdańsk,lechia-gdansk,Sezonienko K.,matched_existing,kacper-sezonienko,matched_existing,kacper-sezonienko,already_in_player_mapping_csv,matched_existing,kacper-sezonienko,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Kacper SezonienkoLechia Gdańsk,1.0,1,2024/25,,Kacper SezonienkoLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,8.0,12.0,0.0,17.0,22.0,17.0,3.0,3.0,3.0,0.0,3.0,0.0,12.0,30.0,1067.0,20.0,231.0,0.0,97.0,167.0,20.0,75.0,7.0,0.0,2.0,10.0,1.0,18.0,0.9,3.5,3.2,3.0
Lechia Gdańsk,lechia-gdansk,Sinkiewicz D.,matched_existing,dorian-sinkiewicz,matched_existing,dorian-sinkiewicz,already_in_player_mapping_csv,matched_existing,dorian-sinkiewicz,existing_mapping,lechia-gdansk,2025/26,lechia-gdansk,2025/26:lechia-gdansk,Dorian SinkiewiczLechia Gdańsk,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechia Gdańsk,lechia-gdansk,Szczepankiewicz B.,matched_existing,bartosz-szczepankiewicz,matched_existing,bartosz-szczepankiewicz,already_in_player_mapping_csv,matched_existing,bartosz-szczepankiewicz,existing_mapping,lechia-gdansk,2025/26,lechia-gdansk,2025/26:lechia-gdansk,Bartosz SzczepankiewiczLechia Gdańsk,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechia Gdańsk,lechia-gdansk,Tsarenko A.,matched_existing,anton-tsarenko,matched_existing,anton-tsarenko,already_in_player_mapping_csv,matched_existing,anton-tsarenko,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Anton TsarenkoLechia Gdańsk,1.0,1,2024/25,,Anton TsarenkoLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,50.0,1.0,13.0,3.0,37.0,8.0,28.0,2.0,2.0,1.0,0.0,4.0,0.0,23.0,20.0,1400.0,17.0,509.0,0.0,265.0,331.0,17.0,81.0,7.0,15.0,0.0,10.0,3.0,12.0,1.4,1.4,1.4,8.0
Lechia Gdańsk,lechia-gdansk,Viunnyk B.,matched_existing,bohdan-viunnyk,matched_existing,bohdan-viunnyk,already_in_player_mapping_csv,matched_existing,bohdan-viunnyk,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Bohdan ViunnykLechia Gdańsk,1.0,1,2024/25,,Bohdan ViunnykLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,50.0,10.0,21.0,5.0,44.0,43.0,30.0,7.0,4.0,7.0,1.0,10.0,1.0,22.0,17.0,2346.0,9.0,431.0,0.0,195.0,314.0,9.0,107.0,8.0,0.0,8.0,42.0,6.0,20.0,2.3,7.1,8.1,17.0
Lechia Gdańsk,lechia-gdansk,Vojtko M.,matched_existing,matus-vojtko,matched_existing,matus-vojtko,already_in_player_mapping_csv,matched_existing,matus-vojtko,existing_mapping,lechia-gdansk,2025/26,lechia-gdansk,2025/26:lechia-gdansk,Matúš VojtkoLechia Gdańsk,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechia Gdańsk,lechia-gdansk,Weirauch S.,matched_existing,szymon-weirauch,matched_existing,szymon-weirauch,already_in_player_mapping_csv,matched_existing,szymon-weirauch,existing_mapping,lechia-gdansk | zagebie-lubin,2023/24 | 2024/25 | 2025/26,lechia-gdansk,2023/24:zagebie-lubin | 2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Szymon WeirauchKGHM Zagłębie Lubin,1.0,1,2024/25,,Szymon WeirauchLechia Gdańsk,lechia-gdansk,35.0,3.0,71.0,20.0,1800.0,6.0,459.0,0.0,4.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,459.0,0.0,41.0,188.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Lechia Gdańsk,lechia-gdansk,Wendt K.,unresolved,,auto_same_club_history,karl-sydney-wendt,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,karl-sydney-wendt,review_auto_same_club_history,lechia-gdansk,2024/25,,2024/25:lechia-gdansk,Karl Sydney WendtLechia Gdańsk,0.0,1,2024/25,,Karl Sydney WendtLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,33.0,244.0,4.0,92.0,0.0,46.0,65.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,2.0,0.2,0.4,0.8,2.0
Lechia Gdańsk,lechia-gdansk,Wójtowicz T.,matched_existing,tomasz-wojtowicz,matched_existing,tomasz-wojtowicz,already_in_player_mapping_csv,matched_existing,tomasz-wojtowicz,existing_mapping,lechia-gdansk | ruch-chorzow,2023/24 | 2024/25 | 2025/26,lechia-gdansk,2023/24:ruch-chorzow | 2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Tomasz WójtowiczRuch Chorzów,1.0,1,2024/25,,Tomasz WójtowiczLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,1.0,33.0,5.0,14.0,8.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,14.0,786.0,12.0,291.0,0.0,143.0,230.0,12.0,52.0,9.0,1.0,0.0,7.0,1.0,10.0,0.9,0.7,0.4,3.0
Lechia Gdańsk,lechia-gdansk,Zhelizko I.,matched_existing,ivan-zhelizko,matched_existing,ivan-zhelizko,already_in_player_mapping_csv,matched_existing,ivan-zhelizko,existing_mapping,lechia-gdansk,2024/25 | 2025/26,lechia-gdansk,2024/25:lechia-gdansk | 2025/26:lechia-gdansk,Ivan ZhelizkoLechia Gdańsk,1.0,1,2024/25,,Ivan ZhelizkoLechia Gdańsk,lechia-gdansk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,60.0,2.0,11.0,2.0,17.0,22.0,14.0,3.0,0.0,2.0,1.0,3.0,1.0,14.0,9.0,2197.0,29.0,1231.0,0.0,591.0,765.0,29.0,105.0,26.0,38.0,0.0,35.0,1.0,50.0,2.6,2.7,2.8,12.0
Legia Warszawa,legia-warszawa,Adamski R.,matched_existing,rafa-adamski,matched_existing,rafa-adamski,already_in_player_mapping_csv,matched_existing,rafa-adamski,existing_mapping,legia-warszawa | zagebie-lubin,2024/25 | 2025/26,legia-warszawa,2024/25:zagebie-lubin | 2025/26:legia-warszawa,Rafał AdamskiKGHM Zagłębie Lubin,1.0,1,2024/25,,Rafał AdamskiKGHM Zagłębie Lubin,zagebie-lubin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,158.0,1.0,37.0,0.0,15.0,24.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.3,0.0,3.0
Legia Warszawa,legia-warszawa,Alfarela M.,matched_existing,allan-migouel-alfarela,matched_existing,allan-migouel-alfarela,already_in_player_mapping_csv,matched_existing,allan-migouel-alfarela,existing_mapping,legia-warszawa,2024/25 | 2025/26,legia-warszawa,2024/25:legia-warszawa | 2025/26:legia-warszawa,Allan Migouel AlfarelaLegia Warszawa,1.0,1,2024/25,,Allan Migouel AlfarelaLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,0.0,5.0,1.0,23.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,7.0,25.0,385.0,2.0,114.0,0.0,66.0,96.0,2.0,18.0,1.0,3.0,1.0,4.0,0.0,2.0,0.4,1.5,1.6,5.0
Legia Warszawa,legia-warszawa,Arreiol H.,matched_existing,henrique-miguel-sousa-arreiol,matched_existing,henrique-miguel-sousa-arreiol,already_in_player_mapping_csv,matched_existing,henrique-miguel-sousa-arreiol,existing_mapping,legia-warszawa,2025/26,legia-warszawa,2025/26:legia-warszawa,Henrique ArreiolLegia Warszawa,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legia Warszawa,legia-warszawa,Augustyniak R.,matched_existing,rafa-sylwester-augustyniak,matched_existing,rafa-sylwester-augustyniak,already_in_player_mapping_csv,matched_existing,rafa-sylwester-augustyniak,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Rafał Sylwester AugustyniakLegia Warszawa,1.0,1,2024/25,,Rafał Sylwester AugustyniakLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,67.0,0.0,10.0,2.0,19.0,27.0,14.0,4.0,2.0,3.0,2.0,6.0,3.0,16.0,27.0,1496.0,25.0,865.0,0.0,400.0,498.0,25.0,97.0,19.0,0.0,1.0,15.0,0.0,41.0,1.6,3.3,2.3,9.0
Legia Warszawa,legia-warszawa,Bichakhchyan V.,matched_existing,vahan-bichakhchyan,matched_existing,vahan-bichakhchyan,already_in_player_mapping_csv,matched_existing,vahan-bichakhchyan,existing_mapping,legia-warszawa | pogon-szczecin,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:pogon-szczecin | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Vahan BichakhchyanPogoń Szczecin,1.0,1,2024/25,,Vahan BichakhchyanLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,43.0,3.0,45.0,9.0,69.0,21.0,23.0,2.0,1.0,1.0,0.0,7.0,0.0,29.0,5.0,1638.0,7.0,524.0,0.0,343.0,512.0,7.0,66.0,5.0,48.0,2.0,37.0,5.0,9.0,0.8,1.5,0.4,33.0
Legia Warszawa,legia-warszawa,Burch M.,matched_existing,marco-burch,matched_existing,marco-burch,already_in_player_mapping_csv,matched_existing,marco-burch,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Marco BurchLegia Warszawa,1.0,1,2024/25,,Marco BurchLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,80.0,0.0,3.0,1.0,7.0,10.0,8.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,60.0,1063.0,12.0,449.0,0.0,127.0,194.0,12.0,62.0,13.0,0.0,2.0,5.0,0.0,51.0,0.0,1.2,1.6,3.0
Legia Warszawa,legia-warszawa,Chodyna K.,matched_existing,kacper-chodyna,matched_existing,kacper-chodyna,already_in_player_mapping_csv,matched_existing,kacper-chodyna,existing_mapping,legia-warszawa | zagebie-lubin,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:zagebie-lubin | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Kacper ChodynaKGHM Zagłębie Lubin,1.0,1,2024/25,,Kacper ChodynaLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,46.0,0.0,65.0,5.0,24.0,25.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,25.0,11.0,1664.0,10.0,608.0,0.0,374.0,553.0,10.0,48.0,2.0,21.0,5.0,28.0,0.0,16.0,4.0,4.0,3.2,10.0
Legia Warszawa,legia-warszawa,Colak A.,matched_existing,antonio-mirko-colak,matched_existing,antonio-mirko-colak,already_in_player_mapping_csv,matched_existing,antonio-mirko-colak,existing_mapping,legia-warszawa,2025/26,legia-warszawa,2025/26:legia-warszawa,Antonio-Mirko ČolakLegia Warszawa,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legia Warszawa,legia-warszawa,Elitim J.,matched_existing,juergen-farid-elitim-sepulveda,matched_existing,juergen-farid-elitim-sepulveda,already_in_player_mapping_csv,matched_existing,juergen-farid-elitim-sepulveda,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Juergen Farid Elitim SepúlvedaLegia Warszawa,1.0,1,2024/25,,Juergen Farid Elitim SepúlvedaLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,0.0,12.0,2.0,23.0,12.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,1017.0,9.0,593.0,0.0,369.0,460.0,9.0,48.0,13.0,24.0,0.0,8.0,0.0,13.0,2.0,1.1,0.2,9.0
Legia Warszawa,legia-warszawa,Goncalves C.,matched_existing,joaquim-claude-goncalves-araujo,matched_existing,joaquim-claude-goncalves-araujo,already_in_player_mapping_csv,matched_existing,joaquim-claude-goncalves-araujo,existing_mapping,legia-warszawa,2024/25 | 2025/26,legia-warszawa,2024/25:legia-warszawa | 2025/26:legia-warszawa,Claude GonçalvesLegia Warszawa,1.0,1,2024/25,,Claude GonçalvesLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,2.0,1.0,13.0,25.0,14.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,6.0,1078.0,20.0,466.0,0.0,243.0,293.0,20.0,69.0,11.0,0.0,0.0,17.0,0.0,17.0,0.6,2.1,1.6,4.0
Legia Warszawa,legia-warszawa,Gual M.,unresolved,,review_high_confidence,marc-gual-huguet,all_flash_tokens_in_slug | initial_match_any_given_token | same_club_history,matched_manual_review,marc-gual-huguet,manual_accept_review_high_confidence,legia-warszawa,2023/24 | 2024/25,,2023/24:legia-warszawa | 2024/25:legia-warszawa,Marc Gual HuguetLegia Warszawa,0.0,1,2024/25,,Marc Gual HuguetLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,46.0,0.0,27.0,7.0,54.0,20.0,21.0,9.0,8.0,9.0,1.0,13.0,1.0,28.0,17.0,2000.0,14.0,547.0,0.0,242.0,396.0,14.0,80.0,6.0,1.0,6.0,52.0,0.0,9.0,4.7,12.1,8.5,39.0
Legia Warszawa,legia-warszawa,Hindrich O.,matched_existing,otto-hindrich,matched_existing,otto-hindrich,already_in_player_mapping_csv,matched_existing,otto-hindrich,existing_mapping,legia-warszawa,2025/26,legia-warszawa,2025/26:legia-warszawa,Ottó HindrichLegia Warszawa,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legia Warszawa,legia-warszawa,Jędrzejczyk A.,matched_existing,artur-marcin-jedrzejczyk,matched_existing,artur-marcin-jedrzejczyk,already_in_player_mapping_csv,matched_existing,artur-marcin-jedrzejczyk,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Artur Marcin JędrzejczykLegia Warszawa,1.0,1,2024/25,,Artur Marcin JędrzejczykLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,681.0,9.0,479.0,0.0,198.0,251.0,9.0,60.0,13.0,0.0,0.0,1.0,0.0,31.0,0.2,0.0,0.0,0.0
Legia Warszawa,legia-warszawa,Kapuadi S.,matched_existing,steve-nkanu-kapuadi,matched_existing,steve-nkanu-kapuadi,already_in_player_mapping_csv,matched_existing,steve-nkanu-kapuadi,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Steve Nkanu KapuadiLegia Warszawa,1.0,1,2024/25,,Steve Nkanu KapuadiLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,54.0,0.0,4.0,1.0,17.0,38.0,4.0,3.0,2.0,3.0,0.0,3.0,0.0,7.0,23.0,2534.0,18.0,1606.0,0.0,549.0,732.0,18.0,116.0,17.0,0.0,0.0,13.0,0.0,110.0,0.6,3.8,3.2,5.0
Legia Warszawa,legia-warszawa,Kapustka B.,matched_existing,bartosz-kapustka,matched_existing,bartosz-kapustka,already_in_player_mapping_csv,matched_existing,bartosz-kapustka,existing_mapping,legia-warszawa,2023/24 | 2024/25 | 2025/26,legia-warszawa,2023/24:legia-warszawa | 2024/25:legia-warszawa | 2025/26:legia-warszawa,Bartosz KapustkaLegia Warszawa,1.0,1,2024/25,,Bartosz KapustkaLegia Warszawa,legia-warszawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,67.0,0.0,37.0,10.0,47.0,21.0,28.0,9.0,6.0,7.0,2.0,10.0,2.0,34.0,30.0,2024.0,24.0,1048.0,0.0,576.0,801.0,24.0,118.0,22.0,39.0,4.0,30.0,0.0,22.0,2.6,4.9,5.9,14.0
