player_slug,nazwa,klub_slug,gk_bramki-stracone,gk_czyste-konta,gk_gk-dlugie-podania-celne,gk_gk-mecze-rozegrane,gk_gk-minuty-rozegrane,gk_gk-piastkowania,gk_gk-podania-celne,gk_gk-podania,gk_gk-rzuty-karne-przeciwko,gk_obronione-rzuty-karne,gk_obronione-strzaly,pole_asysty,pole_celne-strzaly,pole_celnosc-strzalow,pole_dogodne-szanse,pole_dosrodkowania-celne,pole_dosrodkowania,pole_dryblingi,pole_faule-wywalczone,pole_faule,pole_gole-z-gry,pole_gole-z-pola-karnego,pole_gole-z-rzutow-karnych,pole_gole,pole_kanadyjska,pole_karne-wykonane,pole_kluczowe-podania,pole_konwersja-strzalow,pole_minuty,pole_odbiory,pole_podania-celne-w-polowie-przeciwnika,pole_podania-celne,pole_podania-w-polowie-przeciwnika,pole_podania,pole_pojedynki-obronne-wygrane,pole_pojedynki-wygrane,pole_przechwyty,pole_rzuty-rozne,pole_spalone,pole_strzaly,pole_stworzone-dogodne-szanse,pole_wybicia,pole_xa,pole_xg,pole_xgot,pole_zablokowane-strzaly
patryk-sokoowski,Patryk SokołowskiCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0,1,6,19,29,24,1,1,0,1,1,0,13,7,1918,20,298,0,414,790,20,96,31,1,1,14,0,53,0.7,2.1,1.1,10
benjamin-kallman,Paul Benjamin Sven-Eber KällmanCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,7,36,59,0,1,15,55,44,43,6,17,5,18,25,6,43,30,2982,10,258,0,438,495,10,169,4,0,14,61,0,43,3.8,14.7,12.9,13
pawe-jaroszynski,Paweł Kamil JaroszyńskiCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,76,1,8,0,9,23,1,2,2,0,0,0,0,5,0,0,0,0
sebastian-madejski,Sebastian MadejskiCracovia,cracovia,17,3,55,11,990,2,0,253,1,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,990,1,34,0,102,253,1,5,0,0,0,0,0,5,0,0,0,0
virgil-ghita,Virgil Eugen GhițăCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,3,6,25,0,1,10,12,9,28,0,3,0,3,6,0,8,13,2539,37,506,0,685,1467,37,150,51,0,0,24,0,117,0.9,3.3,2.1,8
adam-zrelak,Adam ZreľákGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,10,67,8,2,4,7,7,18,2,3,0,3,4,0,7,20,836,4,89,0,133,189,4,40,4,0,16,15,3,13,0.7,2.8,5.5,5
adrian-bad,Adrian BłądGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,14,32,2,14,67,33,14,14,2,1,0,2,5,0,29,5,2516,34,433,0,667,889,34,81,13,1,8,44,7,20,3.7,2.9,2.7,12
alan-brod,Alan BródGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,33,0,4,0,6,6,0,0,0,0,0,0,0,0,0.1,0,0,0
alan-czerwinski,Alan CzerwińskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,2,20,0,24,74,11,13,22,0,0,0,0,3,0,32,0,2333,13,474,0,686,1176,13,67,10,22,3,10,3,88,3.5,0.7,1.1,2
aleksander-komor,Aleksander KomorGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,2,3,2,2,2,0,0,0,0,0,0,2,0,475,1,68,0,93,260,1,30,6,0,1,8,1,24,0.4,0.6,0.6,0
arkadiusz-jedrych,Arkadiusz JędrychGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,9,39,4,0,5,6,13,17,0,4,2,4,4,3,9,17,3060,16,309,0,530,1859,16,141,37,0,2,23,1,264,0.8,4,5,5
bartosz-baranowicz,Bartosz BaranowiczGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,9,0,13,27,2,3,0,0,0,0,0,3,0,0,0,1
bartosz-jaroszek,Bartosz JaroszekGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,3,9,0,1,0,0,0,0,0,1,0,0,0,0
borja-galan-gonzalez,Borja Galán GonzálezGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,14,52,2,17,83,83,58,27,1,1,0,1,4,0,42,4,2234,24,361,0,568,812,24,189,14,21,2,27,3,51,4.2,2.9,3.1,18
dawid-kuda,Dawid KudłaGKS Katowice,gks-katowice,47,9,179,34,3060,14,0,916,3,0,113,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,3060,2,99,0,305,916,2,18,0,0,0,0,0,25,0,0,0,1
grzegorz-rogala,Grzegorz RogalaGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,4,36,3,7,30,10,1,5,0,0,0,0,1,0,5,0,803,4,121,0,185,276,4,18,6,0,0,11,0,14,0.8,1,0.2,3
jakub-arak,Jakub ArakGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,1,0,48,0,9,0,19,23,0,9,0,0,0,1,0,3,0,0.4,0,1
konrad-jan-gruszkowski,Konrad Jan GruszkowskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,3,12,2,1,17,0,0,0,0,0,0,3,0,334,6,81,0,109,145,6,11,4,0,0,1,0,12,0.3,0,0.1,1
lukas-rafael-klemenz,Lukas Rafael KlemenzGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,7,47,3,1,2,6,18,21,1,1,0,1,2,0,7,7,1985,24,278,0,363,1042,24,106,28,0,3,15,0,84,0.4,1.7,2.2,1
marcin-wasielewski,Marcin WasielewskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,9,56,4,23,98,30,57,34,2,2,0,2,5,0,25,13,2584,21,371,0,541,767,21,124,20,1,3,16,7,56,4.1,2.2,2,11
mateusz-kowalczyk,Mateusz KowalczykGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,4,8,42,2,4,10,45,49,52,2,3,0,3,7,0,25,16,2472,51,379,0,484,981,51,183,48,0,0,19,6,52,1.7,2,0.9,8
mateusz-mak,Mateusz MakGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,5,83,3,1,5,8,14,3,1,2,0,2,2,0,6,33,463,3,63,0,83,136,3,28,5,0,0,6,0,3,0.6,2.2,2.8,2
mateusz-marzec,Mateusz MarzecGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,4,40,1,6,14,12,7,10,1,1,0,2,2,0,2,20,297,5,72,0,100,143,5,20,5,0,2,10,1,11,0.8,0.5,0.4,4
marten-kuusk,Märten KuuskGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,2,5,63,2,5,7,3,11,17,0,1,0,1,3,0,4,13,1898,17,225,0,299,903,17,70,22,0,4,8,1,90,0.5,0.9,2,2
oskar-repka,Oskar RepkaGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,2,15,38,8,3,7,18,37,23,3,8,0,8,10,0,26,20,2910,22,577,0,826,1510,22,173,25,0,1,40,1,68,2.7,5.6,5.2,19
sebastian-bergier,Sebastian BergierGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,22,48,18,1,6,19,24,29,8,9,0,9,12,0,10,20,1287,2,121,0,182,264,2,68,6,0,8,46,4,21,1.5,7.9,8.8,9
sebastian-milewski,Sebastian MilewskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,40,3,1,3,13,9,6,1,1,0,1,1,0,8,20,562,9,117,0,165,288,9,34,6,3,0,5,1,18,0.3,1.3,0.9,4
abbati-abdullahi,Abbati AbdullahiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28,0,2,0,4,7,0,2,1,0,0,2,0,0,0,0.2,0,0
aleksander-buksa,Aleksander BuksaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,10,63,4,0,1,6,6,16,1,1,0,1,1,0,9,6,957,5,57,0,98,166,5,42,2,0,3,16,0,9,0.3,3.2,4.5,2
aleksander-tobolik,Aleksander TobolikGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0,2,3,0,0,0,0,0,0,0,0,0.1,0,0,1
damian-rasak,Damian RasakGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,2,14,54,1,1,9,14,20,11,2,2,0,4,6,0,20,15,1528,14,448,0,531,998,14,64,16,5,1,26,3,22,1.6,1.7,2.2,7
dawid-mazurek,Dawid MazurekGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
dominik-jerzy-szala,Dominik Jerzy SzalaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,24,0,0,0,0,0,0,3,0,1037,14,199,0,264,688,14,40,22,0,0,5,0,50,0.1,0.2,0,1
dominik-sarapata,Dominik SarapataGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,1,3,43,2,0,6,36,18,9,1,1,0,1,2,0,11,14,1210,6,304,0,356,558,6,54,10,0,0,7,2,21,1.8,1.1,0.7,5
erik-janza,Erik JanžaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,8,6,40,0,27,116,14,34,21,1,1,0,2,10,0,59,13,2516,25,742,0,1028,1614,25,105,23,69,3,15,12,57,5.9,0.8,0.8,7
filip-majchrowicz,Filip MajchrowiczGórnik Zabrze,gornik-zabrze,12,4,59,12,1080,12,0,371,3,2,30,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1080,1,24,0,99,371,1,9,0,0,0,0,0,27,0,0,0,0
filip-prebsl,Filip PrebslGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,0,0,0,0,0,0,2,0,133,2,12,0,15,44,2,7,2,0,0,1,0,6,0,0.1,0,0
filipe-nascimento,Filipe NascimentoGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,4,4,9,6,1,0,0,1,1,0,7,33,359,4,129,0,168,333,4,22,3,3,0,3,2,4,0.7,0.2,0.5,3
jose-manuel-sanchez-guillen,JosemaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,3,60,1,6,26,9,21,20,1,2,0,3,3,0,8,60,1966,31,392,0,527,1482,31,109,39,0,0,5,1,94,1.3,0.4,1.3,2
kamil-lukoszek,Kamil LukoszekGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,3,10,48,5,3,14,16,30,13,2,3,1,4,7,1,13,19,1083,14,186,0,234,342,14,59,6,5,2,21,3,11,1.3,3.5,3.2,13
kryspin-szczesniak,Kryspin SzcześniakGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,2,3,7,21,26,0,1,0,1,1,0,3,50,2267,22,294,0,407,1399,22,102,30,0,1,2,0,137,0.2,0.5,0.1,1
luka-zahovic,Luka ZahovićGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,5,21,51,16,3,8,27,33,27,7,8,1,8,13,1,32,20,2147,11,318,0,418,695,11,73,6,23,14,41,6,14,2,9.3,9.2,8
lukas-ambros,Lukáš AmbrosGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,1,9,45,4,1,9,33,20,19,1,1,0,1,2,0,17,5,1000,16,247,0,298,487,16,65,4,6,3,20,4,7,1.4,2.4,0.9,6
manuel-sanchez,Manuel Sánchez GarcíaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,6,31,11,5,4,0,1,0,1,1,0,8,33,615,7,127,0,193,306,7,25,2,0,1,3,1,12,0.8,0.3,0.6,1
matus-kmet,Matúš KmeťGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,2,1,50,0,3,18,15,3,7,1,1,0,1,3,0,6,50,463,12,112,0,162,260,12,31,5,12,0,2,1,11,0.3,0.1,0.3,1
micha-szromnik,Michał SzromnikGórnik Zabrze,gornik-zabrze,27,6,98,22,1980,8,0,702,2,0,50,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1980,0,37,0,133,702,0,13,0,0,0,0,1,18,0,0,0,0
nikodem-zielonka,Nikodem ZielonkaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,1,2,6,4,3,0,0,0,0,0,0,0,0,137,2,15,0,22,31,2,11,2,0,0,3,0,0,0.1,0.2,0,0
ousmane-sow,Ousmane SowGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,10,53,6,2,8,27,10,7,1,1,0,1,1,0,6,5,430,3,72,0,101,131,3,46,3,0,3,19,0,9,0.8,3.8,2.8,5
patrik-hellebrand,Patrik HellebrandGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,8,38,1,2,7,28,54,16,1,1,0,2,2,0,27,10,2560,55,1018,0,1109,2154,55,166,47,13,2,21,0,24,1.4,1.1,1.2,9
pawe-mirosaw-olkowski,Paweł Mirosław OlkowskiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,1,3,50,2,3,20,28,6,12,1,1,0,1,2,0,6,17,734,11,133,0,209,318,11,58,9,4,4,6,1,27,0.7,1.1,1.3,1
rafa-janicki,Rafał JanickiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,1,2,25,2,1,1,5,10,21,0,0,0,0,1,0,6,0,2366,26,390,0,489,1696,26,93,31,1,1,8,0,132,0.6,1.3,0.2,1
sinan-baks,Sinan BakışGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,2,0,0,0,0,0,0,1,0,161,1,17,0,25,36,1,12,1,0,4,5,0,4,0,0.8,0,2
soichiro-kozuki,Soichiro KozukiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,1,3,0,0,0,0,1,0,0,0,206,0,18,0,20,41,0,7,0,0,0,2,0,3,0,0.2,0,1
sondre-liseth,Sondre LisethGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,4,0,0,0,0,0,0,3,0,222,6,65,0,77,111,6,24,2,0,0,1,1,3,0.3,0,0,0
taofeek-ajibade-ismaheel,Taofeek Ajibade IsmaheelGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,4,20,49,13,5,47,77,53,18,3,3,0,3,7,0,29,7,2050,18,431,0,583,760,18,135,16,1,7,41,8,14,4.3,5.9,5.5,16
yosuke-furukawa,Yosuke FurukawaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,2,9,47,2,9,39,64,20,6,2,1,0,2,4,0,25,11,1267,11,250,0,321,416,11,80,10,8,3,19,5,7,3.9,3.1,2.3,22
ukasz-jozef-podolski,Łukasz Józef PodolskiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,3,26,58,4,11,39,17,26,5,5,4,0,5,8,0,44,11,2123,6,602,0,783,1045,6,57,4,26,2,45,5,14,2.7,5.3,5.5,33
adrian-dieguez-grande,Adrián Diéguez GrandeJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1,0,3,3,10,10,0,0,0,0,2,0,4,0,1302,10,362,0,482,1147,10,48,15,1,1,2,1,68,1.2,0.4,0,0
afimico-pululu,Afimico PululuJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,27,66,17,1,5,84,83,62,6,10,4,10,11,4,33,24,2095,11,249,0,334,440,11,171,3,0,22,41,2,5,2.3,9.3,8.9,15
alan-rybak,Alan RybakJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,1,0,0,0,0,0,0,0,0,210,0,21,0,29,46,0,6,1,0,1,0,0,3,0.1,0,0,0
aurelien-thomas-nguiamba,Aurélien Thomas NguiambaJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,5,14,0,0,0,0,1,0,1,0,371,7,120,0,141,277,7,23,1,0,0,0,1,4,0.5,0,0,0
bartosz-mazurek,Bartosz MazurekJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,50,1,7,0,13,18,1,5,0,0,0,0,0,0,0,0,0,0
cezary-polak,Cezary PolakJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,8,6,14,0,0,0,0,0,0,7,0,644,7,128,0,187,325,7,32,10,1,0,8,1,26,0.5,0.3,0,0
darko-churlinov,Darko ChurlinovJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,3,17,57,10,9,37,101,21,11,4,4,0,5,8,0,22,17,1808,11,318,0,455,507,11,106,11,24,9,30,4,18,3,5.4,5,20
dominik-marczuk,Dominik MarczukJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,2,10,10,1,3,0,0,0,0,0,0,6,0,180,3,24,0,41,38,3,6,0,0,0,3,2,1,0.6,0.3,0,2
dusan-stojinovic,Dušan StojinovićJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,3,5,13,21,0,0,0,0,0,0,1,0,1422,9,279,0,374,1016,9,66,16,0,0,8,0,75,0.4,0.9,0.8,3
enzo-ebosse,Enzo Jacques Rodolphe EbosseJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,11,0,0,0,0,0,0,2,0,917,6,209,0,251,597,6,36,12,0,1,3,0,47,0.2,0.2,0,0
jarosaw-kubicki,Jarosław KubickiJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,3,8,44,6,2,18,23,13,24,5,3,0,5,8,0,28,28,1951,18,400,0,515,774,18,72,14,26,0,18,6,27,4.1,3.5,4,11
jesus-imaz-balleste,Jesús Imaz BallestéJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,6,41,51,26,4,31,27,24,14,15,16,0,16,22,0,31,20,2676,20,467,0,670,942,20,77,7,0,9,81,5,23,4.1,14.6,15.4,25
joao-gervasio-braganca-moutinho,João MoutinhoJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,3,6,60,0,22,73,29,22,32,0,0,0,0,3,0,35,0,2332,36,561,0,850,1263,36,144,29,55,0,10,4,63,4.8,0.3,0.6,4
kristoffer-hansen,Kristoffer Normann HansenJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,8,12,50,6,6,38,42,25,10,3,3,0,3,11,1,28,13,1891,13,263,0,433,473,13,85,14,48,5,24,4,24,2.9,4.1,5.2,7
leon-maximilian-flach,Leon Maximilian FlachJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,2,8,4,13,13,0,0,0,0,0,0,9,0,816,18,113,0,160,271,18,56,20,0,0,5,2,21,0.9,0.3,0,2
maksymilian-stryjek,Maksymilian StryjekJagiellonia Białystok,jagiellonia-bialystok,6,1,17,3,270,1,0,77,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,9,0,27,77,0,0,0,0,0,0,0,3,0,0,0,0
