xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id
1.12,1.01,40,60,16,16,4,4,2,1,13,6,238,396,0,3,0,0,,,4,7,8,5,8,12,8,4,20,32,4,1,18,5,,,2,9,,,5,18,8,4,,,20,23,11,9,0,0,0,0,3,3,,,0,0,2025-03-07,24,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=Oj1D3cBU,Oj1D3cBU
1.10,1.49,55,45,23,12,8,3,2,1,3,1,298,208,2,4,0,0,,,10,6,5,3,10,7,13,5,30,22,0,0,17,10,,,2,3,,,10,17,11,6,,,30,32,14,5,0,0,0,0,2,6,,,0,0,2025-03-07,24,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=tjbM5Sz1,tjbM5Sz1
1.66,1.01,47,53,8,16,4,3,3,0,1,3,279,313,2,5,0,0,,,2,5,2,8,6,6,2,10,22,30,2,2,12,14,,,4,6,,,14,12,13,6,,,31,13,7,12,0,0,0,0,2,1,,,0,0,2025-03-03,23,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=0WxmiTL7,0WxmiTL7
1.26,0.56,54,46,18,11,3,1,1,1,4,0,396,317,0,1,0,0,,,5,5,10,5,15,6,3,5,42,23,2,2,12,13,,,5,4,,,13,12,8,10,,,25,25,18,15,0,0,0,0,1,2,,,0,0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=82q5tC7k,82q5tC7k
1.86,1.19,54,46,18,10,6,2,1,1,8,4,337,299,1,2,0,0,,,4,4,8,4,13,8,5,2,33,23,3,2,15,13,,,4,5,,,13,15,5,5,,,7,39,11,12,0,0,0,0,1,3,,,0,0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=691i2gU8,691i2gU8
0.76,2.38,48,52,10,16,2,3,0,5,8,4,217,245,6,5,1,0,,,3,5,5,8,6,12,4,4,25,32,2,1,17,15,,,2,4,,,15,17,9,4,,,37,40,17,8,0,0,0,0,2,2,,,0,0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/puszcza-dtqx13O8/szczegoly/statystyki/?mid=b7tWfBMr,b7tWfBMr
1.23,1.30,54,46,14,11,4,3,3,2,7,1,362,295,1,1,0,0,,,8,6,2,2,9,7,5,4,22,19,5,1,13,17,,,2,4,,,17,13,11,12,,,19,29,13,11,0,0,0,0,2,4,,,0,0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tGsDvjx2,tGsDvjx2
1.14,2.70,46,54,15,20,4,7,0,2,4,4,258,342,1,1,1,0,,,5,2,6,11,10,15,5,5,23,35,1,4,15,14,,,3,2,,,14,15,8,10,,,25,22,7,8,0,0,0,0,4,4,,,0,0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=EZ4a0XbL,EZ4a0XbL
1.56,1.16,55,45,17,15,4,3,1,0,5,3,318,234,4,4,0,0,,,11,6,2,6,12,10,5,5,30,23,1,0,13,18,,,11,2,,,18,13,14,14,,,39,21,9,7,0,0,0,0,2,4,,,0,0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=hQPYEWDE,hQPYEWDE
1.14,0.34,66,34,23,10,2,2,1,0,12,3,533,247,2,1,0,0,,,6,4,15,4,9,2,14,8,32,13,3,2,9,8,,,4,2,,,8,9,9,9,,,7,32,10,6,0,0,0,0,1,2,,,0,0,2025-02-28,23,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=lI2YoYqS,lI2YoYqS
1.82,0.45,61,39,23,8,5,3,1,0,8,0,400,237,2,1,0,0,,,12,4,6,1,19,5,4,3,35,21,1,3,11,13,,,19,4,,,13,11,11,11,,,16,37,8,4,0,0,0,0,2,4,,,0,0,2025-02-28,23,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=6Xqvgkie,6Xqvgkie
1.42,2.31,39,61,13,27,5,12,3,5,4,11,242,443,3,3,0,0,,,5,9,3,6,9,14,4,13,20,37,2,1,12,10,,,3,8,,,10,12,12,4,,,25,27,7,5,0,0,0,0,10,2,,,0,0,2025-02-24,22,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=21viZf0M,21viZf0M
0.69,1.13,57,43,13,24,5,10,0,1,4,13,350,216,0,1,0,0,,,2,12,6,2,7,13,6,11,14,27,1,5,11,13,,,1,11,,,13,11,8,17,,,27,20,14,15,0,0,0,0,9,2,,,0,0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KInzww1c,KInzww1c
0.49,2.95,49,51,8,17,3,4,2,4,4,11,263,275,2,2,0,0,,,4,9,1,4,4,12,4,5,23,34,0,1,13,15,,,11,5,,,15,13,7,7,,,24,16,13,14,0,0,0,0,2,1,,,0,0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=YNsGXsPH,YNsGXsPH
1.24,1.43,65,35,19,13,6,3,3,1,8,7,321,136,2,3,0,0,,,7,4,6,6,10,5,9,8,33,18,1,0,17,8,,,7,3,,,8,17,7,16,,,25,30,4,20,0,0,0,0,1,6,,,0,0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/puszcza-dtqx13O8/szczegoly/statystyki/?mid=6ZpryHV9,6ZpryHV9
3.77,0.66,41,59,22,11,7,2,6,0,3,5,212,340,1,2,1,1,,,11,6,4,3,16,6,6,5,29,14,1,0,10,15,,,5,3,,,15,10,12,8,,,29,14,13,9,0,0,0,0,1,4,,,0,0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=faJVRChd,faJVRChd
0.74,2.74,43,57,11,19,4,9,1,5,5,7,230,316,2,0,0,0,,,5,3,2,7,7,13,4,6,20,37,1,2,13,7,,,5,8,,,7,13,9,19,,,38,20,9,8,0,0,0,0,5,4,,,0,0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=thaQmfFF,thaQmfFF
1.63,0.97,46,54,11,17,5,4,4,0,5,12,222,293,1,0,0,0,,,4,8,2,5,7,10,4,7,23,25,2,2,11,11,,,5,9,,,11,11,13,6,,,22,27,6,9,0,0,0,0,4,3,,,0,0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=vN9mFZ8j,vN9mFZ8j
1.16,0.19,48,52,16,7,5,0,2,0,6,3,382,402,2,1,0,0,,,6,2,5,5,10,4,6,3,22,16,2,1,11,12,,,3,4,,,12,11,12,14,,,19,23,25,8,0,0,0,0,0,4,,,0,0,2025-02-21,22,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KxBHkGp3,KxBHkGp3
2.55,1.22,61,39,31,9,11,3,3,1,8,2,477,282,3,3,0,1,,,11,4,9,2,20,7,11,2,43,11,0,2,17,8,,,12,1,,,8,17,16,6,,,17,34,12,9,0,0,0,0,1,9,,,0,0,2025-02-21,22,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=bXPMTYNq,bXPMTYNq
1.68,1.18,57,43,22,15,8,6,2,2,8,8,360,255,1,0,0,0,,,9,4,5,5,13,10,9,5,35,37,2,1,7,6,,,9,3,,,6,7,10,16,,,36,49,6,9,0,0,0,0,3,7,,,0,0,2025-02-17,21,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=CfEYK4uC,CfEYK4uC
1.29,0.96,57,43,16,13,5,4,1,1,1,1,479,324,3,0,0,1,,,5,5,6,4,11,8,5,5,33,13,2,0,16,13,,,4,7,,,13,16,13,10,,,16,21,10,5,0,0,0,0,4,2,,,0,0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=4UAQMQAa,4UAQMQAa
1.12,0.91,52,48,9,15,3,3,1,1,10,7,300,280,0,2,0,0,,,5,10,1,2,5,10,4,5,21,27,3,1,10,9,,,5,5,,,9,10,11,12,,,27,26,20,10,0,0,0,0,3,3,,,0,0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ld9gU8IP,ld9gU8IP
1.24,0.85,55,45,16,11,4,4,1,2,7,5,327,243,1,3,0,0,,,6,2,6,5,11,6,5,5,33,30,5,1,15,9,,,8,5,,,9,15,8,12,,,35,29,10,9,0,0,0,0,2,3,,,0,0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=4rjayQPh,4rjayQPh
2.25,0.56,55,45,21,6,6,1,5,0,10,6,295,210,1,3,0,0,,,8,5,7,0,13,4,8,2,37,22,4,2,10,12,,,4,5,,,12,10,7,16,,,27,32,6,8,0,0,0,0,1,4,,,0,0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/puszcza-dtqx13O8/szczegoly/statystyki/?mid=OYsiwnet,OYsiwnet
0.80,1.33,61,39,14,13,7,4,1,1,3,10,481,260,2,2,0,0,,,1,4,6,5,8,10,6,3,14,19,2,3,17,9,,,3,5,,,9,17,11,12,,,30,15,9,4,0,0,0,0,2,4,,,0,0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=pSfPOntm,pSfPOntm
1.69,0.31,44,56,15,12,5,2,4,0,2,5,239,328,2,4,0,1,,,6,3,4,7,8,4,7,8,23,12,3,1,12,14,,,2,3,,,14,12,10,9,,,21,14,17,7,0,0,0,0,2,2,,,0,0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=xdl7Z3f5,xdl7Z3f5
0.49,0.90,54,46,9,14,4,7,0,1,3,5,376,322,1,2,0,0,,,1,5,4,2,4,10,5,4,21,19,2,4,14,11,,,2,3,,,11,14,8,7,,,10,23,8,13,0,0,0,0,6,4,,,0,0,2025-02-14,21,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Y92sJrAO,Y92sJrAO
0.41,0.23,59,41,15,5,3,1,0,0,8,1,392,244,2,5,0,1,,,3,2,9,2,7,1,8,3,30,5,0,1,11,18,,,9,1,,,18,11,3,8,,,9,36,10,14,0,0,0,0,0,2,,,0,0,2025-02-14,21,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=WKv9MdaJ,WKv9MdaJ
1.30,2.65,56,44,15,24,5,7,1,5,6,8,248,195,2,2,0,0,,,3,9,7,8,11,17,4,7,34,29,2,1,13,17,,,5,7,,,17,13,11,4,,,31,33,9,9,0,0,0,0,5,4,,,0,0,2025-02-10,20,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=p4GR9JFD,p4GR9JFD
1.74,0.73,47,53,19,7,4,1,2,0,6,4,300,336,3,5,0,1,,,6,2,9,4,14,5,5,2,35,17,3,1,13,15,,,5,5,,,15,13,7,9,,,30,24,14,8,0,0,0,0,1,3,,,0,0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=WxYvJNhR,WxYvJNhR
0.65,1.72,52,48,9,18,1,2,0,2,5,8,342,305,1,2,0,0,,,4,9,4,7,6,11,3,7,23,32,0,4,13,9,,,4,7,,,9,13,12,11,,,35,28,10,10,0,0,0,0,1,0,,,0,0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Ofy1OIU6,Ofy1OIU6
1.82,1.13,48,52,14,14,4,2,2,4,4,4,323,336,3,2,0,0,,,6,6,4,6,5,9,9,5,12,22,1,2,14,11,,,5,5,,,11,14,12,8,,,24,13,13,6,0,0,0,0,2,3,,,0,0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=OCUWKqOE,OCUWKqOE
0.33,0.84,38,62,6,13,3,4,1,0,0,13,224,389,3,4,0,0,,,1,5,2,4,5,9,1,4,13,25,1,1,14,18,,,2,6,,,18,14,17,3,,,40,19,16,14,0,0,0,0,4,2,,,0,0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=GA9BD1Gl,GA9BD1Gl
1.13,2.26,57,43,17,16,6,5,1,2,9,4,396,294,1,2,0,0,,,4,5,7,6,14,6,3,10,50,17,0,0,8,14,,,12,2,,,14,8,10,6,,,14,49,9,9,0,0,0,0,3,5,,,0,0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=drppS0Vs,drppS0Vs
0.92,1.49,57,43,13,14,4,2,1,1,5,2,261,185,3,4,0,0,,,7,9,2,3,7,6,6,8,23,18,1,1,13,15,,,2,4,,,15,13,15,11,,,21,42,6,17,0,0,0,0,1,3,,,0,0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=xb3DXM7K,xb3DXM7K
2.19,0.62,49,51,14,13,4,6,4,0,4,0,328,339,4,1,0,0,,,5,5,5,2,10,5,4,8,28,11,0,1,8,14,,,3,2,,,14,8,4,2,,,11,27,11,14,0,0,0,0,6,1,,,0,0,2025-02-07,20,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=lxNIBuo1,lxNIBuo1
1.73,1.22,55,45,11,15,2,3,2,2,3,5,355,274,2,2,0,0,,,6,7,3,5,8,11,3,4,19,49,0,0,18,13,,,7,3,,,13,18,11,8,,,31,15,11,9,0,0,0,0,2,0,,,0,0,2025-02-07,20,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=2umhQv0f,2umhQv0f
1.17,1.40,61,39,10,14,6,7,3,2,5,2,480,264,1,0,0,0,,,2,5,2,2,8,7,2,7,19,21,1,3,15,16,,,6,6,,,16,15,5,9,,,26,18,8,6,0,0,0,0,4,5,,,0,0,2025-02-03,19,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=84npctW7,84npctW7
2.84,1.57,60,40,20,13,9,6,3,2,4,4,400,228,2,1,1,0,,,5,3,6,4,14,8,6,5,47,18,1,2,16,13,,,4,1,,,13,16,10,12,,,15,27,13,14,0,0,0,0,5,8,,,0,0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=zgTeJWnA,zgTeJWnA
2.70,0.91,63,37,18,7,8,3,4,2,7,2,440,211,1,1,0,0,,,7,4,3,0,13,7,5,0,27,17,3,3,17,14,,,8,8,,,14,17,14,12,,,19,23,11,9,0,0,0,0,3,3,,,0,0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nXn1ckQj,nXn1ckQj
0.97,1.89,64,36,16,12,4,1,1,3,5,6,504,229,1,1,0,0,,,8,7,4,4,9,11,7,1,21,25,2,0,18,8,,,4,8,,,8,18,7,8,,,19,16,12,15,0,0,0,0,0,3,,,0,0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/puszcza-dtqx13O8/szczegoly/statystyki/?mid=4Cqx3B2T,4Cqx3B2T
1.66,0.32,59,41,19,7,8,1,2,0,9,5,394,251,4,2,0,0,,,6,3,5,3,13,4,6,3,32,8,0,2,9,14,,,8,2,,,14,9,8,3,,,13,23,5,9,0,0,0,0,1,7,,,0,0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=zilxa21e,zilxa21e
0.62,0.72,42,58,15,12,3,3,0,0,4,2,241,384,0,3,0,0,,,10,6,2,3,9,6,6,6,21,18,0,2,11,10,,,5,5,,,10,11,17,13,,,13,18,5,9,0,0,0,0,3,3,,,0,0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=zXiL6g34,zXiL6g34
1.06,1.88,62,38,12,12,2,5,1,4,3,2,406,215,2,1,0,0,,,7,1,3,6,6,9,6,3,21,16,1,0,12,12,,,2,3,,,12,12,12,9,,,13,26,12,9,0,0,0,0,4,1,,,0,0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=theT0OWr,theT0OWr
1.82,0.68,61,39,17,11,7,6,3,0,7,7,461,259,0,1,0,0,,,7,3,3,2,12,6,5,5,47,17,3,2,3,16,,,3,6,,,16,3,6,7,,,15,27,12,13,0,0,0,0,5,3,,,0,0,2025-01-31,19,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=EwumLhIc,EwumLhIc
2.26,1.18,40,60,22,17,6,1,2,1,6,6,268,416,2,1,0,0,,,8,15,8,1,16,12,6,5,32,28,2,1,12,13,,,5,10,,,13,12,13,11,,,36,31,10,7,0,0,0,0,1,5,,,0,0,2025-01-31,19,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WboU4XXG,WboU4XXG
0.35,0.95,49,51,8,10,2,3,0,2,5,6,266,280,4,5,1,0,,,3,4,3,3,8,6,0,4,16,24,4,1,18,15,,,9,2,,,15,18,15,11,,,20,20,6,10,0,0,0,0,1,1,,,0,0,2024-12-14,3,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=boTEzqQ6,boTEzqQ6
0.26,0.58,35,65,8,11,3,0,0,1,5,2,204,453,1,2,0,0,,,2,8,3,3,4,8,4,3,15,20,3,1,14,13,,,1,6,,,13,14,10,12,,,22,30,15,11,0,0,0,0,0,3,,,0,0,2024-12-09,18,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=xOpMyZ3U,xOpMyZ3U
1.24,1.87,64,36,16,12,4,5,2,3,7,4,375,171,1,2,0,0,,,9,3,3,4,10,10,6,2,29,26,1,1,17,7,,,7,3,,,7,17,11,20,,,23,30,11,9,0,0,0,0,2,4,,,0,0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=G8dDweZH,G8dDweZH
1.22,0.97,32,68,7,19,2,7,1,1,1,2,180,463,1,1,0,0,,,2,10,3,2,7,11,0,8,19,32,2,2,6,20,,,2,4,,,20,6,10,7,,,29,26,7,5,0,0,0,0,6,1,,,0,0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/puszcza-dtqx13O8/szczegoly/statystyki/?mid=zJCnhflB,zJCnhflB
1.01,0.51,46,54,15,12,7,4,2,0,6,5,296,360,2,2,0,0,,,5,5,3,3,8,4,7,8,23,11,0,2,14,16,,,3,6,,,16,14,8,12,,,18,22,12,12,0,0,0,0,4,7,,,0,0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=25EvfGJb,25EvfGJb
1.73,1.79,64,36,25,10,9,3,1,2,10,1,539,272,0,2,0,0,,,7,4,9,3,16,8,9,2,41,14,0,1,15,5,,,8,2,,,5,15,6,16,,,11,29,13,18,0,0,0,0,1,7,,,0,0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=nBBQpCto,nBBQpCto
0.92,1.61,49,51,13,16,4,4,0,1,6,10,330,329,1,2,0,0,,,6,7,3,5,9,11,4,5,21,23,0,0,10,9,,,5,9,,,9,10,8,4,,,28,19,5,9,0,0,0,0,3,2,,,0,0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=S6lD8FYi,S6lD8FYi
1.03,1.08,50,50,13,13,6,3,2,2,6,4,272,254,3,3,0,0,,,3,8,4,2,7,8,6,5,18,22,1,0,14,20,,,2,5,,,20,14,9,9,,,12,12,15,10,0,0,0,0,3,5,,,0,0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=6wLVexkn,6wLVexkn
0.89,2.13,43,57,14,21,5,4,1,4,3,9,315,416,3,4,1,0,,,3,9,6,8,8,17,6,4,15,52,2,0,14,17,,,1,9,,,17,14,14,5,,,39,10,11,8,0,0,0,0,3,3,,,0,0,2024-12-06,18,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=8rg5uH45,8rg5uH45
1.56,0.74,55,45,22,8,4,2,1,3,5,3,339,272,5,3,0,0,,,12,4,6,2,17,6,5,2,31,23,1,1,15,18,,,10,4,,,18,15,6,9,,,17,43,10,6,0,0,0,0,1,3,,,0,0,2024-12-06,18,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=Wp6ejYIN,Wp6ejYIN
2.31,0.77,52,48,18,19,6,8,5,0,4,7,379,325,2,4,0,0,,,8,6,4,5,9,12,9,7,20,25,0,0,6,15,,,5,10,,,15,6,8,14,,,20,18,7,12,0,0,0,0,8,5,,,0,0,2024-12-02,17,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MDskm86E,MDskm86E
3.01,2.67,56,44,21,8,7,2,6,5,4,4,403,292,0,2,0,0,,,4,3,10,3,12,8,9,0,34,32,0,1,10,10,,,6,2,,,10,10,7,9,,,13,17,8,9,0,0,0,0,0,5,,,0,0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fuTVQHkC,fuTVQHkC
2.19,0.92,42,58,17,15,6,7,3,0,4,8,239,385,1,2,0,0,,,6,7,5,1,12,9,5,6,27,20,1,5,8,14,,,5,4,,,14,8,9,3,,,25,18,6,13,0,0,0,0,6,5,,,0,0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=YPvNSwLa,YPvNSwLa
0.47,1.96,42,58,13,19,3,12,0,3,4,5,307,456,4,2,0,0,,,6,4,4,3,8,11,5,8,26,34,1,2,10,10,,,5,5,,,10,10,8,11,,,13,17,14,11,0,0,0,0,8,1,,,0,0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=UJf3P4E7,UJf3P4E7
1.24,0.88,45,55,11,15,4,4,2,0,0,3,382,479,1,1,0,0,,,6,7,1,4,7,6,4,9,14,26,2,1,14,3,,,3,5,,,3,14,8,9,,,35,5,8,14,0,0,0,0,1,2,,,0,0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=25WwPeKO,25WwPeKO
