xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
2.56,1.7,39,61,20,12,6,3,4.0,1.0,6,5,224.0,375.0,5,2,0,0,2.62,1.67,9,5,5.0,4.0,12.0,9.0,8.0,3.0,29.0,39.0,1.0,0.0,13.0,12.0,22.0,17.0,3.0,7.0,1.5,1.18,12,13,13.0,14.0,52.0,62.0,37.0,18.0,9.0,9.0,0,3,0,1,2,3,1.67,2.62,0.67,-0.38,2025-03-29,26,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=46C0PYll,46C0PYll,SLA 3-1 LEC | Śląsk Wrocław,Lech Poznań
1.01,1.07,44,56,17,19,5,1,1.0,2.0,3,11,257.0,337.0,2,0,0,0,0.97,0.02,7,9,5.0,9.0,11.0,13.0,6.0,6.0,24.0,51.0,0.0,0.0,8.0,10.0,23.0,23.0,2.0,9.0,0.65,1.37,10,8,13.0,9.0,53.0,66.0,49.0,29.0,11.0,7.0,0,2,0,0,1,4,0.02,0.97,0.02,-0.03,2025-03-29,26,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=lWTRwDnp,lWTRwDnp,GDA 1-0 JAG | Lechia Gdańsk,Jagiellonia Białystok
2.08,0.63,50,50,20,9,4,4,4.0,1.0,5,4,269.0,250.0,3,2,0,1,1.49,0.91,7,2,9.0,3.0,12.0,7.0,8.0,2.0,17.0,19.0,1.0,0.0,17.0,8.0,17.0,37.0,6.0,7.0,1.42,1.05,8,17,8.0,19.0,39.0,60.0,24.0,10.0,6.0,14.0,0,0,0,0,3,1,0.91,1.49,-0.09,-1.51,2025-03-29,26,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=8bggPDXj,8bggPDXj,CRA 3-1 PUS | Cracovia,Puszcza Niepołomice
1.3,0.99,57,43,14,11,5,4,1.0,0.0,8,5,376.0,259.0,2,3,0,0,2.17,0.69,3,3,6.0,4.0,8.0,8.0,6.0,3.0,37.0,22.0,3.0,0.0,12.0,11.0,27.0,29.0,4.0,3.0,0.7,0.92,11,12,4.0,7.0,41.0,31.0,24.0,29.0,10.0,17.0,0,0,0,0,4,5,0.69,2.17,0.69,2.17,2025-03-28,26,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=MqSZyiHd,MqSZyiHd,LEG 0-0 POG | Legia Warszawa,Pogoń Szczecin
1.02,1.77,53,47,16,13,5,3,1.0,2.0,6,2,395.0,363.0,1,1,0,0,1.55,1.48,9,6,2.0,4.0,12.0,5.0,4.0,8.0,31.0,9.0,6.0,0.0,7.0,12.0,15.0,34.0,7.0,3.0,0.87,0.83,12,7,13.0,16.0,55.0,50.0,14.0,35.0,6.0,12.0,0,0,0,0,1,5,1.48,1.55,-0.52,1.55,2025-03-28,26,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=pIaSss5F,pIaSss5F,PIA 0-2 WID | Piast Gliwice,Widzew Łódź
1.39,1.31,31,69,11,16,1,2,1.0,1.0,0,4,153.0,434.0,3,3,0,0,,,6,7,4.0,7.0,7.0,8.0,4.0,8.0,27.0,18.0,1.0,0.0,15.0,17.0,,,3.0,5.0,,,17,15,11.0,7.0,,,45.0,18.0,8.0,10.0,0,0,0,0,1,0,,,0.0,0.0,2025-03-16,25,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=AszWLvRb,AszWLvRb,JAG 2-1 LEC | Jagiellonia Białystok,Lech Poznań
1.89,1.5,49,51,16,11,6,7,2.0,2.0,7,5,304.0,325.0,2,2,0,0,,,6,2,4.0,2.0,11.0,9.0,5.0,2.0,19.0,20.0,5.0,1.0,13.0,15.0,,,7.0,1.0,,,15,13,10.0,10.0,,,14.0,38.0,8.0,5.0,0,0,0,0,5,3,,,0.0,0.0,2025-03-16,25,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=M1L5YHA4,M1L5YHA4,RAK 3-2 LEG | Raków Częstochowa,Legia Warszawa
0.54,1.39,27,73,8,15,2,4,0.0,1.0,7,8,106.0,472.0,1,1,0,0,,,4,5,2.0,6.0,5.0,9.0,3.0,5.0,17.0,33.0,1.0,1.0,8.0,16.0,,,4.0,5.0,,,16,8,22.0,9.0,,,40.0,20.0,9.0,9.0,0,0,0,0,3,1,,,0.0,0.0,2025-03-16,25,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=reYwKIeB,reYwKIeB,ZAG 1-1 KOR | Zagłębie Lubin,Korona Kielce
2.14,2.02,28,72,10,19,5,6,3.0,3.0,1,11,133.0,477.0,2,2,0,0,,,3,9,2.0,4.0,6.0,9.0,4.0,10.0,20.0,25.0,1.0,0.0,10.0,18.0,,,5.0,7.0,,,18,10,10.0,5.0,,,53.0,21.0,19.0,4.0,0,0,0,0,5,3,,,0.0,0.0,2025-03-16,25,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/puszcza-dtqx13O8/szczegoly/statystyki/?mid=YuuBCzlo,YuuBCzlo,PUS 2-1 PIA | Puszcza Niepołomice,Piast Gliwice
0.74,1.05,45,55,11,18,5,3,1.0,1.0,3,6,314.0,407.0,4,0,0,0,,,3,13,3.0,2.0,7.0,12.0,4.0,6.0,13.0,25.0,0.0,2.0,11.0,12.0,,,3.0,7.0,,,12,11,15.0,11.0,,,17.0,13.0,7.0,7.0,0,0,0,0,3,4,,,0.0,0.0,2025-03-15,25,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=lECMUZ9T,lECMUZ9T,WID 1-0 KAT | Widzew Łódź,GKS Katowice
2.14,1.17,48,52,18,9,10,2,3.0,2.0,3,11,385.0,403.0,3,1,0,0,,,4,3,4.0,4.0,9.0,5.0,9.0,4.0,19.0,26.0,1.0,5.0,10.0,8.0,,,3.0,5.0,,,8,10,14.0,4.0,,,34.0,11.0,15.0,4.0,0,0,0,0,2,6,,,0.0,0.0,2025-03-15,25,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=EFtNN0dn,EFtNN0dn,GOR 4-0 MOT | Górnik Zabrze,Motor Lublin
1.52,3.29,39,61,12,19,4,11,1.0,4.0,6,4,223.0,416.0,0,3,1,0,,,4,2,4.0,6.0,10.0,11.0,2.0,8.0,24.0,39.0,2.0,1.0,15.0,11.0,,,8.0,3.0,,,11,15,11.0,4.0,,,29.0,22.0,9.0,9.0,0,0,0,0,7,3,,,0.0,0.0,2025-03-15,25,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=G0EEWeuH,G0EEWeuH,STA 1-4 SLA | Stal Mielec,Śląsk Wrocław
2.71,1.88,66,34,16,10,6,5,3.0,2.0,5,0,450.0,190.0,1,2,0,1,,,6,5,4.0,0.0,13.0,7.0,3.0,3.0,34.0,18.0,1.0,2.0,11.0,7.0,,,9.0,2.0,,,7,11,12.0,9.0,,,23.0,34.0,7.0,7.0,0,0,0,0,3,1,,,0.0,0.0,2025-03-14,25,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=2cluIdQN,2cluIdQN,POG 5-2 CRA | Pogoń Szczecin,Cracovia
1.17,0.92,46,54,12,5,5,1,3.0,2.0,5,2,208.0,271.0,6,3,0,0,,,3,3,4.0,1.0,7.0,5.0,5.0,0.0,19.0,12.0,0.0,1.0,17.0,14.0,,,6.0,3.0,,,14,17,11.0,10.0,,,38.0,21.0,3.0,12.0,0,0,0,0,0,3,,,0.0,0.0,2025-03-14,25,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=EyIczvth,EyIczvth,RAD 2-1 GDA | Radomiak Radom,Lechia Gdańsk
2.46,2.67,47,53,15,29,6,3,5.0,4.0,4,6,288.0,341.0,2,4,0,0,,,8,10,1.0,16.0,12.0,16.0,3.0,13.0,24.0,48.0,2.0,0.0,13.0,12.0,,,5.0,8.0,,,12,13,13.0,10.0,,,28.0,23.0,8.0,4.0,0,0,0,0,0,3,,,0.0,0.0,2025-03-10,24,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=E11l91sg,E11l91sg,MOT 3-3 LEG | Motor Lublin,Legia Warszawa
1.13,0.75,50,50,19,7,5,2,1.0,2.0,13,2,291.0,338.0,4,3,0,0,,,6,2,8.0,3.0,10.0,3.0,9.0,4.0,29.0,23.0,2.0,2.0,13.0,14.0,,,6.0,1.0,,,14,13,13.0,13.0,,,17.0,43.0,5.0,14.0,0,0,0,0,1,5,,,0.0,0.0,2025-03-09,24,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=2yD45JtI,2yD45JtI,WID 0-1 JAG | Widzew Łódź,Jagiellonia Białystok
2.45,1.44,52,48,22,10,3,3,1.0,2.0,5,4,325.0,314.0,2,4,0,0,,,10,5,9.0,2.0,16.0,9.0,6.0,1.0,42.0,24.0,0.0,1.0,10.0,10.0,,,7.0,3.0,,,10,10,15.0,7.0,,,12.0,45.0,10.0,16.0,0,0,0,0,1,2,,,0.0,0.0,2025-03-09,24,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=tl3tBNCt,tl3tBNCt,GDA 1-2 GOR | Lechia Gdańsk,Górnik Zabrze
0.84,0.97,59,41,7,18,2,0,1.0,0.0,3,8,309.0,178.0,2,3,0,0,,,3,13,2.0,5.0,5.0,9.0,2.0,9.0,17.0,21.0,1.0,0.0,11.0,9.0,,,3.0,9.0,,,9,11,4.0,14.0,,,42.0,17.0,6.0,10.0,0,0,0,0,0,1,,,0.0,0.0,2025-03-09,24,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KzAD7l6l,KzAD7l6l,KAT 1-0 ZAG | GKS Katowice,Zagłębie Lubin
3.03,0.49,59,41,24,11,14,3,5.0,1.0,5,6,478.0,308.0,2,2,0,0,,,2,4,8.0,4.0,14.0,5.0,10.0,6.0,25.0,12.0,5.0,1.0,9.0,11.0,,,4.0,6.0,,,11,9,12.0,10.0,,,13.0,20.0,6.0,7.0,0,0,0,0,2,11,,,0.0,0.0,2025-03-08,24,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=S6dU365D,S6dU365D,LEC 3-1 STA | Lech Poznań,Stal Mielec
0.71,1.05,57,43,10,8,4,7,1.0,2.0,2,2,349.0,262.0,3,1,0,0,,,5,1,1.0,0.0,7.0,2.0,3.0,6.0,21.0,9.0,1.0,1.0,19.0,18.0,,,6.0,2.0,,,18,19,9.0,5.0,,,10.0,28.0,10.0,7.0,0,0,0,0,4,4,,,0.0,0.0,2025-03-08,24,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=ATfc7uC5,ATfc7uC5,PIA 0-3 RAK | Piast Gliwice,Raków Częstochowa
0.17,0.91,53,47,5,14,2,4,0.0,1.0,5,7,292.0,244.0,1,2,0,0,,,0,6,3.0,4.0,1.0,9.0,4.0,5.0,10.0,17.0,2.0,3.0,14.0,10.0,,,0.0,6.0,,,10,14,7.0,13.0,,,20.0,23.0,7.0,13.0,0,0,0,0,2,1,,,0.0,0.0,2025-03-08,24,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lhJsDArR,lhJsDArR,CRA 1-2 RAD | Cracovia,Radomiak Radom
1.12,1.01,40,60,16,16,4,4,2.0,1.0,13,6,238.0,396.0,0,3,0,0,,,4,7,8.0,5.0,8.0,12.0,8.0,4.0,20.0,32.0,4.0,1.0,18.0,5.0,,,2.0,9.0,,,5,18,8.0,4.0,,,20.0,23.0,11.0,9.0,0,0,0,0,3,3,,,0.0,0.0,2025-03-07,24,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=Oj1D3cBU,Oj1D3cBU,SLA 1-1 POG | Śląsk Wrocław,Pogoń Szczecin
1.1,1.49,55,45,23,12,8,3,2.0,1.0,3,1,298.0,208.0,2,4,0,0,,,10,6,5.0,3.0,10.0,7.0,13.0,5.0,30.0,22.0,0.0,0.0,17.0,10.0,,,2.0,3.0,,,10,17,11.0,6.0,,,30.0,32.0,14.0,5.0,0,0,0,0,2,6,,,0.0,0.0,2025-03-07,24,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=tjbM5Sz1,tjbM5Sz1,KOR 2-1 PUS | Korona Kielce,Puszcza Niepołomice
1.66,1.01,47,53,8,16,4,3,3.0,0.0,1,3,279.0,313.0,2,5,0,0,,,2,5,2.0,8.0,6.0,6.0,2.0,10.0,22.0,30.0,2.0,2.0,12.0,14.0,,,4.0,6.0,,,14,12,13.0,6.0,,,31.0,13.0,7.0,12.0,0,0,0,0,2,1,,,0.0,0.0,2025-03-03,23,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=0WxmiTL7,0WxmiTL7,RAK 3-1 GDA | Raków Częstochowa,Lechia Gdańsk
1.26,0.56,54,46,18,11,3,1,1.0,1.0,4,0,396.0,317.0,0,1,0,0,,,5,5,10.0,5.0,15.0,6.0,3.0,5.0,42.0,23.0,2.0,2.0,12.0,13.0,,,5.0,4.0,,,13,12,8.0,10.0,,,25.0,25.0,18.0,15.0,0,0,0,0,1,2,,,0.0,0.0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=82q5tC7k,82q5tC7k,JAG 1-0 KAT | Jagiellonia Białystok,GKS Katowice
1.86,1.19,54,46,18,10,6,2,1.0,1.0,8,4,337.0,299.0,1,2,0,0,,,4,4,8.0,4.0,13.0,8.0,5.0,2.0,33.0,23.0,3.0,2.0,15.0,13.0,,,4.0,5.0,,,13,15,5.0,5.0,,,7.0,39.0,11.0,12.0,0,0,0,0,1,3,,,0.0,0.0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=691i2gU8,691i2gU8,LEG 3-1 SLA | Legia Warszawa,Śląsk Wrocław
0.76,2.38,48,52,10,16,2,3,0.0,5.0,8,4,217.0,245.0,6,5,1,0,,,3,5,5.0,8.0,6.0,12.0,4.0,4.0,25.0,32.0,2.0,1.0,17.0,15.0,,,2.0,4.0,,,15,17,9.0,4.0,,,37.0,40.0,17.0,8.0,0,0,0,0,2,2,,,0.0,0.0,2025-03-02,23,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/puszcza-dtqx13O8/szczegoly/statystyki/?mid=b7tWfBMr,b7tWfBMr,PUS 0-1 MOT | Puszcza Niepołomice,Motor Lublin
1.23,1.3,54,46,14,11,4,3,3.0,2.0,7,1,362.0,295.0,1,1,0,0,,,8,6,2.0,2.0,9.0,7.0,5.0,4.0,22.0,19.0,5.0,1.0,13.0,17.0,,,2.0,4.0,,,17,13,11.0,12.0,,,19.0,29.0,13.0,11.0,0,0,0,0,2,4,,,0.0,0.0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tGsDvjx2,tGsDvjx2,ZAG 0-1 PIA | Zagłębie Lubin,Piast Gliwice
1.14,2.7,46,54,15,20,4,7,0.0,2.0,4,4,258.0,342.0,1,1,1,0,,,5,2,6.0,11.0,10.0,15.0,5.0,5.0,23.0,35.0,1.0,4.0,15.0,14.0,,,3.0,2.0,,,14,15,8.0,10.0,,,25.0,22.0,7.0,8.0,0,0,0,0,4,4,,,0.0,0.0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=EZ4a0XbL,EZ4a0XbL,POG 0-3 LEC | Pogoń Szczecin,Lech Poznań
1.56,1.16,55,45,17,15,4,3,1.0,0.0,5,3,318.0,234.0,4,4,0,0,,,11,6,2.0,6.0,12.0,10.0,5.0,5.0,30.0,23.0,1.0,0.0,13.0,18.0,,,11.0,2.0,,,18,13,14.0,14.0,,,39.0,21.0,9.0,7.0,0,0,0,0,2,4,,,0.0,0.0,2025-03-01,23,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=hQPYEWDE,hQPYEWDE,STA 0-1 KOR | Stal Mielec,Korona Kielce
1.14,0.34,66,34,23,10,2,2,1.0,0.0,12,3,533.0,247.0,2,1,0,0,,,6,4,15.0,4.0,9.0,2.0,14.0,8.0,32.0,13.0,3.0,2.0,9.0,8.0,,,4.0,2.0,,,8,9,9.0,9.0,,,7.0,32.0,10.0,6.0,0,0,0,0,1,2,,,0.0,0.0,2025-02-28,23,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=lI2YoYqS,lI2YoYqS,GOR 0-1 CRA | Górnik Zabrze,Cracovia
1.82,0.45,61,39,23,8,5,3,1.0,0.0,8,0,400.0,237.0,2,1,0,0,,,12,4,6.0,1.0,19.0,5.0,4.0,3.0,35.0,21.0,1.0,3.0,11.0,13.0,,,19.0,4.0,,,13,11,11.0,11.0,,,16.0,37.0,8.0,4.0,0,0,0,0,2,4,,,0.0,0.0,2025-02-28,23,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=6Xqvgkie,6Xqvgkie,RAD 1-1 WID | Radomiak Radom,Widzew Łódź
1.42,2.31,39,61,13,27,5,12,3.0,5.0,4,11,242.0,443.0,3,3,0,0,,,5,9,3.0,6.0,9.0,14.0,4.0,13.0,20.0,37.0,2.0,1.0,12.0,10.0,,,3.0,8.0,,,10,12,12.0,4.0,,,25.0,27.0,7.0,5.0,0,0,0,0,10,2,,,0.0,0.0,2025-02-24,22,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=21viZf0M,21viZf0M,MOT 3-2 KAT | Motor Lublin,GKS Katowice
0.69,1.13,57,43,13,24,5,10,0.0,1.0,4,13,350.0,216.0,0,1,0,0,,,2,12,6.0,2.0,7.0,13.0,6.0,11.0,14.0,27.0,1.0,5.0,11.0,13.0,,,1.0,11.0,,,13,11,8.0,17.0,,,27.0,20.0,14.0,15.0,0,0,0,0,9,2,,,0.0,0.0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KInzww1c,KInzww1c,LEC 3-1 ZAG | Lech Poznań,Zagłębie Lubin
0.49,2.95,49,51,8,17,3,4,2.0,4.0,4,11,263.0,275.0,2,2,0,0,,,4,9,1.0,4.0,4.0,12.0,4.0,5.0,23.0,34.0,0.0,1.0,13.0,15.0,,,11.0,5.0,,,15,13,7.0,7.0,,,24.0,16.0,13.0,14.0,0,0,0,0,2,1,,,0.0,0.0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=YNsGXsPH,YNsGXsPH,CRA 2-2 JAG | Cracovia,Jagiellonia Białystok
1.24,1.43,65,35,19,13,6,3,3.0,1.0,8,7,321.0,136.0,2,3,0,0,,,7,4,6.0,6.0,10.0,5.0,9.0,8.0,33.0,18.0,1.0,0.0,17.0,8.0,,,7.0,3.0,,,8,17,7.0,16.0,,,25.0,30.0,4.0,20.0,0,0,0,0,1,6,,,0.0,0.0,2025-02-23,22,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/puszcza-dtqx13O8/szczegoly/statystyki/?mid=6ZpryHV9,6ZpryHV9,GDA 0-2 PUS | Lechia Gdańsk,Puszcza Niepołomice
3.77,0.66,41,59,22,11,7,2,6.0,0.0,3,5,212.0,340.0,1,2,1,1,,,11,6,4.0,3.0,16.0,6.0,6.0,5.0,29.0,14.0,1.0,0.0,10.0,15.0,,,5.0,3.0,,,15,10,12.0,8.0,,,29.0,14.0,13.0,9.0,0,0,0,0,1,4,,,0.0,0.0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=faJVRChd,faJVRChd,RAD 3-1 LEG | Radomiak Radom,Legia Warszawa
0.74,2.74,43,57,11,19,4,9,1.0,5.0,5,7,230.0,316.0,2,0,0,0,,,5,3,2.0,7.0,7.0,13.0,4.0,6.0,20.0,37.0,1.0,2.0,13.0,7.0,,,5.0,8.0,,,7,13,9.0,19.0,,,38.0,20.0,9.0,8.0,0,0,0,0,5,4,,,0.0,0.0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=thaQmfFF,thaQmfFF,WID 0-4 POG | Widzew Łódź,Pogoń Szczecin
1.63,0.97,46,54,11,17,5,4,4.0,0.0,5,12,222.0,293.0,1,0,0,0,,,4,8,2.0,5.0,7.0,10.0,4.0,7.0,23.0,25.0,2.0,2.0,11.0,11.0,,,5.0,9.0,,,11,11,13.0,6.0,,,22.0,27.0,6.0,9.0,0,0,0,0,4,3,,,0.0,0.0,2025-02-22,22,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=vN9mFZ8j,vN9mFZ8j,KOR 2-0 SLA | Korona Kielce,Śląsk Wrocław
1.16,0.19,48,52,16,7,5,0,2.0,0.0,6,3,382.0,402.0,2,1,0,0,,,6,2,5.0,5.0,10.0,4.0,6.0,3.0,22.0,16.0,2.0,1.0,11.0,12.0,,,3.0,4.0,,,12,11,12.0,14.0,,,19.0,23.0,25.0,8.0,0,0,0,0,0,4,,,0.0,0.0,2025-02-21,22,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KxBHkGp3,KxBHkGp3,RAK 1-0 GOR | Raków Częstochowa,Górnik Zabrze
2.55,1.22,61,39,31,9,11,3,3.0,1.0,8,2,477.0,282.0,3,3,0,1,,,11,4,9.0,2.0,20.0,7.0,11.0,2.0,43.0,11.0,0.0,2.0,17.0,8.0,,,12.0,1.0,,,8,17,16.0,6.0,,,17.0,34.0,12.0,9.0,0,0,0,0,1,9,,,0.0,0.0,2025-02-21,22,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=bXPMTYNq,bXPMTYNq,PIA 2-2 STA | Piast Gliwice,Stal Mielec
1.68,1.18,57,43,22,15,8,6,2.0,2.0,8,8,360.0,255.0,1,0,0,0,,,9,4,5.0,5.0,13.0,10.0,9.0,5.0,35.0,37.0,2.0,1.0,7.0,6.0,,,9.0,3.0,,,6,7,10.0,16.0,,,36.0,49.0,6.0,9.0,0,0,0,0,3,7,,,0.0,0.0,2025-02-17,21,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=CfEYK4uC,CfEYK4uC,ZAG 1-3 GDA | Zagłębie Lubin,Lechia Gdańsk
1.29,0.96,57,43,16,13,5,4,1.0,1.0,1,1,479.0,324.0,3,0,0,1,,,5,5,6.0,4.0,11.0,8.0,5.0,5.0,33.0,13.0,2.0,0.0,16.0,13.0,,,4.0,7.0,,,13,16,13.0,10.0,,,16.0,21.0,10.0,5.0,0,0,0,0,4,2,,,0.0,0.0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=4UAQMQAa,4UAQMQAa,JAG 3-0 MOT | Jagiellonia Białystok,Motor Lublin
1.12,0.91,52,48,9,15,3,3,1.0,1.0,10,7,300.0,280.0,0,2,0,0,,,5,10,1.0,2.0,5.0,10.0,4.0,5.0,21.0,27.0,3.0,1.0,10.0,9.0,,,5.0,5.0,,,9,10,11.0,12.0,,,27.0,26.0,20.0,10.0,0,0,0,0,3,3,,,0.0,0.0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ld9gU8IP,ld9gU8IP,KAT 0-0 PIA | GKS Katowice,Piast Gliwice
