xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
1.24,0.85,55,45,16,11,4,4,1.0,2.0,7,5,327.0,243.0,1,3,0,0,,,6,2,6.0,5.0,11.0,6.0,5.0,5.0,33.0,30.0,5.0,1.0,15.0,9.0,,,8.0,5.0,,,9,15,8.0,12.0,,,35.0,29.0,10.0,9.0,0,0,0,0,2,3,,,0.0,0.0,2025-02-16,21,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=4rjayQPh,4rjayQPh,STA 1-2 POG | Stal Mielec,Pogoń Szczecin
2.25,0.56,55,45,21,6,6,1,5.0,0.0,10,6,295.0,210.0,1,3,0,0,,,8,5,7.0,0.0,13.0,4.0,8.0,2.0,37.0,22.0,4.0,2.0,10.0,12.0,,,4.0,5.0,,,12,10,7.0,16.0,,,27.0,32.0,6.0,8.0,0,0,0,0,1,4,,,0.0,0.0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/puszcza-dtqx13O8/szczegoly/statystyki/?mid=OYsiwnet,OYsiwnet,LEG 2-0 PUS | Legia Warszawa,Puszcza Niepołomice
0.8,1.33,61,39,14,13,7,4,1.0,1.0,3,10,481.0,260.0,2,2,0,0,,,1,4,6.0,5.0,8.0,10.0,6.0,3.0,14.0,19.0,2.0,3.0,17.0,9.0,,,3.0,5.0,,,9,17,11.0,12.0,,,30.0,15.0,9.0,4.0,0,0,0,0,2,4,,,0.0,0.0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=pSfPOntm,pSfPOntm,GOR 3-2 RAD | Górnik Zabrze,Radomiak Radom
1.69,0.31,44,56,15,12,5,2,4.0,0.0,2,5,239.0,328.0,2,4,0,1,,,6,3,4.0,7.0,8.0,4.0,7.0,8.0,23.0,12.0,3.0,1.0,12.0,14.0,,,2.0,3.0,,,14,12,10.0,9.0,,,21.0,14.0,17.0,7.0,0,0,0,0,2,2,,,0.0,0.0,2025-02-15,21,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=xdl7Z3f5,xdl7Z3f5,SLA 3-0 WID | Śląsk Wrocław,Widzew Łódź
0.49,0.9,54,46,9,14,4,7,0.0,1.0,3,5,376.0,322.0,1,2,0,0,,,1,5,4.0,2.0,4.0,10.0,5.0,4.0,21.0,19.0,2.0,4.0,14.0,11.0,,,2.0,3.0,,,11,14,8.0,7.0,,,10.0,23.0,8.0,13.0,0,0,0,0,6,4,,,0.0,0.0,2025-02-14,21,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Y92sJrAO,Y92sJrAO,LEC 0-1 RAK | Lech Poznań,Raków Częstochowa
0.41,0.23,59,41,15,5,3,1,0.0,0.0,8,1,392.0,244.0,2,5,0,1,,,3,2,9.0,2.0,7.0,1.0,8.0,3.0,30.0,5.0,0.0,1.0,11.0,18.0,,,9.0,1.0,,,18,11,3.0,8.0,,,9.0,36.0,10.0,14.0,0,0,0,0,0,2,,,0.0,0.0,2025-02-14,21,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=WKv9MdaJ,WKv9MdaJ,CRA 1-1 KOR | Cracovia,Korona Kielce
1.3,2.65,56,44,15,24,5,7,1.0,5.0,6,8,248.0,195.0,2,2,0,0,,,3,9,7.0,8.0,11.0,17.0,4.0,7.0,34.0,29.0,2.0,1.0,13.0,17.0,,,5.0,7.0,,,17,13,11.0,4.0,,,31.0,33.0,9.0,9.0,0,0,0,0,5,4,,,0.0,0.0,2025-02-10,20,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=p4GR9JFD,p4GR9JFD,PUS 1-2 ZAG | Puszcza Niepołomice,Zagłębie Lubin
1.74,0.73,47,53,19,7,4,1,2.0,0.0,6,4,300.0,336.0,3,5,0,1,,,6,2,9.0,4.0,14.0,5.0,5.0,2.0,35.0,17.0,3.0,1.0,13.0,15.0,,,5.0,5.0,,,15,13,7.0,9.0,,,30.0,24.0,14.0,8.0,0,0,0,0,1,3,,,0.0,0.0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=WxYvJNhR,WxYvJNhR,GDA 1-0 LEC | Lechia Gdańsk,Lech Poznań
0.65,1.72,52,48,9,18,1,2,0.0,2.0,5,8,342.0,305.0,1,2,0,0,,,4,9,4.0,7.0,6.0,11.0,3.0,7.0,23.0,32.0,0.0,4.0,13.0,9.0,,,4.0,7.0,,,9,13,12.0,11.0,,,35.0,28.0,10.0,10.0,0,0,0,0,1,0,,,0.0,0.0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Ofy1OIU6,Ofy1OIU6,WID 1-1 CRA | Widzew Łódź,Cracovia
1.82,1.13,48,52,14,14,4,2,2.0,4.0,4,4,323.0,336.0,3,2,0,0,,,6,6,4.0,6.0,5.0,9.0,9.0,5.0,12.0,22.0,1.0,2.0,14.0,11.0,,,5.0,5.0,,,11,14,12.0,8.0,,,24.0,13.0,13.0,6.0,0,0,0,0,2,3,,,0.0,0.0,2025-02-09,20,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=OCUWKqOE,OCUWKqOE,KOR 1-0 MOT | Korona Kielce,Motor Lublin
0.33,0.84,38,62,6,13,3,4,1.0,0.0,0,13,224.0,389.0,3,4,0,0,,,1,5,2.0,4.0,5.0,9.0,1.0,4.0,13.0,25.0,1.0,1.0,14.0,18.0,,,2.0,6.0,,,18,14,17.0,3.0,,,40.0,19.0,16.0,14.0,0,0,0,0,4,2,,,0.0,0.0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=GA9BD1Gl,GA9BD1Gl,PIA 1-0 LEG | Piast Gliwice,Legia Warszawa
1.13,2.26,57,43,17,16,6,5,1.0,2.0,9,4,396.0,294.0,1,2,0,0,,,4,5,7.0,6.0,14.0,6.0,3.0,10.0,50.0,17.0,0.0,0.0,8.0,14.0,,,12.0,2.0,,,14,8,10.0,6.0,,,14.0,49.0,9.0,9.0,0,0,0,0,3,5,,,0.0,0.0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=drppS0Vs,drppS0Vs,RAK 1-2 KAT | Raków Częstochowa,GKS Katowice
0.92,1.49,57,43,13,14,4,2,1.0,1.0,5,2,261.0,185.0,3,4,0,0,,,7,9,2.0,3.0,7.0,6.0,6.0,8.0,23.0,18.0,1.0,1.0,13.0,15.0,,,2.0,4.0,,,15,13,15.0,11.0,,,21.0,42.0,6.0,17.0,0,0,0,0,1,3,,,0.0,0.0,2025-02-08,20,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=xb3DXM7K,xb3DXM7K,RAD 1-1 SLA | Radomiak Radom,Śląsk Wrocław
2.19,0.62,49,51,14,13,4,6,4.0,0.0,4,0,328.0,339.0,4,1,0,0,,,5,5,5.0,2.0,10.0,5.0,4.0,8.0,28.0,11.0,0.0,1.0,8.0,14.0,,,3.0,2.0,,,14,8,4.0,2.0,,,11.0,27.0,11.0,14.0,0,0,0,0,6,1,,,0.0,0.0,2025-02-07,20,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=lxNIBuo1,lxNIBuo1,POG 3-0 GOR | Pogoń Szczecin,Górnik Zabrze
1.73,1.22,55,45,11,15,2,3,2.0,2.0,3,5,355.0,274.0,2,2,0,0,,,6,7,3.0,5.0,8.0,11.0,3.0,4.0,19.0,49.0,0.0,0.0,18.0,13.0,,,7.0,3.0,,,13,18,11.0,8.0,,,31.0,15.0,11.0,9.0,0,0,0,0,2,0,,,0.0,0.0,2025-02-07,20,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=2umhQv0f,2umhQv0f,STA 2-1 JAG | Stal Mielec,Jagiellonia Białystok
1.17,1.4,61,39,10,14,6,7,3.0,2.0,5,2,480.0,264.0,1,0,0,0,,,2,5,2.0,2.0,8.0,7.0,2.0,7.0,19.0,21.0,1.0,3.0,15.0,16.0,,,6.0,6.0,,,16,15,5.0,9.0,,,26.0,18.0,8.0,6.0,0,0,0,0,4,5,,,0.0,0.0,2025-02-03,19,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=84npctW7,84npctW7,SLA 1-3 PIA | Śląsk Wrocław,Piast Gliwice
2.84,1.57,60,40,20,13,9,6,3.0,2.0,4,4,400.0,228.0,2,1,1,0,,,5,3,6.0,4.0,14.0,8.0,6.0,5.0,47.0,18.0,1.0,2.0,16.0,13.0,,,4.0,1.0,,,13,16,10.0,12.0,,,15.0,27.0,13.0,14.0,0,0,0,0,5,8,,,0.0,0.0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=zgTeJWnA,zgTeJWnA,LEG 1-1 KOR | Legia Warszawa,Korona Kielce
2.7,0.91,63,37,18,7,8,3,4.0,2.0,7,2,440.0,211.0,1,1,0,0,,,7,4,3.0,0.0,13.0,7.0,5.0,0.0,27.0,17.0,3.0,3.0,17.0,14.0,,,8.0,8.0,,,14,17,14.0,12.0,,,19.0,23.0,11.0,9.0,0,0,0,0,3,3,,,0.0,0.0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nXn1ckQj,nXn1ckQj,JAG 5-0 RAD | Jagiellonia Białystok,Radomiak Radom
0.97,1.89,64,36,16,12,4,1,1.0,3.0,5,6,504.0,229.0,1,1,0,0,,,8,7,4.0,4.0,9.0,11.0,7.0,1.0,21.0,25.0,2.0,0.0,18.0,8.0,,,4.0,8.0,,,8,18,7.0,8.0,,,19.0,16.0,12.0,15.0,0,0,0,0,0,3,,,0.0,0.0,2025-02-02,19,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/puszcza-dtqx13O8/szczegoly/statystyki/?mid=4Cqx3B2T,4Cqx3B2T,GOR 1-1 PUS | Górnik Zabrze,Puszcza Niepołomice
1.66,0.32,59,41,19,7,8,1,2.0,0.0,9,5,394.0,251.0,4,2,0,0,,,6,3,5.0,3.0,13.0,4.0,6.0,3.0,32.0,8.0,0.0,2.0,9.0,14.0,,,8.0,2.0,,,14,9,8.0,3.0,,,13.0,23.0,5.0,9.0,0,0,0,0,1,7,,,0.0,0.0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=zilxa21e,zilxa21e,POG 1-0 ZAG | Pogoń Szczecin,Zagłębie Lubin
0.62,0.72,42,58,15,12,3,3,0.0,0.0,4,2,241.0,384.0,0,3,0,0,,,10,6,2.0,3.0,9.0,6.0,6.0,6.0,21.0,18.0,0.0,2.0,11.0,10.0,,,5.0,5.0,,,10,11,17.0,13.0,,,13.0,18.0,5.0,9.0,0,0,0,0,3,3,,,0.0,0.0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=zXiL6g34,zXiL6g34,CRA 0-0 RAK | Cracovia,Raków Częstochowa
1.06,1.88,62,38,12,12,2,5,1.0,4.0,3,2,406.0,215.0,2,1,0,0,,,7,1,3.0,6.0,6.0,9.0,6.0,3.0,21.0,16.0,1.0,0.0,12.0,12.0,,,2.0,3.0,,,12,12,12.0,9.0,,,13.0,26.0,12.0,9.0,0,0,0,0,4,1,,,0.0,0.0,2025-02-01,19,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=theT0OWr,theT0OWr,MOT 1-1 GDA | Motor Lublin,Lechia Gdańsk
1.82,0.68,61,39,17,11,7,6,3.0,0.0,7,7,461.0,259.0,0,1,0,0,,,7,3,3.0,2.0,12.0,6.0,5.0,5.0,47.0,17.0,3.0,2.0,3.0,16.0,,,3.0,6.0,,,16,3,6.0,7.0,,,15.0,27.0,12.0,13.0,0,0,0,0,5,3,,,0.0,0.0,2025-01-31,19,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=EwumLhIc,EwumLhIc,LEC 4-1 WID | Lech Poznań,Widzew Łódź
2.26,1.18,40,60,22,17,6,1,2.0,1.0,6,6,268.0,416.0,2,1,0,0,,,8,15,8.0,1.0,16.0,12.0,6.0,5.0,32.0,28.0,2.0,1.0,12.0,13.0,,,5.0,10.0,,,13,12,13.0,11.0,,,36.0,31.0,10.0,7.0,0,0,0,0,1,5,,,0.0,0.0,2025-01-31,19,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WboU4XXG,WboU4XXG,KAT 1-0 STA | GKS Katowice,Stal Mielec
0.35,0.95,49,51,8,10,2,3,0.0,2.0,5,6,266.0,280.0,4,5,1,0,,,3,4,3.0,3.0,8.0,6.0,0.0,4.0,16.0,24.0,4.0,1.0,18.0,15.0,,,9.0,2.0,,,15,18,15.0,11.0,,,20.0,20.0,6.0,10.0,0,0,0,0,1,1,,,0.0,0.0,2024-12-14,3,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=boTEzqQ6,boTEzqQ6,SLA 1-2 RAD | Śląsk Wrocław,Radomiak Radom
0.26,0.58,35,65,8,11,3,0,0.0,1.0,5,2,204.0,453.0,1,2,0,0,,,2,8,3.0,3.0,4.0,8.0,4.0,3.0,15.0,20.0,3.0,1.0,14.0,13.0,,,1.0,6.0,,,13,14,10.0,12.0,,,22.0,30.0,15.0,11.0,0,0,0,0,0,3,,,0.0,0.0,2024-12-09,18,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=xOpMyZ3U,xOpMyZ3U,KOR 0-0 POG | Korona Kielce,Pogoń Szczecin
1.24,1.87,64,36,16,12,4,5,2.0,3.0,7,4,375.0,171.0,1,2,0,0,,,9,3,3.0,4.0,10.0,10.0,6.0,2.0,29.0,26.0,1.0,1.0,17.0,7.0,,,7.0,3.0,,,7,17,11.0,20.0,,,23.0,30.0,11.0,9.0,0,0,0,0,2,4,,,0.0,0.0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=G8dDweZH,G8dDweZH,ZAG 0-3 LEG | Zagłębie Lubin,Legia Warszawa
1.22,0.97,32,68,7,19,2,7,1.0,1.0,1,2,180.0,463.0,1,1,0,0,,,2,10,3.0,2.0,7.0,11.0,0.0,8.0,19.0,32.0,2.0,2.0,6.0,20.0,,,2.0,4.0,,,20,6,10.0,7.0,,,29.0,26.0,7.0,5.0,0,0,0,0,6,1,,,0.0,0.0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/puszcza-dtqx13O8/szczegoly/statystyki/?mid=zJCnhflB,zJCnhflB,PUS 1-1 JAG | Puszcza Niepołomice,Jagiellonia Białystok
1.01,0.51,46,54,15,12,7,4,2.0,0.0,6,5,296.0,360.0,2,2,0,0,,,5,5,3.0,3.0,8.0,4.0,7.0,8.0,23.0,11.0,0.0,2.0,14.0,16.0,,,3.0,6.0,,,16,14,8.0,12.0,,,18.0,22.0,12.0,12.0,0,0,0,0,4,7,,,0.0,0.0,2024-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=25EvfGJb,25EvfGJb,PIA 0-0 CRA | Piast Gliwice,Cracovia
1.73,1.79,64,36,25,10,9,3,1.0,2.0,10,1,539.0,272.0,0,2,0,0,,,7,4,9.0,3.0,16.0,8.0,9.0,2.0,41.0,14.0,0.0,1.0,15.0,5.0,,,8.0,2.0,,,5,15,6.0,16.0,,,11.0,29.0,13.0,18.0,0,0,0,0,1,7,,,0.0,0.0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=nBBQpCto,nBBQpCto,RAK 2-2 MOT | Raków Częstochowa,Motor Lublin
0.92,1.61,49,51,13,16,4,4,0.0,1.0,6,10,330.0,329.0,1,2,0,0,,,6,7,3.0,5.0,9.0,11.0,4.0,5.0,21.0,23.0,0.0,0.0,10.0,9.0,,,5.0,9.0,,,9,10,8.0,4.0,,,28.0,19.0,5.0,9.0,0,0,0,0,3,2,,,0.0,0.0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=S6lD8FYi,S6lD8FYi,WID 2-1 STA | Widzew Łódź,Stal Mielec
1.03,1.08,50,50,13,13,6,3,2.0,2.0,6,4,272.0,254.0,3,3,0,0,,,3,8,4.0,2.0,7.0,8.0,6.0,5.0,18.0,22.0,1.0,0.0,14.0,20.0,,,2.0,5.0,,,20,14,9.0,9.0,,,12.0,12.0,15.0,10.0,0,0,0,0,3,5,,,0.0,0.0,2024-12-07,18,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=6wLVexkn,6wLVexkn,GDA 1-0 SLA | Lechia Gdańsk,Śląsk Wrocław
0.89,2.13,43,57,14,21,5,4,1.0,4.0,3,9,315.0,416.0,3,4,1,0,,,3,9,6.0,8.0,8.0,17.0,6.0,4.0,15.0,52.0,2.0,0.0,14.0,17.0,,,1.0,9.0,,,17,14,14.0,5.0,,,39.0,10.0,11.0,8.0,0,0,0,0,3,3,,,0.0,0.0,2024-12-06,18,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=8rg5uH45,8rg5uH45,GOR 2-1 LEC | Górnik Zabrze,Lech Poznań
1.56,0.74,55,45,22,8,4,2,1.0,3.0,5,3,339.0,272.0,5,3,0,0,,,12,4,6.0,2.0,17.0,6.0,5.0,2.0,31.0,23.0,1.0,1.0,15.0,18.0,,,10.0,4.0,,,18,15,6.0,9.0,,,17.0,43.0,10.0,6.0,0,0,0,0,1,3,,,0.0,0.0,2024-12-06,18,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=Wp6ejYIN,Wp6ejYIN,RAD 1-1 KAT | Radomiak Radom,GKS Katowice
2.31,0.77,52,48,18,19,6,8,5.0,0.0,4,7,379.0,325.0,2,4,0,0,,,8,6,4.0,5.0,9.0,12.0,9.0,7.0,20.0,25.0,0.0,0.0,6.0,15.0,,,5.0,10.0,,,15,6,8.0,14.0,,,20.0,18.0,7.0,12.0,0,0,0,0,8,5,,,0.0,0.0,2024-12-02,17,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MDskm86E,MDskm86E,MOT 1-0 RAD | Motor Lublin,Radomiak Radom
3.01,2.67,56,44,21,8,7,2,6.0,5.0,4,4,403.0,292.0,0,2,0,0,,,4,3,10.0,3.0,12.0,8.0,9.0,0.0,34.0,32.0,0.0,1.0,10.0,10.0,,,6.0,2.0,,,10,10,7.0,9.0,,,13.0,17.0,8.0,9.0,0,0,0,0,0,5,,,0.0,0.0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fuTVQHkC,fuTVQHkC,STA 2-2 LEG | Stal Mielec,Legia Warszawa
2.19,0.92,42,58,17,15,6,7,3.0,0.0,4,8,239.0,385.0,1,2,0,0,,,6,7,5.0,1.0,12.0,9.0,5.0,6.0,27.0,20.0,1.0,5.0,8.0,14.0,,,5.0,4.0,,,14,8,9.0,3.0,,,25.0,18.0,6.0,13.0,0,0,0,0,6,5,,,0.0,0.0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=YPvNSwLa,YPvNSwLa,POG 1-1 JAG | Pogoń Szczecin,Jagiellonia Białystok
0.47,1.96,42,58,13,19,3,12,0.0,3.0,4,5,307.0,456.0,4,2,0,0,,,6,4,4.0,3.0,8.0,11.0,5.0,8.0,26.0,34.0,1.0,2.0,10.0,10.0,,,5.0,5.0,,,10,10,8.0,11.0,,,13.0,17.0,14.0,11.0,0,0,0,0,8,1,,,0.0,0.0,2024-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=UJf3P4E7,UJf3P4E7,KOR 2-4 GOR | Korona Kielce,Górnik Zabrze
1.24,0.88,45,55,11,15,4,4,2.0,0.0,0,3,382.0,479.0,1,1,0,0,,,6,7,1.0,4.0,7.0,6.0,4.0,9.0,14.0,26.0,2.0,1.0,14.0,3.0,,,3.0,5.0,,,3,14,8.0,9.0,,,35.0,5.0,8.0,14.0,0,0,0,0,1,2,,,0.0,0.0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=25WwPeKO,25WwPeKO,WID 2-3 RAK | Widzew Łódź,Raków Częstochowa
1.83,0.99,48,52,16,13,5,3,4.0,1.0,5,4,289.0,308.0,1,1,0,0,,,5,5,6.0,5.0,12.0,6.0,4.0,7.0,38.0,21.0,1.0,0.0,10.0,8.0,,,6.0,4.0,,,8,10,9.0,10.0,,,28.0,21.0,7.0,4.0,0,0,0,0,3,3,,,0.0,0.0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Yi1fRQqe,Yi1fRQqe,KAT 2-0 GDA | GKS Katowice,Lechia Gdańsk
1.48,0.41,66,34,27,9,6,4,1.0,1.0,5,3,389.0,155.0,4,4,0,0,,,10,2,11.0,3.0,16.0,7.0,11.0,2.0,29.0,15.0,0.0,4.0,15.0,12.0,,,9.0,3.0,,,12,15,3.0,9.0,,,22.0,20.0,6.0,5.0,0,0,0,0,3,6,,,0.0,0.0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=v31lqa5t,v31lqa5t,SLA 0-1 PUS | Śląsk Wrocław,Puszcza Niepołomice
0.32,0.09,33,67,8,4,3,1,0.0,0.0,5,5,198.0,496.0,5,3,0,0,,,3,1,2.0,2.0,3.0,2.0,5.0,2.0,22.0,20.0,2.0,2.0,9.0,17.0,,,5.0,3.0,,,17,9,3.0,6.0,,,30.0,19.0,15.0,10.0,0,0,0,0,1,3,,,0.0,0.0,2024-11-29,17,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=QayFUajm,QayFUajm,PIA 0-0 LEC | Piast Gliwice,Lech Poznań
1.54,0.98,61,39,21,14,6,3,2.0,1.0,4,5,431.0,231.0,1,4,0,1,,,11,7,4.0,4.0,12.0,5.0,9.0,9.0,38.0,19.0,1.0,1.0,13.0,12.0,,,7.0,4.0,,,12,13,9.0,6.0,,,21.0,29.0,8.0,12.0,0,0,0,0,2,5,,,0.0,0.0,2024-11-29,17,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=QRcnTnFr,QRcnTnFr,CRA 1-1 ZAG | Cracovia,Zagłębie Lubin
2.14,1.25,35,65,17,16,6,3,3.0,1.0,7,6,177.0,405.0,2,4,0,1,,,5,7,6.0,6.0,13.0,10.0,4.0,6.0,36.0,24.0,3.0,0.0,14.0,18.0,,,7.0,6.0,,,18,14,10.0,10.0,,,30.0,29.0,8.0,6.0,0,0,0,0,3,4,,,0.0,0.0,2024-11-25,16,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=KlyLCRU1,KlyLCRU1,PUS 2-0 WID | Puszcza Niepołomice,Widzew Łódź
3.39,0.15,67,33,19,4,6,2,7.0,0.0,8,1,616.0,280.0,2,2,0,1,,,5,1,8.0,1.0,16.0,1.0,3.0,3.0,38.0,10.0,2.0,1.0,14.0,12.0,,,9.0,4.0,,,12,14,9.0,9.0,,,14.0,23.0,6.0,16.0,0,0,0,0,2,5,,,0.0,0.0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=dnOU1AGq,dnOU1AGq,GOR 1-0 PIA | Górnik Zabrze,Piast Gliwice
