xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,faule_gosp,faule_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,zapobiegniecia_gosc,bledy_strzal_gosc,bledy_gol_gosc,bledy_gol_gosp,zapobiegniecia_gosp,czk_gosc,czk_gosp,bledy_strzal_gosp,data_meczu_flash,kolejka_flash,url,flash_id,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc
0.61,1.14,29,71,11,24,2,5,1,7,150,466,3,3,9,19,1,0,16,18,16,15,4,1,0,0,0,0,0,0,0,0,2023-12-10,18,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=jaQVgNRC,jaQVgNRC,,
0.88,1.05,64,36,19,7,4,3,14,3,425,198,3,2,15,4,0,0,12,14,15,11,2,4,0,0,0,0,0,0,0,0,2023-12-10,18,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=t8HHboDs,t8HHboDs,,
0.58,0.30,64,36,14,6,4,0,7,3,450,208,1,2,10,6,2,1,15,10,8,14,0,4,0,0,0,0,0,0,0,0,2023-12-09,18,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=UkPZhssJ,UkPZhssJ,,
1.86,0.61,52,48,18,11,7,3,12,2,377,329,0,0,11,8,1,0,9,12,11,11,1,5,0,0,0,0,0,0,0,0,2023-12-09,18,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=pxWo47kK,pxWo47kK,,
1.34,0.84,62,38,15,11,7,2,12,3,387,221,3,5,8,9,0,0,10,12,11,14,1,6,0,0,0,0,0,1,0,0,2023-12-09,18,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=fXWMeqc0,fXWMeqc0,,
0.66,0.71,66,34,14,8,5,5,9,2,501,199,0,2,9,3,1,1,14,10,9,13,2,2,0,0,0,0,0,0,0,0,2023-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=MJYEc5Sm,MJYEc5Sm,,
0.65,0.93,41,59,11,13,5,6,4,9,271,430,3,2,6,7,0,0,7,18,17,7,4,3,0,0,0,0,0,0,1,0,2023-12-08,18,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=8zyRf3C6,8zyRf3C6,,
0.54,1.21,32,68,7,10,5,5,2,7,211,545,1,1,2,5,1,0,11,9,9,11,4,4,0,0,0,0,0,0,0,0,2023-12-03,17,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=UTmat4cD,UTmat4cD,,
0.89,1.74,46,54,14,11,1,5,8,2,340,416,0,1,13,6,2,1,11,7,7,9,2,1,0,0,0,0,0,0,0,0,2023-12-03,17,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dIUA2fEF,dIUA2fEF,,
2.50,1.74,48,52,23,17,7,8,13,9,141,174,1,4,16,9,0,0,12,5,7,14,4,3,0,0,0,0,0,0,1,0,2023-12-03,17,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=0jy24Gq3,0jy24Gq3,,
0.54,0.96,41,59,11,11,3,3,7,7,127,231,1,3,8,8,0,0,10,11,11,10,2,3,0,0,0,0,0,0,0,0,2023-12-02,17,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=lEhvoSrr,lEhvoSrr,,
1.26,1.42,61,39,13,15,3,6,9,5,399,231,1,1,10,9,0,0,8,13,12,9,3,3,0,0,0,0,0,0,0,0,2023-12-02,17,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=jwkespr7,jwkespr7,,
1.05,2.32,41,59,10,26,4,5,5,7,257,392,3,2,6,21,3,1,14,18,14,13,5,3,0,0,0,0,0,0,1,0,2023-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=IRV63za9,IRV63za9,,
1.36,2.21,40,60,13,14,4,5,8,2,285,486,5,1,9,9,1,0,14,17,18,14,3,3,0,0,0,0,0,0,1,0,2023-12-01,17,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=M3pirQS0,M3pirQS0,,
1.49,1.44,55,45,12,13,2,3,4,5,291,217,2,2,10,10,4,2,14,19,14,13,2,2,0,0,0,0,0,0,0,0,2023-11-27,16,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=CUf7rZMq,CUf7rZMq,,
0.05,0.69,69,31,19,14,8,7,8,3,560,230,2,3,11,7,2,0,12,10,12,11,4,7,0,0,0,0,0,0,0,0,2023-11-26,16,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=fV5TkHU9,fV5TkHU9,,
1.26,0.87,41,59,10,25,3,5,6,7,203,354,2,2,7,20,1,2,12,16,16,13,4,2,0,0,0,0,0,0,0,0,2023-11-26,16,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=8dlGtDid,8dlGtDid,,
0.67,2.03,33,67,6,22,3,8,1,10,143,364,6,1,3,14,2,0,9,13,12,8,7,1,0,0,0,0,0,0,0,0,2023-11-26,16,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/puszcza-dtqx13O8/szczegoly/statystyki/?mid=AL8umFES,AL8umFES,,
2.00,1.16,67,33,19,14,4,3,4,3,472,188,5,3,15,11,2,2,17,14,14,17,1,2,0,0,0,0,0,0,0,0,2023-11-25,16,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=xfeYlypG,xfeYlypG,,
2.29,1.98,66,34,31,7,7,4,11,4,593,261,0,1,24,3,2,1,5,4,2,5,1,5,0,0,0,0,0,0,0,0,2023-11-25,16,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=GpfxleaM,GpfxleaM,,
2.48,0.50,67,33,18,12,6,3,6,4,519,206,2,4,12,9,2,3,13,13,10,12,2,5,0,0,0,0,0,0,0,0,2023-11-25,16,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fgpCsgxj,fgpCsgxj,,
1.36,1.01,61,39,17,13,6,2,2,10,494,280,3,1,11,11,0,4,18,9,8,14,2,6,0,0,0,0,0,1,0,0,2023-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=tS1PjcF3,tS1PjcF3,,
0.34,3.42,45,55,8,28,3,11,0,5,332,415,1,2,5,17,2,0,10,20,20,11,9,3,0,0,0,0,0,0,0,0,2023-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=Maxb5dUd,Maxb5dUd,,
0.96,0.24,67,33,30,5,11,1,9,3,485,206,0,0,19,4,7,1,11,15,9,10,0,9,0,0,0,0,0,2,0,0,2023-11-18,12,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=boyXTEjg,boyXTEjg,,
0.55,0.58,49,51,12,11,3,2,2,3,305,326,2,5,9,9,1,0,21,18,15,22,2,3,0,0,0,0,0,0,0,0,2023-11-13,15,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=h6LUUFhp,h6LUUFhp,,
0.25,0.47,51,49,6,5,2,2,9,2,289,288,3,2,4,3,1,1,13,30,29,12,2,2,0,0,0,0,0,0,0,0,2023-11-12,15,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=OjVbzxVM,OjVbzxVM,,
1.36,0.97,53,47,21,8,9,4,9,2,378,332,0,2,12,4,0,5,15,5,5,9,3,8,0,0,0,0,0,0,0,0,2023-11-12,15,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=zRY2ZepT,zRY2ZepT,,
1.01,1.01,36,64,12,24,6,8,3,9,219,448,0,0,6,16,1,2,18,8,7,17,7,4,0,0,0,0,0,0,1,0,2023-11-12,15,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WdKYTZ7j,WdKYTZ7j,,
1.04,1.04,40,60,9,13,4,5,2,5,250,437,2,3,5,8,6,6,12,15,11,8,3,2,0,0,0,0,0,0,0,0,2023-11-11,15,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=tSufyIFG,tSufyIFG,,
1.58,0.87,45,55,14,8,4,1,4,5,289,374,1,2,10,7,3,5,18,16,12,14,0,3,0,0,0,0,0,0,1,0,2023-11-11,15,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=2ysjxb0A,2ysjxb0A,,
1.82,1.28,61,39,15,11,5,4,6,7,419,225,5,2,10,7,0,0,1,7,18,13,1,2,0,0,0,0,0,1,0,0,2023-11-11,15,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=n52Liw0c,n52Liw0c,,
1.05,0.66,63,37,24,5,7,3,6,1,465,232,2,3,17,2,0,2,18,12,12,15,2,7,0,0,0,0,0,2,0,0,2023-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=Y1xnwvo4,Y1xnwvo4,,
0.58,0.81,63,37,10,9,5,4,6,6,406,175,1,2,5,5,1,1,16,18,17,16,2,5,0,0,0,0,0,0,0,0,2023-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=8E3HhJpi,8E3HhJpi,,
1.18,0.21,52,48,18,9,7,1,4,4,323,286,3,3,11,8,0,2,24,12,14,22,1,6,0,0,0,0,0,0,0,0,2023-11-06,14,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=G4jGPKG4,G4jGPKG4,,
1.07,0.96,57,43,17,8,0,4,8,5,355,242,2,4,17,4,2,1,15,15,13,14,3,0,0,0,0,0,0,0,0,0,2023-11-05,14,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=ptdiHdOp,ptdiHdOp,,
3.20,0.19,58,42,26,4,9,1,11,1,412,267,0,3,17,3,2,1,14,13,11,13,1,4,0,0,0,0,0,0,0,0,2023-11-05,14,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=bqpZut1o,bqpZut1o,,
0.93,0.89,48,52,10,11,3,2,5,3,275,306,2,2,7,9,0,0,14,13,12,13,1,1,0,0,0,0,0,0,0,0,2023-11-05,14,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=fBwrvKVc,fBwrvKVc,,
0.92,0.06,66,34,18,8,6,3,5,2,494,199,0,2,12,5,3,1,15,17,13,15,3,4,0,0,0,0,0,0,0,0,2023-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=OUgONboH,OUgONboH,,
1.39,0.90,72,28,26,3,7,1,15,1,530,154,0,2,19,2,2,3,9,8,6,8,0,7,0,0,0,0,0,0,0,0,2023-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/warta-poznan-CrVUWAl8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Cnlwu0Gi,Cnlwu0Gi,,
0.81,1.52,46,54,13,12,2,4,6,2,274,344,1,3,11,8,3,1,10,14,10,9,2,2,0,0,0,0,0,1,0,0,2023-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/puszcza-dtqx13O8/szczegoly/statystyki/?mid=rX9PLxGT,rX9PLxGT,,
1.85,0.34,57,43,18,12,7,1,4,3,540,359,1,2,11,11,4,1,11,10,5,11,1,3,0,0,0,0,0,0,0,0,2023-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=U7fKOvWA,U7fKOvWA,,
0.76,0.75,48,52,14,14,4,2,1,5,274,316,1,1,10,12,1,0,17,15,15,14,2,4,0,0,0,0,0,0,0,0,2023-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=2LhSMI0N,2LhSMI0N,,
,,59,41,18,9,7,3,4,5,451,263,1,2,11,6,3,1,9,14,12,9,2,6,0,0,0,0,0,0,0,0,2023-10-29,13,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=nPbaT2Hu,nPbaT2Hu,,
,,69,31,25,3,5,3,8,0,539,218,4,1,20,0,2,2,17,12,9,15,0,4,0,0,0,0,0,0,0,0,2023-10-29,13,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=MmSiPj5O,MmSiPj5O,,
,,67,33,31,10,7,5,11,1,486,208,2,3,24,5,1,1,22,13,12,21,2,5,0,0,0,0,0,0,0,0,2023-10-29,13,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lzUqRCzC,lzUqRCzC,,
,,47,53,9,8,4,5,2,5,318,361,4,7,5,3,1,2,14,10,8,14,3,2,0,0,0,0,0,1,0,0,2023-10-28,13,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=QFc3SMWo,QFc3SMWo,,
,,38,62,17,13,6,8,5,2,218,425,3,2,11,5,2,1,13,15,13,11,7,5,0,0,0,0,0,0,0,0,2023-10-28,13,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=WbZvShL5,WbZvShL5,,
,,43,57,16,7,6,2,3,6,276,400,2,1,10,5,1,3,10,0,6,7,1,4,0,0,0,0,0,0,0,0,2023-10-28,13,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=KYpeOAKU,KYpeOAKU,,
,,38,62,7,13,1,3,0,7,193,367,6,2,6,10,1,2,10,29,28,8,2,0,0,0,0,0,0,0,0,0,2023-10-28,13,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fk27Rtnh,fk27Rtnh,,
,,50,50,14,18,0,7,9,4,322,345,2,1,14,11,3,0,12,17,14,13,2,0,0,0,0,0,0,0,0,0,2023-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=Yu1BQ01b,Yu1BQ01b,,
,,55,45,19,17,10,4,3,10,306,208,1,3,9,13,0,2,14,15,15,13,1,5,0,0,0,0,0,0,0,0,2023-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=SQSmQWkI,SQSmQWkI,,
,,42,58,9,15,4,6,3,1,253,389,5,1,5,9,1,0,13,21,20,13,3,1,0,0,0,0,0,0,0,0,2023-10-24,4,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=dpVeHs6f,dpVeHs6f,,
,,63,37,10,10,2,3,7,0,426,220,2,1,8,7,0,2,12,19,19,17,2,2,0,0,0,0,0,0,0,0,2023-10-23,12,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=prXSUfym,prXSUfym,,
,,30,70,9,16,4,6,3,10,163,492,3,3,5,10,1,0,9,17,17,11,5,2,0,0,0,0,0,0,0,0,2023-10-22,12,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=OUw0RLUf,OUw0RLUf,,
,,49,51,14,22,4,3,5,9,233,242,3,1,10,19,2,2,24,15,13,22,2,3,0,0,0,0,0,0,0,0,2023-10-22,12,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=2JsOVzMt,2JsOVzMt,,
,,65,35,16,7,5,2,10,2,488,243,1,1,11,5,1,1,14,18,16,15,1,2,0,0,0,0,0,0,0,0,2023-10-21,12,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=KdX8Paa7,KdX8Paa7,,
,,37,63,11,16,6,3,0,5,226,417,2,1,5,13,0,1,10,8,9,10,3,2,0,0,0,0,0,0,0,0,2023-10-21,12,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=h8zyTY5a,h8zyTY5a,,
,,31,69,15,10,4,3,4,1,118,365,6,1,11,7,2,3,13,24,21,10,2,3,0,0,0,0,0,0,0,0,2023-10-21,12,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QgKfm3iE,QgKfm3iE,,
,,51,49,17,8,8,1,8,4,477,418,1,0,9,7,5,1,7,18,11,7,1,5,0,0,0,0,0,0,0,0,2023-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=xYs4Qup1,xYs4Qup1,,
,,39,61,5,7,3,1,7,7,271,450,3,2,2,6,5,1,11,16,12,11,1,3,0,0,0,0,0,0,0,0,2023-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=bmWCOJED,bmWCOJED,,
,,68,32,22,8,5,2,7,3,432,180,7,5,17,6,0,3,26,14,15,22,1,4,0,0,0,0,0,0,0,0,2023-10-08,11,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=xAaHZqNE,xAaHZqNE,,
,,41,59,16,12,4,5,8,3,256,450,2,0,12,7,3,2,13,21,18,11,1,2,0,0,0,0,0,0,0,0,2023-10-08,11,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=G4EMD20e,G4EMD20e,,
,,39,61,15,13,8,2,4,10,224,371,2,2,7,11,0,3,17,15,15,14,1,7,0,0,0,0,0,0,0,0,2023-10-08,11,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=U7vdS1Fl,U7vdS1Fl,,
,,37,63,10,16,5,7,2,6,196,378,2,3,5,9,1,0,10,9,10,11,4,5,0,0,0,0,0,0,0,0,2023-10-07,11,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=ANcPXNiR,ANcPXNiR,,
,,50,50,12,15,6,5,3,2,418,412,1,1,6,10,1,0,8,13,11,9,4,5,0,0,0,0,0,0,0,0,2023-10-07,11,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=pvJQCMF1,pvJQCMF1,,
,,44,56,16,10,4,4,3,1,324,442,1,1,12,6,5,1,8,19,14,7,4,3,0,0,0,0,0,0,0,0,2023-10-07,11,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=jHuhTs0r,jHuhTs0r,,
,,54,46,16,12,8,3,5,5,353,302,0,1,8,9,2,1,19,13,11,18,3,5,0,0,0,0,0,0,0,0,2023-10-07,11,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=WWbLY3xL,WWbLY3xL,,
,,65,35,13,10,9,2,7,2,464,210,0,1,4,8,1,0,15,15,14,16,1,5,0,0,0,0,0,0,0,0,2023-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QZeDzQ78,QZeDzQ78,,
,,67,33,11,6,3,2,2,2,476,181,0,2,8,4,0,1,14,7,8,13,1,2,0,0,0,0,0,0,0,0,2023-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=OUHUBtV7,OUHUBtV7,,
,,63,37,25,9,6,3,11,2,476,268,1,1,19,6,0,6,21,11,11,15,1,6,0,0,0,0,0,0,0,0,2023-10-02,10,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=CdDi0qWe,CdDi0qWe,,
,,40,60,4,14,2,1,3,7,341,494,2,2,2,13,0,4,21,15,14,16,1,0,0,0,0,0,0,1,0,0,2023-10-01,10,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=QaHea3o2,QaHea3o2,,
,,39,61,15,5,9,3,8,7,267,445,3,0,6,2,1,6,13,12,11,7,3,4,0,0,0,0,0,0,0,0,2023-10-01,10,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Ig4sN6w9,Ig4sN6w9,,
,,45,55,12,11,9,3,7,5,252,315,2,3,3,8,3,0,14,19,16,14,3,6,0,0,0,0,0,0,0,0,2023-10-01,10,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=O6ZsLp8L,O6ZsLp8L,,
,,60,40,18,7,5,2,8,2,380,250,5,0,13,5,0,0,12,18,17,11,1,5,0,0,0,0,0,0,0,0,2023-09-30,10,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fkQDFOVr,fkQDFOVr,,
,,34,66,14,14,6,4,3,4,149,354,1,2,8,10,1,0,14,17,16,14,2,4,0,0,0,0,0,0,0,0,2023-09-30,10,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=pGzvMQhF,pGzvMQhF,,
,,63,37,14,16,2,5,10,3,433,223,1,1,12,11,1,1,12,9,10,13,3,2,0,0,0,0,0,0,0,0,2023-09-30,10,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=xEFIErok,xEFIErok,,
,,43,57,10,11,4,2,1,1,282,401,2,5,6,9,0,1,15,14,15,17,1,1,0,0,0,0,0,0,0,0,2023-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=v35wOnO2,v35wOnO2,,
,,61,39,23,9,9,4,7,1,412,251,2,4,14,5,0,1,14,12,13,14,1,7,0,0,0,0,0,0,0,0,2023-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=ITYoK4NR,ITYoK4NR,,
,,55,45,12,7,6,2,5,2,357,286,1,2,6,5,4,0,13,17,12,16,1,2,0,0,0,0,0,0,0,0,2023-09-28,6,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=OYTBrK4g,OYTBrK4g,,
,,47,53,16,17,5,6,10,4,287,345,2,1,11,11,5,1,9,14,10,7,2,2,0,0,0,0,0,1,0,0,2023-09-27,6,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=rypDtbZ5,rypDtbZ5,,
,,61,39,18,11,6,3,6,3,489,275,1,1,12,8,1,1,14,13,12,13,2,4,0,0,0,0,0,0,0,0,2023-09-24,9,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=xzq887OF,xzq887OF,,
