xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
1.85,1.01,46.0,54.0,17.0,15.0,2.0,3.0,4.0,2.0,6.0,10.0,0,3,1.13,0.75,12.0,8.0,3.0,4.0,11.0,9.0,6.0,6.0,30.0,29.0,1.0,1.0,14.0,15.0,1.67,1.54,15.0,14.0,48.0,51.0,37.0,24.0,11.0,4.0,0,1,0,1,3.0,1.0,0.75,1.13,-0.25,0.13,0,0,2026-04-06,27.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=jwXakPq3,jwXakPq3,310,359,359,420,26,45,10,30,86.0,104.0,92.0,121.0,9.0,26.0,9.0,40.0,9,11,13,18,MOT,RAD
1.4,2.01,37.0,63.0,6.0,21.0,5.0,7.0,2.0,2.0,3.0,9.0,3,3,2.22,1.46,1.0,9.0,0.0,5.0,4.0,14.0,2.0,7.0,8.0,37.0,1.0,4.0,9.0,10.0,0.31,1.49,10.0,9.0,44.0,50.0,59.0,28.0,9.0,3.0,0,1,1,1,5.0,2.0,1.46,2.22,-0.54,-0.78,1,0,2026-04-06,27.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=8bwsZ3aM,8bwsZ3aM,185,289,362,465,21,64,31,61,28.0,78.0,107.0,159.0,1.0,8.0,10.0,28.0,5,11,5,11,BBT,PIA
1.04,1.26,49.0,51.0,10.0,17.0,3.0,3.0,2.0,1.0,3.0,3.0,3,1,0.94,0.98,5.0,7.0,2.0,7.0,6.0,10.0,4.0,7.0,18.0,30.0,1.0,0.0,12.0,15.0,0.88,1.7,15.0,12.0,48.0,30.0,18.0,19.0,8.0,11.0,0,1,0,0,3.0,3.0,0.98,0.94,0.98,0.94,0,0,2026-04-04,27.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=p4vcRCcD,p4vcRCcD,406,472,430,486,25,45,24,44,85.0,123.0,101.0,124.0,2.0,15.0,9.0,17.0,13,20,7,12,JAG,LPO
2.53,1.21,53.0,47.0,16.0,16.0,4.0,3.0,5.0,1.0,4.0,6.0,0,2,2.1,0.39,4.0,9.0,8.0,4.0,9.0,9.0,7.0,7.0,32.0,16.0,2.0,0.0,11.0,10.0,0.85,0.68,10.0,11.0,45.0,51.0,15.0,18.0,16.0,10.0,1,0,0,2,3.0,1.0,0.39,2.1,0.39,-0.9,0,0,2026-04-04,27.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=OWvERLid,OWvERLid,404,479,338,413,29,64,14,43,85.0,119.0,58.0,91.0,7.0,13.0,4.0,16.0,7,16,6,22,CRA,GOR
1.22,1.07,39.0,61.0,7.0,16.0,2.0,2.0,3.0,1.0,4.0,5.0,2,4,1.02,0.09,4.0,9.0,1.0,5.0,7.0,10.0,0.0,6.0,22.0,24.0,3.0,2.0,19.0,10.0,1.12,1.26,10.0,19.0,57.0,41.0,36.0,31.0,6.0,7.0,1,0,0,0,1.0,2.0,0.09,1.02,-0.91,0.02,0,1,2026-04-04,27.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=CjtkTYS0,CjtkTYS0,203,305,386,468,18,65,10,42,31.0,90.0,145.0,185.0,4.0,8.0,6.0,29.0,4,7,6,6,RCZ,WID
0.93,1.11,64.0,36.0,15.0,15.0,5.0,4.0,1.0,2.0,10.0,2.0,3,1,1.05,0.84,6.0,7.0,4.0,4.0,9.0,11.0,6.0,4.0,31.0,24.0,2.0,1.0,9.0,9.0,1.4,1.12,9.0,9.0,47.0,39.0,25.0,38.0,4.0,9.0,0,1,0,0,4.0,4.0,0.84,1.05,0.84,0.05,0,0,2026-04-04,27.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=IimtVfbl,IimtVfbl,478,543,242,312,24,41,25,71,172.0,203.0,65.0,101.0,12.0,42.0,5.0,17.0,7,15,6,9,GKS,WPL
1.71,1.53,54.0,46.0,17.0,11.0,2.0,4.0,1.0,2.0,7.0,3.0,1,3,0.98,1.21,7.0,4.0,8.0,3.0,9.0,6.0,8.0,5.0,31.0,17.0,2.0,0.0,11.0,18.0,1.3,0.23,18.0,11.0,55.0,63.0,21.0,34.0,11.0,9.0,1,1,1,0,3.0,1.0,1.21,0.98,0.21,-0.02,0,0,2026-03-22,26.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=h8lQ7R0N,h8lQ7R0N,341,413,295,379,14,36,20,59,104.0,139.0,47.0,79.0,8.0,29.0,2.0,7.0,7,15,14,21,LEG,RCZ
0.3,0.38,46.0,54.0,5.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,1,1,0.0,0.27,3.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,18.0,14.0,0.0,3.0,9.0,17.0,0.24,0.35,17.0,9.0,55.0,78.0,18.0,36.0,11.0,8.0,0,1,0,0,2.0,0.0,0.27,0.0,0.27,0.0,0,0,2026-03-22,26.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=46tQxn0c,46tQxn0c,259,374,340,443,25,59,34,80,51.0,100.0,75.0,119.0,1.0,15.0,1.0,12.0,18,24,20,32,GOR,WID
3.58,1.23,67.0,33.0,26.0,9.0,9.0,4.0,6.0,1.0,6.0,5.0,0,5,2.72,0.7,10.0,3.0,7.0,2.0,15.0,5.0,11.0,4.0,37.0,13.0,1.0,1.0,17.0,7.0,2.32,0.71,7.0,17.0,45.0,38.0,11.0,27.0,5.0,4.0,0,1,1,0,3.0,5.0,0.7,2.72,-0.3,-1.28,1,0,2026-03-22,26.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=8pb8K4pT,8pb8K4pT,499,560,203,271,26,38,24,42,113.0,150.0,41.0,69.0,9.0,24.0,4.0,10.0,5,12,8,13,LPO,BBT
3.0,0.81,54.0,46.0,25.0,10.0,4.0,5.0,4.0,2.0,7.0,3.0,1,1,2.17,1.3,9.0,4.0,12.0,1.0,19.0,7.0,6.0,3.0,39.0,22.0,2.0,1.0,16.0,14.0,1.26,0.91,14.0,16.0,63.0,55.0,16.0,24.0,7.0,7.0,0,0,0,0,5.0,1.0,1.3,2.17,1.3,-0.83,0,0,2026-03-22,26.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=v56iOno4,v56iOno4,317,410,276,355,19,54,13,46,67.0,100.0,50.0,78.0,9.0,20.0,4.0,13.0,7,16,6,15,ARK,KOR
2.04,1.42,74.0,26.0,25.0,6.0,8.0,3.0,3.0,2.0,8.0,1.0,0,2,1.18,1.58,10.0,3.0,7.0,0.0,12.0,4.0,13.0,2.0,32.0,12.0,0.0,0.0,10.0,6.0,1.26,0.88,6.0,10.0,52.0,38.0,20.0,58.0,7.0,9.0,0,0,0,0,1.0,7.0,1.58,1.18,-0.42,0.18,0,0,2026-03-21,26.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=proI9mWA,proI9mWA,586,662,158,239,13,20,21,60,333.0,386.0,24.0,56.0,6.0,53.0,3.0,11.0,7,9,13,20,JAG,WPL
2.68,1.53,41.0,59.0,15.0,18.0,7.0,7.0,4.0,1.0,7.0,9.0,1,0,1.68,1.52,5.0,1.0,3.0,10.0,9.0,11.0,6.0,7.0,19.0,40.0,0.0,4.0,6.0,10.0,2.33,0.99,10.0,6.0,54.0,48.0,42.0,34.0,11.0,15.0,0,0,0,0,6.0,4.0,1.52,1.68,0.52,-0.32,0,0,2026-03-21,26.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=xtQd25Op,xtQd25Op,213,309,356,460,25,67,25,49,65.0,110.0,95.0,146.0,5.0,21.0,8.0,23.0,10,18,3,5,LGD,POG
1.2,1.67,40.0,60.0,9.0,17.0,2.0,4.0,1.0,2.0,6.0,3.0,2,1,0.96,0.23,3.0,7.0,4.0,6.0,7.0,11.0,2.0,6.0,21.0,28.0,1.0,0.0,14.0,11.0,0.69,0.84,11.0,14.0,50.0,41.0,35.0,27.0,12.0,4.0,1,1,0,0,3.0,1.0,0.23,0.96,0.23,-0.04,0,0,2026-03-21,26.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=CI4aMQFG,CI4aMQFG,200,280,335,416,14,59,18,41,47.0,79.0,81.0,111.0,3.0,14.0,6.0,22.0,7,13,8,13,CRA,GKS
1.5,0.37,46.0,54.0,9.0,9.0,1.0,1.0,2.0,0.0,4.0,5.0,0,0,0.86,0.03,4.0,4.0,4.0,4.0,9.0,7.0,0.0,2.0,26.0,32.0,3.0,2.0,14.0,13.0,0.69,1.12,13.0,14.0,65.0,62.0,37.0,33.0,2.0,8.0,2,0,0,1,1.0,0.0,0.03,0.86,0.03,-0.14,0,0,2026-03-20,26.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=rwDrQ8Gi,rwDrQ8Gi,188,285,234,330,13,48,19,55,34.0,73.0,91.0,145.0,2.0,12.0,7.0,22.0,13,22,14,24,MOT,ZAG
2.85,0.58,45.0,55.0,20.0,6.0,9.0,2.0,4.0,1.0,5.0,3.0,3,3,3.25,0.87,7.0,3.0,4.0,1.0,13.0,5.0,7.0,1.0,35.0,22.0,1.0,3.0,8.0,7.0,1.86,0.57,7.0,8.0,38.0,46.0,28.0,38.0,10.0,12.0,0,0,0,1,1.0,6.0,0.87,3.25,-0.13,0.25,0,0,2026-03-20,26.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=OA3wFr8j,OA3wFr8j,279,367,365,455,25,66,25,57,103.0,151.0,87.0,124.0,5.0,17.0,3.0,15.0,6,12,10,16,PIA,RAD
1.51,0.81,51.0,49.0,18.0,13.0,5.0,4.0,2.0,0.0,5.0,1.0,5,2,1.73,0.3,8.0,3.0,5.0,6.0,11.0,10.0,7.0,3.0,34.0,21.0,3.0,1.0,16.0,15.0,1.14,0.64,15.0,16.0,51.0,41.0,30.0,22.0,11.0,9.0,2,0,0,0,3.0,2.0,0.3,1.73,-0.7,-0.27,0,0,2026-03-17,16.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=f5tnDh2M,f5tnDh2M,368,452,352,424,13,44,30,57,100.0,135.0,76.0,112.0,8.0,19.0,6.0,19.0,14,19,4,8,GKS,JAG
2.15,0.73,64.0,36.0,23.0,5.0,7.0,4.0,1.0,2.0,10.0,3.0,0,1,0.59,1.14,10.0,1.0,6.0,0.0,21.0,5.0,2.0,0.0,51.0,14.0,0.0,3.0,7.0,12.0,1.97,0.79,12.0,7.0,46.0,58.0,31.0,59.0,7.0,10.0,0,0,1,0,4.0,5.0,1.14,0.59,1.14,-1.41,0,0,2026-03-16,25.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=UBYpBujI,UBYpBujI,430,506,224,294,21,40,16,46,138.0,194.0,51.0,80.0,8.0,38.0,3.0,18.0,11,17,12,18,KOR,POG
0.7,1.43,43.0,57.0,13.0,15.0,6.0,3.0,0.0,4.0,4.0,7.0,0,0,1.52,1.05,4.0,7.0,3.0,5.0,5.0,9.0,8.0,6.0,17.0,18.0,0.0,0.0,10.0,12.0,0.48,0.85,12.0,10.0,42.0,45.0,26.0,22.0,7.0,11.0,0,0,0,1,2.0,3.0,1.05,1.52,0.05,-1.48,0,1,2026-03-15,25.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=0WtUENjg,0WtUENjg,253,338,378,437,16,53,19,37,78.0,115.0,73.0,100.0,1.0,13.0,6.0,23.0,9,17,8,11,GOR,RCZ
0.55,2.14,37.0,63.0,14.0,15.0,1.0,4.0,0.0,2.0,2.0,3.0,1,3,0.48,1.3,8.0,5.0,5.0,6.0,6.0,8.0,8.0,7.0,33.0,19.0,1.0,3.0,14.0,12.0,0.55,0.63,12.0,14.0,58.0,50.0,23.0,33.0,13.0,5.0,0,0,0,0,3.0,1.0,1.3,0.48,0.3,0.48,0,0,2026-03-15,25.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=fJBTGqMt,fJBTGqMt,192,287,425,516,28,58,19,51,44.0,94.0,72.0,111.0,4.0,19.0,0.0,11.0,12,16,11,15,LPO,ZAG
0.6,0.66,49.0,51.0,10.0,10.0,1.0,1.0,1.0,0.0,8.0,3.0,2,1,0.22,0.41,4.0,2.0,5.0,7.0,4.0,6.0,6.0,4.0,16.0,17.0,3.0,1.0,21.0,20.0,0.33,0.8,20.0,21.0,64.0,51.0,21.0,33.0,8.0,5.0,1,0,0,0,1.0,1.0,0.41,0.22,0.41,0.22,0,0,2026-03-15,25.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8O69Blp1,8O69Blp1,238,313,234,331,23,57,24,66,47.0,80.0,59.0,101.0,3.0,22.0,4.0,11.0,5,10,10,16,ARK,WID
1.5,0.78,74.0,26.0,29.0,4.0,6.0,2.0,1.0,1.0,11.0,4.0,0,3,1.12,0.72,11.0,2.0,12.0,0.0,20.0,4.0,9.0,0.0,50.0,12.0,2.0,0.0,8.0,6.0,1.42,0.2,6.0,8.0,54.0,53.0,21.0,59.0,7.0,2.0,0,0,0,0,2.0,6.0,0.72,1.12,-0.28,0.12,0,0,2026-03-14,25.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xxxg9JKU,xxxg9JKU,452,513,103,190,14,32,26,64,211.0,244.0,24.0,68.0,10.0,54.0,1.0,6.0,9,10,14,17,CRA,WPL
1.39,1.02,38.0,62.0,13.0,14.0,7.0,1.0,2.0,1.0,5.0,5.0,1,2,1.16,0.01,4.0,8.0,2.0,5.0,7.0,6.0,6.0,8.0,14.0,22.0,2.0,2.0,8.0,9.0,0.64,0.93,9.0,8.0,56.0,41.0,36.0,16.0,6.0,7.0,0,1,0,0,1.0,5.0,0.01,1.16,0.01,-0.84,0,0,2026-03-14,25.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=G2g1DVWo,G2g1DVWo,222,299,409,495,23,53,24,47,59.0,84.0,106.0,145.0,3.0,14.0,3.0,19.0,10,13,13,16,GKS,LGD
0.48,1.01,64.0,36.0,15.0,17.0,5.0,7.0,0.0,2.0,7.0,7.0,0,3,0.71,1.23,5.0,6.0,5.0,4.0,6.0,11.0,9.0,6.0,23.0,29.0,5.0,0.0,15.0,6.0,0.68,1.18,6.0,15.0,51.0,41.0,25.0,49.0,10.0,14.0,1,0,0,0,4.0,4.0,1.23,0.71,-0.77,-0.29,0,0,2026-03-14,25.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=lGi9B91b,lGi9B91b,448,563,219,312,18,44,17,62,142.0,198.0,92.0,140.0,5.0,31.0,10.0,17.0,7,14,9,15,JAG,PIA
0.6,0.78,57.0,43.0,7.0,11.0,1.0,6.0,1.0,3.0,3.0,7.0,2,1,0.49,0.92,4.0,4.0,2.0,1.0,2.0,7.0,5.0,4.0,3.0,23.0,3.0,1.0,19.0,14.0,0.42,1.19,14.0,19.0,56.0,54.0,24.0,23.0,9.0,7.0,1,0,0,0,5.0,0.0,0.92,0.49,-0.08,-0.51,0,0,2026-03-13,25.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=8dpxD1L5,8dpxD1L5,311,404,201,287,20,51,24,55,70.0,112.0,54.0,94.0,1.0,11.0,5.0,19.0,6,12,7,13,LEG,RAD
1.51,1.54,45.0,55.0,20.0,11.0,7.0,4.0,4.0,2.0,4.0,4.0,3,6,1.78,1.13,6.0,4.0,7.0,3.0,14.0,8.0,6.0,3.0,55.0,30.0,0.0,1.0,13.0,19.0,1.35,1.4,19.0,13.0,60.0,54.0,30.0,35.0,5.0,10.0,0,0,0,1,2.0,6.0,1.13,1.78,-0.87,0.78,0,1,2026-03-13,25.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=4j0I9SED,4j0I9SED,278,367,388,471,28,50,20,47,90.0,142.0,100.0,141.0,6.0,22.0,2.0,14.0,8,18,5,11,MOT,BBT
1.21,3.08,51.0,49.0,15.0,15.0,1.0,5.0,1.0,6.0,6.0,2.0,2,1,0.05,3.46,9.0,6.0,5.0,4.0,9.0,11.0,6.0,4.0,24.0,25.0,2.0,1.0,11.0,9.0,1.08,1.77,9.0,11.0,52.0,39.0,20.0,29.0,5.0,9.0,3,0,2,0,2.0,1.0,3.46,0.05,0.46,0.05,0,0,2026-03-09,24.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=WITqnYGk,WITqnYGk,322,409,330,410,24,58,17,47,79.0,116.0,93.0,132.0,6.0,23.0,6.0,15.0,8,16,7,11,ARK,WPL
0.77,0.55,41.0,59.0,14.0,11.0,4.0,3.0,1.0,1.0,4.0,3.0,1,3,1.52,0.5,5.0,6.0,5.0,2.0,7.0,6.0,7.0,5.0,21.0,14.0,1.0,0.0,15.0,19.0,0.86,0.71,19.0,15.0,58.0,66.0,28.0,27.0,11.0,5.0,0,1,0,1,3.0,3.0,0.5,1.52,0.5,0.52,0,0,2026-03-08,24.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=SpNhpCo2,SpNhpCo2,267,364,422,524,18,58,18,55,59.0,101.0,103.0,147.0,3.0,14.0,6.0,19.0,17,25,10,16,CRA,LEG
2.19,0.21,64.0,36.0,24.0,5.0,6.0,1.0,4.0,0.0,6.0,0.0,0,3,1.77,0.08,12.0,2.0,6.0,2.0,13.0,3.0,11.0,2.0,51.0,6.0,3.0,2.0,13.0,11.0,1.82,0.09,11.0,13.0,56.0,40.0,14.0,28.0,9.0,4.0,1,1,0,0,1.0,4.0,0.08,1.77,0.08,-0.23,1,0,2026-03-08,24.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fLtzckV7,fLtzckV7,477,552,242,322,23,36,17,53,150.0,200.0,32.0,58.0,9.0,24.0,0.0,3.0,11,16,10,12,POG,RCZ
1.26,0.93,66.0,34.0,15.0,9.0,2.0,2.0,1.0,2.0,8.0,3.0,2,4,0.19,1.38,9.0,4.0,4.0,3.0,9.0,5.0,6.0,4.0,28.0,17.0,1.0,3.0,25.0,11.0,1.25,0.61,11.0,25.0,58.0,41.0,25.0,42.0,4.0,11.0,1,0,1,0,1.0,2.0,1.38,0.19,0.38,0.19,0,0,2026-03-08,24.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=QukJ0XVr,QukJ0XVr,366,474,149,244,33,66,24,72,120.0,177.0,51.0,93.0,13.0,37.0,2.0,12.0,8,11,8,13,GKS,RAD
0.64,0.56,60.0,40.0,7.0,11.0,0.0,2.0,2.0,1.0,4.0,6.0,0,0,0.0,0.19,5.0,8.0,2.0,1.0,5.0,7.0,2.0,4.0,30.0,22.0,0.0,4.0,10.0,12.0,1.33,0.44,12.0,10.0,57.0,70.0,24.0,45.0,9.0,10.0,0,0,0,0,2.0,0.0,0.19,0.0,0.19,0.0,0,0,2026-03-08,24.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=G63m6g8L,G63m6g8L,385,473,227,309,11,32,23,61,65.0,106.0,73.0,104.0,6.0,24.0,6.0,24.0,13,18,20,29,GOR,MOT
0.68,0.85,29.0,71.0,11.0,12.0,4.0,6.0,1.0,3.0,3.0,5.0,3,1,1.04,0.92,6.0,4.0,1.0,2.0,6.0,7.0,5.0,5.0,17.0,26.0,3.0,1.0,11.0,21.0,0.61,0.97,21.0,11.0,52.0,49.0,37.0,18.0,7.0,3.0,0,2,0,0,5.0,2.0,0.92,1.04,-0.08,-0.96,0,0,2026-03-07,24.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0b31DAFl,0b31DAFl,148,219,492,565,27,64,19,41,56.0,82.0,124.0,162.0,4.0,18.0,5.0,18.0,14,23,4,10,LPO,WID
1.39,0.63,67.0,33.0,17.0,8.0,3.0,5.0,2.0,1.0,10.0,7.0,1,3,0.74,2.1,9.0,2.0,5.0,1.0,13.0,7.0,4.0,1.0,36.0,12.0,1.0,1.0,15.0,8.0,1.92,1.09,8.0,15.0,57.0,50.0,23.0,42.0,2.0,4.0,0,0,1,0,2.0,2.0,2.1,0.74,-0.9,-0.26,0,0,2026-03-07,24.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=ATOMKhNE,ATOMKhNE,357,439,127,215,16,37,15,63,113.0,155.0,36.0,69.0,8.0,30.0,5.0,16.0,8,11,6,11,PIA,ZAG
2.0,1.66,51.0,49.0,10.0,17.0,4.0,2.0,4.0,2.0,5.0,6.0,1,0,2.55,0.64,5.0,8.0,1.0,7.0,9.0,14.0,1.0,3.0,25.0,38.0,3.0,1.0,12.0,19.0,1.18,2.16,19.0,12.0,59.0,56.0,45.0,24.0,10.0,8.0,0,0,0,0,1.0,2.0,0.64,2.55,-0.36,0.55,0,0,2026-03-07,24.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=M7rSbB0e,M7rSbB0e,294,373,265,349,26,62,22,47,61.0,90.0,69.0,113.0,11.0,23.0,6.0,30.0,9,17,8,10,KOR,BBT
2.01,0.93,36.0,64.0,10.0,13.0,7.0,2.0,4.0,0.0,2.0,9.0,1,2,2.09,0.18,2.0,7.0,1.0,4.0,7.0,8.0,3.0,5.0,14.0,23.0,4.0,2.0,8.0,10.0,1.05,1.07,10.0,8.0,51.0,44.0,34.0,22.0,10.0,8.0,0,2,0,0,1.0,4.0,0.18,2.09,0.18,-0.91,0,0,2026-03-06,24.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=fiFv8Fw9,fiFv8Fw9,220,303,417,518,17,56,26,58,58.0,90.0,79.0,136.0,0.0,7.0,9.0,25.0,11,21,4,7,JAG,LGD
1.22,1.27,48.0,52.0,12.0,14.0,5.0,8.0,2.0,3.0,3.0,7.0,3,3,1.11,2.64,7.0,3.0,0.0,3.0,6.0,12.0,6.0,2.0,22.0,28.0,1.0,3.0,18.0,23.0,1.23,0.6,23.0,18.0,52.0,66.0,29.0,17.0,6.0,9.0,0,0,0,0,7.0,2.0,2.64,1.11,1.64,-1.89,0,0,2026-03-05,19.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=EoX6jYko,EoX6jYko,263,342,276,365,19,46,18,50,74.0,118.0,67.0,109.0,4.0,12.0,5.0,18.0,7,12,5,8,ARK,RAD
1.59,1.25,34.0,66.0,11.0,20.0,4.0,4.0,2.0,0.0,1.0,5.0,1,1,2.02,1.13,5.0,9.0,2.0,7.0,8.0,13.0,3.0,7.0,24.0,34.0,1.0,1.0,5.0,10.0,1.01,1.31,10.0,5.0,42.0,65.0,51.0,30.0,14.0,5.0,1,0,0,0,4.0,2.0,1.13,2.02,1.13,0.02,0,0,2026-03-02,23.0,https://www.flashscore.pl/mecz/pilka-nozna/wisla-plock-QoZYVU3E/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GWnvuH9M,GWnvuH9M,186,265,418,502,20,47,26,56,42.0,81.0,106.0,155.0,3.0,8.0,8.0,27.0,7,15,11,20,WPL,ZAG
