xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
3.15,1.88,45.0,55.0,18.0,21.0,6.0,10.0,5.0,4.0,12.0,7.0,1,1,2.43,1.37,7.0,6.0,5.0,5.0,13.0,12.0,5.0,9.0,33.0,29.0,5.0,2.0,11.0,9.0,1.66,1.23,9.0,11.0,41.0,41.0,35.0,41.0,4.0,6.0,0,0,0,0,9.0,5.0,1.37,2.43,1.37,1.43,0,0,2025-09-13,8.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=4KqIqd2K,4KqIqd2K,220,285,295,376,27,52,12,41,79.0,115.0,72.0,120.0,6.0,36.0,6.0,23.0,5,8,9,13,KOR,POG
1.79,0.64,64.0,36.0,26.0,10.0,6.0,4.0,3.0,0.0,7.0,6.0,3,3,1.55,1.88,9.0,3.0,11.0,3.0,16.0,6.0,10.0,4.0,37.0,17.0,0.0,4.0,9.0,11.0,2.11,0.28,11.0,9.0,40.0,41.0,19.0,56.0,6.0,13.0,0,0,0,0,2.0,5.0,1.88,1.55,-0.12,0.55,0,0,2025-09-12,8.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=z3zlvzQs,z3zlvzQs,411,503,204,275,22,47,27,59,120.0,176.0,31.0,62.0,6.0,22.0,2.0,13.0,3,3,10,12,LPO,ZAG
2.09,0.54,42.0,58.0,13.0,11.0,3.0,3.0,5.0,0.0,2.0,5.0,3,1,1.9,0.47,6.0,5.0,4.0,3.0,8.0,5.0,5.0,6.0,14.0,29.0,0.0,0.0,10.0,8.0,0.63,0.94,8.0,10.0,42.0,46.0,43.0,22.0,10.0,6.0,0,0,0,1,3.0,1.0,0.47,1.9,0.47,-0.1,0,0,2025-09-12,8.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Gb3NNEu1,Gb3NNEu1,263,346,387,468,6,38,36,58,44.0,88.0,95.0,139.0,6.0,12.0,10.0,36.0,9,18,5,6,GKS,LGD
0.19,1.48,56.0,44.0,2.0,13.0,2.0,5.0,1.0,2.0,2.0,5.0,4,2,0.47,1.33,0.0,4.0,0.0,4.0,2.0,9.0,0.0,4.0,7.0,24.0,1.0,1.0,18.0,13.0,0.45,0.42,13.0,18.0,49.0,54.0,25.0,19.0,8.0,4.0,0,0,0,0,4.0,1.0,1.33,0.47,0.33,-1.53,0,0,2025-08-31,7.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=OU9uDcRr,OU9uDcRr,388,472,275,359,13,42,24,58,46.0,80.0,58.0,98.0,2.0,8.0,5.0,18.0,8,11,11,15,CRA,LEG
0.83,0.87,45.0,55.0,6.0,17.0,3.0,3.0,3.0,1.0,1.0,14.0,4,3,1.24,0.23,2.0,7.0,1.0,7.0,5.0,10.0,1.0,7.0,14.0,30.0,3.0,2.0,10.0,16.0,0.2,0.85,16.0,10.0,37.0,55.0,40.0,10.0,10.0,5.0,0,2,0,0,3.0,1.0,0.23,1.24,0.23,-0.76,0,0,2025-08-31,7.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=4pT8IJ3L,4pT8IJ3L,256,338,329,402,12,57,19,41,44.0,78.0,77.0,112.0,4.0,12.0,6.0,38.0,11,14,4,10,POG,RCZ
0.85,1.2,52.0,48.0,12.0,15.0,4.0,4.0,1.0,1.0,1.0,5.0,4,4,1.66,1.5,6.0,7.0,2.0,4.0,11.0,9.0,1.0,6.0,20.0,21.0,2.0,0.0,20.0,13.0,1.27,0.59,13.0,20.0,47.0,47.0,36.0,22.0,7.0,14.0,1,0,0,0,4.0,2.0,1.5,1.66,1.5,-0.34,0,0,2025-08-31,7.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=U1VZWIIE,U1VZWIIE,320,394,278,362,18,40,22,49,72.0,97.0,64.0,98.0,7.0,13.0,5.0,19.0,5,8,8,15,JAG,LGD
1.6,1.36,51.0,49.0,13.0,15.0,5.0,3.0,3.0,3.0,5.0,7.0,4,0,1.87,0.91,5.0,9.0,3.0,3.0,6.0,9.0,7.0,6.0,14.0,25.0,1.0,6.0,8.0,11.0,0.72,0.57,11.0,8.0,38.0,42.0,16.0,18.0,12.0,7.0,0,0,0,1,2.0,3.0,0.91,1.87,-0.09,-0.13,0,0,2025-08-31,7.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=2ewl9FQ7,2ewl9FQ7,344,418,318,389,31,56,29,61,62.0,98.0,67.0,106.0,1.0,13.0,3.0,18.0,6,12,8,11,LPO,WID
0.98,1.02,58.0,42.0,18.0,10.0,3.0,3.0,1.0,2.0,10.0,5.0,4,4,0.81,1.15,11.0,5.0,4.0,2.0,12.0,7.0,6.0,3.0,29.0,25.0,2.0,1.0,14.0,9.0,1.27,1.77,9.0,14.0,50.0,39.0,16.0,28.0,8.0,9.0,1,0,0,0,2.0,3.0,1.15,0.81,0.15,0.81,0,0,2025-08-30,7.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=dKP0KuZ8,dKP0KuZ8,435,487,293,357,26,42,13,38,175.0,206.0,59.0,82.0,10.0,33.0,4.0,12.0,13,15,14,15,GOR,MOT
2.99,0.81,30.0,70.0,11.0,16.0,2.0,5.0,5.0,1.0,3.0,5.0,3,3,1.78,0.68,6.0,3.0,3.0,8.0,9.0,8.0,2.0,8.0,18.0,22.0,2.0,3.0,9.0,15.0,1.17,0.48,15.0,9.0,45.0,48.0,31.0,16.0,11.0,7.0,0,1,0,0,3.0,0.0,0.68,1.78,-1.32,-0.22,0,0,2025-08-30,7.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GOnEdxs2,GOnEdxs2,188,255,509,594,16,40,23,60,38.0,71.0,118.0,154.0,4.0,10.0,2.0,21.0,11,15,10,17,PIA,ZAG
0.66,2.7,46.0,54.0,9.0,24.0,6.0,9.0,1.0,4.0,3.0,1.0,0,2,1.54,2.89,3.0,9.0,0.0,6.0,9.0,19.0,0.0,5.0,16.0,42.0,2.0,1.0,12.0,13.0,0.38,1.39,13.0,12.0,46.0,46.0,21.0,22.0,5.0,2.0,0,0,1,0,6.0,4.0,2.89,1.54,-0.11,0.54,0,0,2025-08-30,7.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=ARq6bbCk,ARq6bbCk,286,368,359,433,12,52,19,51,77.0,126.0,89.0,128.0,8.0,17.0,6.0,14.0,10,16,9,14,KOR,BBT
2.32,0.43,47.0,53.0,18.0,9.0,8.0,4.0,4.0,0.0,8.0,4.0,3,6,3.01,1.23,7.0,1.0,3.0,4.0,12.0,5.0,6.0,4.0,27.0,22.0,3.0,1.0,21.0,16.0,0.93,0.67,16.0,21.0,63.0,49.0,28.0,43.0,2.0,3.0,0,0,0,0,2.0,4.0,1.23,3.01,-0.77,0.01,0,0,2025-08-29,7.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=dr8mByde,dr8mByde,196,257,225,299,26,53,16,45,58.0,98.0,40.0,76.0,8.0,29.0,5.0,19.0,8,14,5,7,GKS,RAD
0.46,1.38,51.0,49.0,8.0,18.0,2.0,4.0,0.0,2.0,0.0,5.0,1,2,0.81,0.11,5.0,10.0,1.0,4.0,2.0,9.0,6.0,9.0,11.0,26.0,1.0,1.0,10.0,12.0,0.61,0.45,12.0,10.0,50.0,58.0,29.0,22.0,13.0,6.0,0,0,0,0,2.0,1.0,0.11,0.81,0.11,-0.19,0,0,2025-08-29,7.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=js3Z3KlS,js3Z3KlS,350,433,321,403,20,57,24,61,90.0,131.0,49.0,76.0,1.0,10.0,6.0,23.0,8,16,8,14,ARK,WPL
1.73,0.4,58.0,42.0,15.0,7.0,4.0,3.0,1.0,1.0,4.0,3.0,1,0,1.37,0.6,8.0,1.0,3.0,3.0,9.0,4.0,6.0,3.0,20.0,12.0,2.0,1.0,9.0,15.0,0.83,0.36,15.0,9.0,39.0,48.0,21.0,42.0,5.0,6.0,0,2,0,0,2.0,2.0,0.6,1.37,-0.4,-0.63,0,0,2025-08-25,6.0,https://www.flashscore.pl/mecz/pilka-nozna/wisla-plock-QoZYVU3E/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lxTHkUTH,lxTHkUTH,474,544,334,402,15,34,30,52,118.0,159.0,56.0,91.0,6.0,29.0,5.0,10.0,10,15,1,6,WPL,ZAG
0.99,0.46,53.0,47.0,12.0,7.0,3.0,1.0,1.0,0.0,4.0,4.0,3,3,0.41,0.16,3.0,4.0,6.0,2.0,8.0,5.0,4.0,2.0,20.0,19.0,2.0,0.0,12.0,10.0,0.66,1.06,10.0,12.0,60.0,51.0,25.0,49.0,5.0,2.0,0,0,0,0,1.0,2.0,0.16,0.41,0.16,-0.59,0,0,2025-08-24,6.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=KAGZ7Bqn,KAGZ7Bqn,283,367,249,337,15,52,18,61,72.0,123.0,36.0,69.0,6.0,23.0,1.0,11.0,12,18,5,9,ARK,LGD
0.55,0.81,60.0,40.0,14.0,8.0,1.0,2.0,0.0,2.0,4.0,2.0,1,0,0.05,0.18,4.0,4.0,9.0,2.0,6.0,4.0,9.0,4.0,21.0,9.0,1.0,0.0,17.0,20.0,0.66,1.02,20.0,17.0,43.0,46.0,23.0,34.0,5.0,14.0,1,0,0,0,1.0,1.0,0.18,0.05,0.18,0.05,0,0,2025-08-24,6.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=M1BI72k3,M1BI72k3,477,547,293,360,25,50,23,56,111.0,148.0,64.0,97.0,5.0,21.0,4.0,18.0,3,6,7,14,CRA,PIA
2.12,0.89,51.0,49.0,18.0,10.0,6.0,1.0,3.0,1.0,2.0,4.0,0,1,2.23,0.11,8.0,6.0,4.0,3.0,12.0,6.0,6.0,4.0,37.0,11.0,0.0,0.0,11.0,9.0,1.86,0.51,9.0,11.0,40.0,35.0,27.0,22.0,6.0,9.0,1,0,0,0,1.0,4.0,0.11,2.23,0.11,0.23,0,0,2025-08-23,6.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=hOEs6kEb,hOEs6kEb,392,450,358,430,34,53,15,44,117.0,145.0,32.0,61.0,6.0,18.0,2.0,12.0,10,13,6,9,GKS,GOR
1.37,1.39,32.0,68.0,17.0,13.0,8.0,2.0,4.0,1.0,5.0,6.0,4,5,1.84,0.38,5.0,6.0,4.0,5.0,10.0,10.0,7.0,3.0,22.0,36.0,1.0,1.0,14.0,15.0,0.58,1.51,15.0,14.0,47.0,53.0,36.0,15.0,12.0,6.0,0,0,0,1,2.0,5.0,0.38,1.84,0.38,-0.16,0,0,2025-08-23,6.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=fkzOoLSq,fkzOoLSq,195,255,458,520,17,44,23,32,60.0,88.0,108.0,140.0,4.0,6.0,9.0,34.0,4,14,14,18,KOR,MOT
1.08,0.32,54.0,46.0,13.0,8.0,4.0,4.0,2.0,2.0,2.0,0.0,1,4,1.55,0.51,5.0,4.0,4.0,0.0,7.0,6.0,6.0,2.0,19.0,12.0,2.0,2.0,16.0,5.0,0.69,0.47,5.0,16.0,51.0,43.0,10.0,22.0,12.0,12.0,2,0,0,0,2.0,3.0,0.51,1.55,-1.49,0.55,0,1,2025-08-22,6.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=IT4R5tKF,IT4R5tKF,341,433,277,364,22,53,22,48,41.0,89.0,65.0,101.0,1.0,11.0,1.0,8.0,10,13,13,21,POG,WID
1.7,1.21,63.0,37.0,17.0,13.0,4.0,2.0,2.0,3.0,2.0,5.0,1,2,0.89,1.12,6.0,10.0,7.0,1.0,9.0,7.0,8.0,6.0,20.0,19.0,3.0,3.0,11.0,12.0,0.93,0.9,12.0,11.0,57.0,50.0,31.0,37.0,3.0,3.0,1,0,1,0,1.0,3.0,1.12,0.89,0.12,-0.11,0,0,2025-08-22,6.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lj8j4TrB,lj8j4TrB,401,471,208,281,23,46,28,64,73.0,106.0,40.0,80.0,2.0,23.0,2.0,16.0,16,22,7,11,BBT,RAD
1.05,2.33,47.0,53.0,10.0,17.0,3.0,10.0,2.0,5.0,6.0,2.0,2,4,1.43,3.78,1.0,6.0,6.0,1.0,6.0,12.0,4.0,5.0,22.0,25.0,1.0,0.0,14.0,17.0,1.17,1.79,17.0,14.0,44.0,61.0,17.0,43.0,10.0,7.0,0,0,2,0,7.0,1.0,3.78,1.43,0.78,-0.57,0,0,2025-08-17,5.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jL9fneNP,jL9fneNP,274,354,356,413,19,52,22,39,64.0,104.0,102.0,140.0,6.0,20.0,9.0,18.0,14,18,9,15,BBT,RCZ
0.6,1.15,34.0,66.0,10.0,23.0,5.0,3.0,1.0,1.0,3.0,9.0,0,1,1.25,0.58,3.0,9.0,2.0,11.0,5.0,15.0,5.0,8.0,10.0,41.0,1.0,1.0,9.0,5.0,0.39,1.46,5.0,9.0,51.0,45.0,57.0,18.0,8.0,5.0,1,0,0,0,3.0,4.0,0.58,1.25,0.58,0.25,0,0,2025-08-17,5.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=zDR7OiVI,zDR7OiVI,250,331,532,603,28,66,28,48,48.0,81.0,192.0,244.0,3.0,9.0,11.0,57.0,10,15,11,16,LEG,WPL
1.52,1.83,53.0,47.0,14.0,20.0,3.0,6.0,3.0,2.0,6.0,9.0,2,0,0.35,2.04,5.0,5.0,6.0,9.0,11.0,10.0,3.0,10.0,22.0,27.0,1.0,1.0,16.0,11.0,1.76,0.71,11.0,16.0,45.0,42.0,25.0,23.0,9.0,9.0,0,0,1,0,3.0,2.0,2.04,0.35,-0.96,0.35,0,0,2025-08-17,5.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=projyVEO,projyVEO,319,381,287,345,9,27,23,48,67.0,97.0,76.0,101.0,9.0,14.0,2.0,10.0,11,16,7,11,GOR,POG
1.47,1.47,40.0,60.0,11.0,15.0,5.0,5.0,4.0,1.0,6.0,7.0,6,1,0.82,2.12,4.0,7.0,2.0,3.0,8.0,10.0,3.0,5.0,18.0,24.0,3.0,3.0,12.0,20.0,2.04,0.62,20.0,12.0,41.0,41.0,22.0,24.0,6.0,1.0,0,0,0,0,3.0,4.0,2.12,0.82,0.12,-0.18,0,0,2025-08-17,5.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=lGiswipC,lGiswipC,207,276,362,430,16,56,20,39,40.0,75.0,62.0,98.0,7.0,18.0,5.0,17.0,4,11,4,4,JAG,RAD
1.45,1.3,65.0,35.0,18.0,16.0,8.0,2.0,2.0,2.0,6.0,0.0,1,1,1.55,1.08,5.0,12.0,5.0,2.0,8.0,10.0,10.0,6.0,35.0,27.0,2.0,2.0,10.0,12.0,1.63,0.71,12.0,10.0,53.0,46.0,19.0,36.0,4.0,8.0,2,1,1,0,1.0,7.0,1.08,1.55,0.08,0.55,0,0,2025-08-16,5.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=SMv9ija5,SMv9ija5,422,503,196,259,16,36,24,52,125.0,175.0,63.0,86.0,5.0,26.0,4.0,18.0,8,13,9,16,KOR,LPO
3.18,0.59,42.0,58.0,24.0,12.0,10.0,3.0,6.0,2.0,8.0,5.0,1,4,3.61,0.56,7.0,5.0,7.0,4.0,21.0,9.0,3.0,3.0,40.0,19.0,1.0,0.0,12.0,19.0,1.06,0.81,19.0,12.0,50.0,50.0,25.0,38.0,4.0,3.0,1,2,0,0,2.0,5.0,0.56,3.61,-0.44,-0.39,0,0,2025-08-16,5.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=Kdy1gCUh,Kdy1gCUh,202,266,311,381,23,52,17,41,51.0,80.0,47.0,77.0,8.0,26.0,6.0,18.0,10,14,5,10,ARK,GKS
0.89,0.96,41.0,59.0,8.0,17.0,1.0,4.0,0.0,0.0,7.0,6.0,4,2,0.09,1.23,5.0,10.0,2.0,3.0,6.0,10.0,2.0,7.0,19.0,26.0,4.0,5.0,16.0,17.0,1.84,1.39,17.0,16.0,52.0,39.0,26.0,25.0,5.0,4.0,0,0,0,0,4.0,1.0,1.23,0.09,1.23,0.09,0,1,2025-08-16,5.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Kz0QtZpm,Kz0QtZpm,257,314,412,463,29,49,27,43,68.0,100.0,152.0,180.0,5.0,20.0,10.0,28.0,8,15,6,10,MOT,PIA
0.52,0.87,44.0,56.0,8.0,14.0,2.0,4.0,2.0,0.0,7.0,8.0,2,1,0.65,0.37,4.0,5.0,2.0,5.0,5.0,9.0,3.0,5.0,19.0,28.0,1.0,0.0,11.0,16.0,1.04,0.51,16.0,11.0,44.0,50.0,48.0,31.0,13.0,5.0,0,0,0,0,3.0,1.0,0.37,0.65,0.37,-0.35,0,0,2025-08-15,5.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0fLaeYat,0fLaeYat,189,264,249,332,15,44,27,68,52.0,89.0,59.0,101.0,4.0,20.0,4.0,29.0,9,15,12,15,CRA,WID
2.53,1.06,41.0,59.0,22.0,7.0,9.0,2.0,7.0,1.0,5.0,4.0,0,0,3.83,0.76,10.0,1.0,3.0,4.0,15.0,5.0,7.0,2.0,35.0,13.0,1.0,0.0,9.0,6.0,1.08,0.77,6.0,9.0,58.0,42.0,43.0,43.0,9.0,5.0,1,1,0,0,0.0,3.0,0.76,3.83,-1.24,-2.17,0,0,2025-08-15,5.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tjlZvDFa,tjlZvDFa,198,270,307,391,24,56,13,35,64.0,99.0,63.0,100.0,3.0,16.0,1.0,16.0,13,19,13,16,LGD,ZAG
2.66,0.64,53.0,47.0,18.0,14.0,9.0,4.0,6.0,1.0,3.0,8.0,2,2,3.04,2.06,6.0,7.0,3.0,3.0,15.0,8.0,3.0,6.0,36.0,24.0,0.0,2.0,12.0,11.0,1.01,0.5,11.0,12.0,62.0,52.0,38.0,37.0,8.0,7.0,0,4,1,1,1.0,5.0,2.06,3.04,-0.94,0.04,0,0,2025-08-11,4.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=hn1AFdnl,hn1AFdnl,250,341,230,300,20,45,16,43,115.0,165.0,69.0,106.0,8.0,16.0,7.0,21.0,11,21,6,11,LGD,MOT
1.57,0.52,58.0,42.0,20.0,7.0,7.0,6.0,3.0,2.0,5.0,7.0,3,1,1.89,0.79,8.0,1.0,5.0,0.0,14.0,5.0,6.0,2.0,40.0,19.0,1.0,1.0,13.0,11.0,1.46,0.48,11.0,13.0,51.0,56.0,37.0,41.0,12.0,16.0,1,0,0,0,5.0,4.0,0.79,1.89,-0.21,-1.11,0,0,2025-08-10,4.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=0EqxY42F,0EqxY42F,374,472,238,341,22,60,24,66,128.0,181.0,44.0,89.0,7.0,26.0,4.0,18.0,6,8,10,21,GKS,LEG
3.01,2.6,64.0,36.0,15.0,12.0,8.0,4.0,3.0,4.0,10.0,5.0,2,3,3.44,2.0,2.0,5.0,5.0,3.0,11.0,9.0,4.0,3.0,32.0,15.0,1.0,1.0,17.0,14.0,2.06,0.77,14.0,17.0,47.0,60.0,26.0,32.0,9.0,9.0,0,0,0,0,2.0,3.0,2.0,3.44,0.0,-1.56,1,0,2025-08-10,4.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Y5MqUe1s,Y5MqUe1s,413,492,202,280,16,41,17,52,123.0,157.0,51.0,85.0,9.0,29.0,4.0,14.0,7,8,11,19,CRA,JAG
0.87,0.7,61.0,39.0,15.0,5.0,6.0,1.0,0.0,2.0,5.0,0.0,2,3,1.6,0.9,4.0,3.0,5.0,1.0,8.0,3.0,7.0,2.0,29.0,7.0,1.0,1.0,12.0,7.0,0.85,0.93,7.0,12.0,48.0,47.0,20.0,19.0,10.0,10.0,0,2,0,0,0.0,5.0,0.9,1.6,-0.1,0.6,0,0,2025-08-09,4.0,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=2aTaQD06,2aTaQD06,424,498,236,322,26,44,20,56,90.0,132.0,37.0,70.0,3.0,21.0,3.0,7.0,11,14,12,18,WID,WPL
0.48,2.01,44.0,56.0,11.0,13.0,5.0,3.0,0.0,3.0,6.0,5.0,3,3,1.87,1.23,3.0,4.0,3.0,6.0,5.0,12.0,6.0,1.0,11.0,24.0,1.0,0.0,14.0,13.0,0.35,1.58,13.0,14.0,38.0,47.0,18.0,32.0,9.0,2.0,0,0,0,0,2.0,3.0,1.23,1.87,0.23,-0.13,0,0,2025-08-09,4.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=hltUZQX2,hltUZQX2,254,314,324,399,13,43,27,49,49.0,82.0,60.0,82.0,3.0,24.0,7.0,23.0,8,15,10,13,ARK,POG
1.69,0.47,62.0,38.0,25.0,7.0,5.0,2.0,3.0,0.0,7.0,2.0,3,3,1.4,0.63,12.0,3.0,8.0,2.0,13.0,5.0,12.0,2.0,50.0,15.0,1.0,0.0,15.0,12.0,1.64,0.85,12.0,15.0,52.0,60.0,12.0,41.0,9.0,11.0,0,1,0,0,1.0,5.0,0.63,1.4,-0.37,1.4,0,0,2025-08-08,4.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=QaaIDzH0,QaaIDzH0,487,569,269,364,33,62,26,60,151.0,202.0,64.0,102.0,10.0,29.0,0.0,2.0,11,17,13,20,GOR,BBT
2.21,0.63,43.0,57.0,13.0,7.0,3.0,3.0,3.0,0.0,2.0,5.0,5,3,2.08,0.76,7.0,4.0,3.0,0.0,11.0,3.0,2.0,4.0,27.0,20.0,3.0,2.0,16.0,15.0,1.0,1.31,15.0,16.0,61.0,59.0,31.0,29.0,9.0,8.0,0,1,0,0,3.0,0.0,0.76,2.08,0.76,-0.92,0,0,2025-08-08,4.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MRhRBEoD,MRhRBEoD,248,315,355,428,18,58,27,53,55.0,88.0,60.0,105.0,4.0,17.0,4.0,15.0,10,15,9,19,KOR,RAD
1.85,0.66,63.0,37.0,20.0,6.0,3.0,0.0,4.0,2.0,13.0,4.0,3,3,0.92,0.0,7.0,3.0,10.0,3.0,15.0,5.0,5.0,1.0,44.0,10.0,1.0,1.0,13.0,19.0,1.9,0.73,19.0,13.0,51.0,48.0,24.0,49.0,7.0,10.0,0,0,0,0,0.0,3.0,0.0,0.92,0.0,0.92,0,0,2025-08-03,3.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=pIwRSRAT,pIwRSRAT,388,473,213,284,34,48,22,54,138.0,182.0,40.0,66.0,11.0,37.0,6.0,19.0,7,9,8,15,ARK,LEG
