kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,rho,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora
11,Bruk-Bet Termalica Nieciecza,Widzew Łódź,702,2,4,6,A,1,1,1,1,1,1.3892,1.168,2.5572,-0.0172,0.4177,0.2689,0.3135,H,0,1.16,0.5173,0.0797,0.2736,0.5292,0.7453,0.9203,0.7264,0.4708,0.2547,0.6108,2.832,1,Bruk-Bet Termalica Nieciecza,10.0,0.5
11,Lechia Gdańsk,Wisła Płock,702,1,1,2,D,1,1,1,0,0,1.2989,1.2701,2.569,-0.0172,0.3717,0.2701,0.3582,H,0,1.309,0.523,0.0788,0.2713,0.5262,0.7427,0.9212,0.7287,0.4738,0.2573,0.2989,0.2701,1,Wisła Płock,10.0,0.5
11,Górnik Zabrze,Legia Warszawa,702,3,1,4,H,1,1,1,1,1,1.2545,1.0663,2.3208,-0.0172,0.4037,0.2851,0.3112,H,1,0.9071,0.4687,0.1005,0.3238,0.5905,0.7951,0.8995,0.6762,0.4095,0.2049,1.7455,0.0663,0,,,
11,Radomiak Radom,Zagłębie Lubin,702,3,1,4,H,1,1,1,1,1,1.7448,1.362,3.1068,-0.0172,0.4637,0.2373,0.2989,H,1,0.7684,0.6139,0.0466,0.1819,0.3997,0.6233,0.9534,0.8181,0.6003,0.3767,1.2552,0.362,0,,,
11,Pogoń Szczecin,Piast Gliwice,702,2,1,3,H,1,1,1,1,0,1.3638,0.8867,2.2505,-0.0172,0.4771,0.2812,0.2417,H,1,0.74,0.4376,0.1075,0.3402,0.6092,0.8093,0.8925,0.6598,0.3908,0.1907,0.6362,0.1133,0,,,
11,GKS Katowice,Lech Poznań,702,0,1,1,A,0,1,0,0,0,1.333,1.7675,3.1005,-0.0172,0.2884,0.2363,0.4753,A,1,0.7438,0.6106,0.0469,0.1828,0.4011,0.6248,0.9531,0.8172,0.5989,0.3752,1.333,0.7675,0,,,
11,Raków Częstochowa,Motor Lublin,702,2,0,2,H,0,1,1,0,0,1.9417,0.8188,2.7605,-0.0172,0.6359,0.2151,0.149,H,1,0.4528,0.4788,0.065,0.2362,0.479,0.7008,0.935,0.7638,0.521,0.2992,0.0583,0.8188,0,,,
11,Jagiellonia Białystok,Korona Kielce,702,3,1,4,H,1,1,1,1,1,1.7882,0.9376,2.7258,-0.0172,0.5721,0.2347,0.1932,H,1,0.5584,0.5067,0.0674,0.2421,0.4873,0.7084,0.9326,0.7579,0.5127,0.2916,1.2118,0.0624,0,,,
12,Wisła Płock,Bruk-Bet Termalica Nieciecza,711,3,1,4,H,1,1,1,1,1,1.4056,0.8298,2.2354,-0.0138,0.5035,0.2766,0.22,H,1,0.6862,0.4256,0.1087,0.3443,0.6132,0.8123,0.8913,0.6557,0.3868,0.1877,1.5944,0.1702,1,Wisła Płock,11.0,0.4762
12,Motor Lublin,GKS Katowice,711,2,5,7,A,1,1,1,1,1,1.7256,1.3744,3.1,-0.0138,0.4569,0.2376,0.3055,H,0,1.186,0.614,0.0465,0.1832,0.4012,0.6248,0.9535,0.8168,0.5988,0.3752,0.2744,3.6256,0,,,
12,Zagłębie Lubin,Legia Warszawa,711,3,1,4,H,1,1,1,1,1,1.2932,1.4739,2.7671,-0.0138,0.3305,0.2567,0.4128,A,0,1.107,0.5594,0.0645,0.2351,0.4773,0.6992,0.9355,0.7649,0.5227,0.3008,1.7068,0.4739,0,,,
12,Korona Kielce,Górnik Zabrze,711,1,1,2,D,1,1,1,0,0,1.0327,1.0052,2.0379,-0.0138,0.3528,0.3087,0.3385,H,0,1.1753,0.4083,0.1322,0.394,0.6664,0.8502,0.8678,0.606,0.3336,0.1498,0.0327,0.0052,0,,,
12,Cracovia,Raków Częstochowa,711,2,0,2,H,0,1,1,0,0,1.243,1.2476,2.4906,-0.0138,0.3618,0.2742,0.364,A,0,1.0166,0.5071,0.0846,0.2875,0.5462,0.7596,0.9154,0.7125,0.4538,0.2404,0.757,1.2476,0,,,
12,Lech Poznań,Pogoń Szczecin,711,2,2,4,D,1,1,1,1,1,1.905,1.2073,3.1123,-0.0138,0.5352,0.2259,0.2389,H,0,1.4876,0.5967,0.0459,0.1816,0.3985,0.6221,0.9541,0.8184,0.6015,0.3779,0.095,0.7927,0,,,
12,Jagiellonia Białystok,Arka Gdynia,711,4,0,4,H,0,1,1,1,1,2.1331,0.6488,2.7819,-0.0138,0.7166,0.1846,0.0988,H,1,0.3333,0.4208,0.0631,0.233,0.4738,0.696,0.9369,0.767,0.5262,0.304,1.8669,0.6488,1,Arka Gdynia,11.0,0.4762
12,Piast Gliwice,Lechia Gdańsk,711,1,2,3,A,1,1,1,1,0,1.6579,0.9382,2.5961,-0.0138,0.5413,0.2474,0.2112,H,0,1.5548,0.4927,0.0762,0.2665,0.5194,0.7369,0.9238,0.7335,0.4806,0.2631,0.6579,1.0618,0,,,
12,Widzew Łódź,Radomiak Radom,711,3,2,5,H,1,1,1,1,1,1.7534,1.2678,3.0212,-0.0138,0.4868,0.2374,0.2758,H,1,0.72,0.5941,0.0502,0.1945,0.4185,0.6425,0.9498,0.8055,0.5815,0.3575,1.2466,0.7322,0,,,
13,Arka Gdynia,Piast Gliwice,720,2,1,3,H,1,1,1,1,0,0.6563,0.9512,1.6075,-0.0162,0.2409,0.3505,0.4086,A,0,1.4233,0.2953,0.2024,0.5205,0.7814,0.9202,0.7976,0.4795,0.2186,0.0798,1.3437,0.0488,1,Arka Gdynia,12.0,0.4545
13,Bruk-Bet Termalica Nieciecza,Zagłębie Lubin,720,1,1,2,D,1,1,1,0,0,1.5655,1.4145,2.98,-0.0162,0.4099,0.2468,0.3433,H,0,1.3991,0.5987,0.0526,0.2004,0.4277,0.6517,0.9474,0.7996,0.5723,0.3483,0.5655,0.4145,1,Bruk-Bet Termalica Nieciecza,12.0,0.4545
13,Legia Warszawa,Lech Poznań,720,0,0,0,D,0,0,0,0,0,1.5019,1.3315,2.8334,-0.0162,0.4115,0.2539,0.3347,H,0,1.371,0.572,0.0607,0.2235,0.4615,0.6845,0.9393,0.7765,0.5385,0.3155,1.5019,1.3315,0,,,
13,Motor Lublin,Widzew Łódź,720,3,0,3,H,0,1,1,1,0,1.5324,1.4313,2.9637,-0.0162,0.3983,0.248,0.3536,H,1,0.9205,0.5966,0.0535,0.2028,0.4314,0.6554,0.9465,0.7972,0.5686,0.3446,1.4676,1.4313,0,,,
13,Górnik Zabrze,Jagiellonia Białystok,720,2,1,3,H,1,1,1,1,0,1.3911,1.2595,2.6506,-0.0162,0.3984,0.2643,0.3373,H,1,0.9203,0.538,0.0726,0.2558,0.5058,0.7249,0.9274,0.7442,0.4942,0.2751,0.6089,0.2595,0,,,
13,Radomiak Radom,Wisła Płock,720,1,1,2,D,1,1,1,0,0,1.2851,1.1449,2.43,-0.0162,0.3948,0.2779,0.3272,H,0,1.2804,0.4932,0.0901,0.2999,0.5619,0.7724,0.9099,0.7001,0.4381,0.2276,0.2851,0.1449,1,Wisła Płock,12.0,0.4545
13,Pogoń Szczecin,Cracovia,720,2,1,3,H,1,1,1,1,0,1.9094,1.34,3.2494,-0.0162,0.5063,0.226,0.2676,H,1,0.6806,0.6288,0.0404,0.1633,0.3697,0.5916,0.9596,0.8367,0.6303,0.4084,0.0906,0.34,0,,,
13,GKS Katowice,Korona Kielce,720,1,0,1,H,0,1,0,0,0,1.4035,1.1394,2.5429,-0.0162,0.428,0.2686,0.3034,H,1,0.8487,0.5129,0.0807,0.2766,0.5329,0.7484,0.9193,0.7234,0.4671,0.2516,0.4035,1.1394,0,,,
13,Raków Częstochowa,Lechia Gdańsk,720,2,1,3,H,1,1,1,1,0,2.1446,0.8947,3.0393,-0.0162,0.6587,0.1974,0.1439,H,1,0.4175,0.522,0.0494,0.1919,0.4145,0.6385,0.9506,0.8081,0.5855,0.3615,0.1446,0.1053,0,,,
14,Wisła Płock,Pogoń Szczecin,729,2,0,2,H,0,1,1,0,0,1.2073,1.099,2.3063,-0.0275,0.3817,0.29,0.3283,H,1,0.9631,0.4674,0.1033,0.3258,0.5944,0.7981,0.8967,0.6742,0.4056,0.2019,0.7927,1.099,1,Wisła Płock,13.0,0.4348
14,Bruk-Bet Termalica Nieciecza,GKS Katowice,729,0,3,3,A,0,1,1,1,0,1.6085,1.477,3.0855,-0.0275,0.4062,0.2446,0.3492,H,0,1.0521,0.6172,0.0487,0.1838,0.4043,0.6281,0.9513,0.8162,0.5957,0.3719,1.6085,1.523,1,Bruk-Bet Termalica Nieciecza,13.0,0.4348
14,Lechia Gdańsk,Radomiak Radom,729,1,2,3,A,1,1,1,1,0,2.0944,1.7124,3.8068,-0.0275,0.4682,0.2136,0.3182,H,0,1.1451,0.7186,0.0244,0.1046,0.2678,0.4721,0.9756,0.8954,0.7322,0.5279,1.0944,0.2876,0,,,
14,Górnik Zabrze,Arka Gdynia,729,5,1,6,H,1,1,1,1,1,1.6388,0.5578,2.1966,-0.0275,0.6358,0.2441,0.1201,H,1,0.4529,0.3445,0.114,0.3526,0.6236,0.82,0.886,0.6474,0.3764,0.18,3.3612,0.4422,1,Arka Gdynia,13.0,0.4348
14,Cracovia,Zagłębie Lubin,729,0,0,0,D,0,0,0,0,0,1.9447,1.1323,3.077,-0.0275,0.5598,0.2248,0.2154,H,0,1.4926,0.5808,0.0489,0.1852,0.4062,0.63,0.9511,0.8148,0.5938,0.37,1.9447,1.1323,0,,,
14,Lech Poznań,Motor Lublin,729,2,2,4,D,1,1,1,1,1,2.4226,0.9707,3.3933,-0.0275,0.6915,0.1775,0.131,H,0,1.7286,0.5661,0.0358,0.1455,0.3411,0.5599,0.9642,0.8545,0.6589,0.4401,0.4226,1.0293,0,,,
14,Jagiellonia Białystok,Raków Częstochowa,729,1,2,3,A,1,1,1,1,0,1.486,1.1017,2.5877,-0.0275,0.4568,0.2656,0.2776,H,0,1.2817,0.5166,0.0786,0.2664,0.5215,0.7387,0.9214,0.7336,0.4785,0.2613,0.486,0.8983,0,,,
14,Piast Gliwice,Korona Kielce,729,0,0,0,D,0,0,0,0,0,1.0284,0.7432,1.7716,-0.0275,0.411,0.3342,0.2548,H,0,1.0959,0.3369,0.1736,0.4678,0.7382,0.8958,0.8264,0.5322,0.2618,0.1042,1.0284,0.7432,0,,,
14,Widzew Łódź,Legia Warszawa,729,1,1,2,D,1,1,1,0,0,1.2846,1.3571,2.6417,-0.0275,0.3491,0.2681,0.3828,A,0,1.3164,0.5371,0.0747,0.256,0.508,0.7269,0.9253,0.744,0.492,0.2731,0.2846,0.3571,0,,,
15,Arka Gdynia,Lech Poznań,738,3,1,4,H,1,1,1,1,1,0.828,1.7096,2.5376,-0.0396,0.175,0.2462,0.5788,A,0,1.743,0.4612,0.0835,0.2753,0.5342,0.7495,0.9165,0.7247,0.4658,0.2505,2.172,0.7096,1,Arka Gdynia,14.0,0.4167
15,Legia Warszawa,Bruk-Bet Termalica Nieciecza,738,1,2,3,A,1,1,1,1,0,2.2026,0.8884,3.091,-0.0396,0.6693,0.1957,0.135,H,0,2.0022,0.5236,0.049,0.1824,0.4031,0.6269,0.951,0.8176,0.5969,0.3731,1.2026,1.1116,1,Bruk-Bet Termalica Nieciecza,14.0,0.4167
15,Lechia Gdańsk,Widzew Łódź,738,2,1,3,H,1,1,1,1,0,1.7441,1.494,3.2381,-0.0396,0.4335,0.239,0.3275,H,1,0.8358,0.64,0.0433,0.1623,0.372,0.5941,0.9567,0.8377,0.628,0.4059,0.2559,0.494,0,,,
15,Motor Lublin,Wisła Płock,738,1,1,2,D,1,1,1,0,0,1.1643,1.1915,2.3558,-0.0396,0.3483,0.2901,0.3616,A,0,1.2377,0.4789,0.1,0.313,0.5813,0.7879,0.9,0.687,0.4187,0.2121,0.1643,0.1915,1,Wisła Płock,14.0,0.4167
15,Zagłębie Lubin,Górnik Zabrze,738,2,0,2,H,0,1,1,0,0,1.1603,1.2491,2.4094,-0.0396,0.3355,0.286,0.3785,A,0,1.092,0.4897,0.095,0.3012,0.5672,0.7768,0.905,0.6988,0.4328,0.2232,0.8397,1.2491,0,,,
15,Radomiak Radom,Cracovia,738,3,0,3,H,0,1,1,1,0,1.6614,1.6077,3.2691,-0.0396,0.3916,0.2394,0.3689,H,1,0.9374,0.6478,0.0421,0.1584,0.3657,0.5872,0.9579,0.8416,0.6343,0.4128,1.3386,1.6077,0,,,
15,Pogoń Szczecin,Jagiellonia Białystok,738,1,2,3,A,1,1,1,1,0,1.7899,1.5675,3.3574,-0.0396,0.4292,0.2344,0.3364,H,0,1.0894,0.6593,0.0387,0.1479,0.348,0.5677,0.9613,0.8521,0.652,0.4323,0.7899,0.4325,0,,,
15,Korona Kielce,Raków Częstochowa,738,1,4,5,A,1,1,1,1,1,0.8772,1.0275,1.9047,-0.0396,0.2963,0.3271,0.3766,A,1,0.9766,0.375,0.1542,0.4271,0.7025,0.8739,0.8458,0.5729,0.2975,0.1261,0.1228,2.9725,0,,,
15,GKS Katowice,Piast Gliwice,738,1,3,4,A,1,1,1,1,1,1.2411,0.9563,2.1974,-0.0396,0.4224,0.2981,0.2795,H,0,1.2748,0.4377,0.1163,0.35,0.6234,0.8199,0.8837,0.65,0.3766,0.1801,0.2411,2.0437,0,,,
16,Bruk-Bet Termalica Nieciecza,Arka Gdynia,747,2,0,2,H,0,1,1,0,0,1.6173,1.011,2.6283,-0.0449,0.5098,0.2588,0.2314,H,1,0.6737,0.5099,0.0775,0.2567,0.5114,0.7298,0.9225,0.7433,0.4886,0.2702,0.3827,1.011,1,Bruk-Bet Termalica Nieciecza,15.0,0.4
16,Legia Warszawa,Lechia Gdańsk,747,2,2,4,D,1,1,1,1,1,2.3002,1.1301,3.4303,-0.0449,0.632,0.1975,0.1705,H,0,1.6222,0.6091,0.0362,0.1397,0.334,0.5518,0.9638,0.8603,0.666,0.4482,0.3002,0.8699,0,,,
16,Górnik Zabrze,Wisła Płock,747,1,1,2,D,1,1,1,0,0,1.1393,0.7651,1.9044,-0.0449,0.4385,0.3215,0.24,H,0,1.1346,0.3636,0.1547,0.4267,0.7025,0.8739,0.8453,0.5733,0.2975,0.1261,0.1393,0.2349,1,Wisła Płock,15.0,0.4
16,Pogoń Szczecin,Zagłębie Lubin,747,5,1,6,H,1,1,1,1,1,1.9079,1.0974,3.0053,-0.0449,0.558,0.2312,0.2108,H,1,0.5834,0.5674,0.0542,0.1937,0.422,0.6461,0.9458,0.8063,0.578,0.3539,3.0921,0.0974,0,,,
16,Cracovia,Motor Lublin,747,1,2,3,A,1,1,1,1,0,2.1455,1.2062,3.3517,-0.0449,0.5841,0.2124,0.2035,H,0,1.592,0.6187,0.0391,0.1484,0.3492,0.569,0.9609,0.8516,0.6508,0.431,1.1455,0.7938,0,,,
16,Lech Poznań,Radomiak Radom,747,4,1,5,H,1,1,1,1,1,2.251,1.1232,3.3742,-0.0449,0.624,0.2014,0.1746,H,1,0.4716,0.6037,0.0381,0.1459,0.3448,0.5641,0.9619,0.8541,0.6552,0.4359,1.749,0.1232,0,,,
16,Raków Częstochowa,Piast Gliwice,747,1,3,4,A,1,1,1,1,1,1.2481,0.6269,1.875,-0.0449,0.5089,0.3097,0.1813,H,0,1.7074,0.332,0.1587,0.4355,0.7105,0.879,0.8413,0.5645,0.2895,0.121,0.2481,2.3731,0,,,
16,Jagiellonia Białystok,GKS Katowice,747,2,1,3,H,1,1,1,1,0,2.3992,1.148,3.5472,-0.0449,0.6467,0.1899,0.1635,H,1,0.4359,0.6207,0.0324,0.1275,0.3123,0.5266,0.9676,0.8725,0.6877,0.4734,0.3992,0.148,0,,,
16,Widzew Łódź,Korona Kielce,747,1,3,4,A,1,1,1,1,1,1.2831,0.9959,2.279,-0.0449,0.4244,0.2932,0.2824,H,0,1.2643,0.4558,0.1083,0.3299,0.6016,0.8036,0.8917,0.6701,0.3984,0.1964,0.2831,2.0041,0,,,
17,Arka Gdynia,Raków Częstochowa,756,1,4,5,A,1,1,1,1,1,0.7443,1.4391,2.1834,-0.0473,0.1879,0.2812,0.5309,A,1,0.6331,0.4004,0.1184,0.3529,0.6272,0.8226,0.8816,0.6471,0.3728,0.1774,0.2557,2.5609,1,Arka Gdynia,16.0,0.3846
17,Wisła Płock,Lech Poznań,756,0,0,0,D,0,0,0,0,0,1.1161,1.0691,2.1852,-0.0473,0.3593,0.3051,0.3356,H,0,1.1871,0.4416,0.1188,0.3518,0.6267,0.8222,0.8812,0.6482,0.3733,0.1778,1.1161,1.0691,1,Wisła Płock,16.0,0.3846
17,Lechia Gdańsk,Bruk-Bet Termalica Nieciecza,756,5,1,6,H,1,1,1,1,1,2.0677,1.4278,3.4955,-0.0473,0.5191,0.2207,0.2602,H,1,0.6557,0.664,0.0346,0.1321,0.3217,0.5376,0.9654,0.8679,0.6783,0.4624,2.9323,0.4278,1,Bruk-Bet Termalica Nieciecza,16.0,0.3846
17,Motor Lublin,Legia Warszawa,756,1,1,2,D,1,1,1,0,0,1.4367,1.5421,2.9788,-0.0473,0.3496,0.2543,0.3961,A,0,1.3693,0.5992,0.0562,0.197,0.428,0.652,0.9438,0.803,0.572,0.348,0.4367,0.5421,0,,,
17,Zagłębie Lubin,Jagiellonia Białystok,756,0,0,0,D,0,0,0,0,0,1.3697,1.6889,3.0586,-0.0473,0.307,0.2474,0.4456,A,0,1.3968,0.608,0.0521,0.1854,0.4102,0.6341,0.9479,0.8146,0.5898,0.3659,1.3697,1.6889,0,,,
17,Radomiak Radom,Górnik Zabrze,756,4,0,4,H,0,1,1,1,1,1.3501,1.4131,2.7632,-0.0473,0.3526,0.266,0.3814,A,0,1.0423,0.5605,0.0688,0.2317,0.4783,0.7001,0.9312,0.7683,0.5217,0.2999,2.6499,1.4131,0,,,
17,Korona Kielce,Cracovia,756,0,1,1,A,0,1,0,0,0,1.3309,1.1496,2.4805,-0.0473,0.4023,0.282,0.3157,H,0,1.153,0.5027,0.0898,0.2853,0.5488,0.7617,0.9102,0.7147,0.4512,0.2383,1.3309,0.1496,0,,,
17,GKS Katowice,Pogoń Szczecin,756,2,0,2,H,0,1,1,0,0,1.5846,1.6307,3.2153,-0.0473,0.3685,0.2434,0.3881,A,0,0.9984,0.6393,0.0451,0.1643,0.3767,0.5991,0.9549,0.8357,0.6233,0.4009,0.4154,1.6307,0,,,
17,Piast Gliwice,Widzew Łódź,756,0,2,2,A,0,1,1,0,0,1.3182,0.8105,2.1287,-0.0473,0.4798,0.2964,0.2238,H,0,1.497,0.4067,0.125,0.3663,0.6419,0.8332,0.875,0.6337,0.3581,0.1668,1.3182,1.1895,0,,,
18,Arka Gdynia,Motor Lublin,765,1,0,1,H,0,1,0,0,0,1.2519,1.4743,2.7262,-0.0552,0.3149,0.2683,0.4168,A,0,1.1553,0.5506,0.0721,0.2373,0.4872,0.7083,0.9279,0.7627,0.5128,0.2917,0.2519,1.4743,1,Arka Gdynia,17.0,0.3704
18,Bruk-Bet Termalica Nieciecza,Jagiellonia Białystok,765,2,1,3,H,1,1,1,1,0,1.2619,2.0203,3.2822,-0.0552,0.2306,0.2252,0.5442,A,0,1.4671,0.6218,0.0428,0.1555,0.363,0.5843,0.9572,0.8445,0.637,0.4157,0.7381,1.0203,1,Bruk-Bet Termalica Nieciecza,17.0,0.3704
18,Lechia Gdańsk,Górnik Zabrze,765,5,2,7,H,1,1,1,1,1,1.491,1.5512,3.0422,-0.0552,0.3603,0.2532,0.3866,A,0,1.0209,0.6106,0.0538,0.1868,0.4138,0.6378,0.9462,0.8132,0.5862,0.3622,3.509,0.4488,0,,,
18,Pogoń Szczecin,Radomiak Radom,765,2,2,4,D,1,1,1,1,1,2.2382,1.2983,3.5365,-0.0552,0.5818,0.2084,0.2097,H,0,1.5681,0.6495,0.0338,0.1274,0.3142,0.5288,0.9662,0.8726,0.6858,0.4712,0.2382,0.7017,0,,,
18,Korona Kielce,Wisła Płock,765,1,1,2,D,1,1,1,0,0,0.9012,0.8213,1.7225,-0.0552,0.3462,0.352,0.3018,D,1,1.0441,0.3327,0.1859,0.479,0.7513,0.9034,0.8141,0.521,0.2487,0.0966,0.0988,0.1787,1,Wisła Płock,17.0,0.3704
18,Cracovia,Lech Poznań,765,2,2,4,D,1,1,1,1,1,1.4677,1.4517,2.9194,-0.0552,0.3738,0.2595,0.3667,H,0,1.349,0.5893,0.0603,0.2052,0.4415,0.6653,0.9397,0.7948,0.5585,0.3347,0.5323,0.5483,0,,,
18,Raków Częstochowa,GKS Katowice,765,1,0,1,H,0,1,0,0,0,1.8543,0.8929,2.7472,-0.0552,0.5942,0.2349,0.1709,H,1,0.5205,0.4981,0.07,0.2344,0.4821,0.7037,0.93,0.7656,0.5179,0.2963,0.8543,0.8929,0,,,
18,Piast Gliwice,Legia Warszawa,765,2,0,2,H,0,1,1,0,0,1.0901,0.9699,2.06,-0.0552,0.3725,0.3172,0.3103,H,1,0.9876,0.4122,0.1349,0.3826,0.6604,0.8461,0.8651,0.6174,0.3396,0.1539,0.9099,0.9699,0,,,
18,Zagłębie Lubin,Widzew Łódź,765,2,1,3,H,1,1,1,1,0,1.514,1.1336,2.6476,-0.0552,0.4534,0.269,0.2776,H,1,0.791,0.5289,0.0775,0.2516,0.5065,0.7256,0.9225,0.7484,0.4935,0.2744,0.486,0.1336,0,,,
19,Wisła Płock,Raków Częstochowa,774,2,1,3,H,1,1,1,1,0,0.8914,0.8814,1.7728,-0.0499,0.3301,0.3453,0.3246,D,0,1.1083,0.3456,0.1765,0.4643,0.7379,0.8956,0.8235,0.5357,0.2621,0.1044,1.1086,0.1186,1,Wisła Płock,18.0,0.3571
19,Bruk-Bet Termalica Nieciecza,Cracovia,774,0,1,1,A,0,1,0,0,0,1.4294,1.6255,3.0549,-0.0499,0.3322,0.2502,0.4176,A,1,0.8732,0.6109,0.0526,0.1856,0.411,0.6349,0.9474,0.8144,0.589,0.3651,1.4294,0.6255,1,Bruk-Bet Termalica Nieciecza,18.0,0.3571
19,Legia Warszawa,Korona Kielce,774,1,2,3,A,1,1,1,1,0,1.4804,0.873,2.3534,-0.0499,0.5081,0.276,0.2159,H,0,1.5331,0.4498,0.1012,0.3126,0.5819,0.7884,0.8988,0.6874,0.4181,0.2116,0.4804,1.127,0,,,
19,Motor Lublin,Pogoń Szczecin,774,2,1,3,H,1,1,1,1,0,1.5484,1.687,3.2354,-0.0499,0.3493,0.2425,0.4082,A,0,1.0518,0.6417,0.0445,0.1615,0.3726,0.5946,0.9555,0.8385,0.6274,0.4054,0.4516,0.687,0,,,
19,Zagłębie Lubin,GKS Katowice,774,0,2,2,A,0,1,1,0,0,1.5755,1.2409,2.8164,-0.0499,0.4455,0.2597,0.2948,H,0,1.2213,0.5638,0.0657,0.2225,0.4656,0.6883,0.9343,0.7775,0.5344,0.3117,1.5755,0.7591,0,,,
19,Górnik Zabrze,Piast Gliwice,774,2,1,3,H,1,1,1,1,0,1.1765,0.8135,1.99,-0.0499,0.4369,0.3154,0.2476,H,1,0.828,0.385,0.1432,0.4022,0.6794,0.8589,0.8568,0.5978,0.3206,0.1411,0.8235,0.1865,0,,,
19,Radomiak Radom,Arka Gdynia,774,3,1,4,H,1,1,1,1,1,2.1031,0.9113,3.0144,-0.0499,0.6434,0.2084,0.1482,H,1,0.441,0.525,0.0538,0.1923,0.42,0.644,0.9462,0.8077,0.58,0.356,0.8969,0.0887,1,Arka Gdynia,18.0,0.3571
19,Lech Poznań,Lechia Gdańsk,774,1,3,4,A,1,1,1,1,1,2.6336,1.2199,3.8535,-0.0499,0.6724,0.1749,0.1526,H,0,1.8797,0.6541,0.0246,0.0996,0.2605,0.4628,0.9754,0.9004,0.7395,0.5372,1.6336,1.7801,0,,,
19,Widzew Łódź,Jagiellonia Białystok,774,1,3,4,A,1,1,1,1,1,1.3356,1.6122,2.9478,-0.0499,0.3118,0.2542,0.434,A,1,0.8347,0.59,0.0581,0.2015,0.435,0.6589,0.9419,0.7985,0.565,0.3411,0.3356,1.3878,0,,,
20,Arka Gdynia,Legia Warszawa,783,2,2,4,D,1,1,1,1,1,0.952,1.5012,2.4532,-0.0445,0.2341,0.2714,0.4945,A,0,1.304,0.4772,0.0915,0.2916,0.5559,0.7675,0.9085,0.7084,0.4441,0.2325,1.048,0.4988,1,Arka Gdynia,19.0,0.3448
20,Lechia Gdańsk,Cracovia,783,1,1,2,D,1,1,1,0,0,1.8975,1.693,3.5905,-0.0445,0.4281,0.2265,0.3454,H,0,1.4851,0.6937,0.0315,0.1227,0.3044,0.5173,0.9685,0.8773,0.6956,0.4827,0.8975,0.693,0,,,
20,Górnik Zabrze,Lech Poznań,783,0,1,1,A,0,1,0,0,0,1.3899,1.2668,2.6567,-0.0445,0.393,0.271,0.3359,H,0,1.0909,0.5393,0.0757,0.2511,0.5043,0.7236,0.9243,0.7489,0.4957,0.2764,1.3899,0.2668,0,,,
20,Pogoń Szczecin,Bruk-Bet Termalica Nieciecza,783,1,1,2,D,1,1,1,0,0,2.3408,1.0187,3.3595,-0.0445,0.6647,0.1897,0.1457,H,0,1.6625,0.5774,0.0384,0.1478,0.3477,0.5673,0.9616,0.8522,0.6523,0.4327,1.3408,0.0187,1,Bruk-Bet Termalica Nieciecza,19.0,0.3448
20,Korona Kielce,Zagłębie Lubin,783,1,2,3,A,1,1,1,1,0,1.3715,0.9473,2.3188,-0.0445,0.4608,0.2856,0.2536,H,0,1.3719,0.4569,0.1041,0.3208,0.591,0.7955,0.8959,0.6792,0.409,0.2045,0.3715,1.0527,0,,,
20,GKS Katowice,Widzew Łódź,783,1,0,1,H,0,1,0,0,0,1.728,1.1376,2.8656,-0.0445,0.5069,0.2475,0.2456,H,1,0.6794,0.5587,0.0619,0.2152,0.454,0.6773,0.9381,0.7848,0.546,0.3227,0.728,1.1376,0,,,
20,Raków Częstochowa,Radomiak Radom,783,0,0,0,D,0,0,0,0,0,1.9885,0.9731,2.9616,-0.0445,0.6052,0.221,0.1738,H,0,1.5097,0.5369,0.0562,0.2005,0.4319,0.6559,0.9438,0.7995,0.5681,0.3441,1.9885,0.9731,0,,,
20,Jagiellonia Białystok,Motor Lublin,783,4,1,5,H,1,1,1,1,1,2.4555,1.074,3.5295,-0.0445,0.6731,0.1822,0.1447,H,1,0.3959,0.6018,0.0328,0.1294,0.3155,0.5304,0.9672,0.8706,0.6845,0.4696,1.5445,0.074,0,,,
20,Piast Gliwice,Wisła Płock,783,1,0,1,H,0,1,0,0,0,0.8744,0.7394,1.6138,-0.0445,0.3576,0.3617,0.2807,D,0,1.0283,0.3046,0.2049,0.5148,0.7798,0.9193,0.7951,0.4852,0.2202,0.0807,0.1256,0.7394,1,Wisła Płock,19.0,0.3448
21,Wisła Płock,Widzew Łódź,792,0,2,2,A,0,1,1,0,0,1.3335,0.7559,2.0894,-0.0475,0.4984,0.2956,0.206,H,0,1.5797,0.3906,0.1297,0.3764,0.6525,0.8406,0.8703,0.6236,0.3475,0.1594,1.3335,1.2441,1,Wisła Płock,20.0,0.3333
21,Bruk-Bet Termalica Nieciecza,Górnik Zabrze,792,1,1,2,D,1,1,1,0,0,1.1915,1.4104,2.6019,-0.0475,0.3119,0.2738,0.4143,A,0,1.2955,0.5263,0.08,0.2611,0.5179,0.7356,0.92,0.7389,0.4821,0.2644,0.1915,0.4104,1,Bruk-Bet Termalica Nieciecza,20.0,0.3333
