match_id,gospodarz,gosc,gole_gosp,gole_gosc,data_meczu,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,kolejka
1699,LPO,RAD,2,0,2023-07-30,47.6,52.4,15,13,7,3,3,0,5,10,3,3,19,12,3,0,4,2,0,0,0,0,14,24,5,6,13,13,408,443,318,353,2
1700,CRA,LEG,2,0,2023-12-20,34.6,65.4,13,17,2,1,8,8,3,8,4,6,19,13,3,3,2,3,0,0,0,0,10,23,3,7,12,4,247,460,157,371,2
1701,STM,PIA,0,0,2023-07-30,43,57,8,24,2,3,1,8,5,13,1,10,18,9,0,1,0,0,0,0,0,0,12,37,2,14,4,7,361,465,269,382,2
1702,JAG,WID,2,1,2023-08-04,55.4,44.6,15,9,2,3,8,4,5,2,3,4,11,14,2,0,1,3,0,0,0,0,17,18,2,1,17,10,489,384,407,301,3
1703,ŁKS,KOR,2,1,2023-08-04,42.5,57.5,7,20,3,4,1,7,3,9,2,5,24,19,3,0,2,3,0,0,0,0,12,35,3,7,9,15,355,465,277,377,3
1704,RCZ,WAR,2,2,2023-08-05,73.2,26.8,15,13,7,5,5,2,3,6,8,5,10,16,2,2,1,1,0,0,0,0,41,11,11,4,6,13,539,202,455,103,3
1705,GÓR,PIA,0,0,2023-08-05,52.9,47.1,7,9,2,0,1,4,4,5,6,4,17,25,2,1,5,4,1,0,1,0,19,15,3,5,8,14,404,360,305,261,3
1706,RAD,CRA,0,1,2023-08-05,66.3,33.7,28,10,4,4,7,3,17,3,6,0,8,13,5,2,1,1,0,0,0,0,41,8,17,1,6,11,522,282,425,184,3
1707,POG,ŚLĄ,0,2,2023-08-30,65.9,34.1,15,6,2,3,6,2,7,1,4,1,9,10,2,5,3,4,0,0,0,0,20,9,8,1,9,7,516,268,427,183,3
1708,ZAG,LPO,1,1,2023-08-06,47.4,52.6,18,11,7,3,5,2,6,6,6,8,12,11,2,3,4,3,0,1,0,0,21,19,6,4,6,3,434,483,361,404,3
1709,LEG,RCH,3,0,2023-08-06,72.8,27.2,24,8,6,1,8,3,10,4,6,4,11,11,3,3,3,3,0,1,0,0,19,11,4,2,3,7,626,227,570,163,3
1710,PUN,STM,1,0,2023-08-07,31.1,68.9,5,9,2,2,0,1,3,6,2,7,24,14,1,1,4,3,0,0,0,0,10,17,2,4,14,4,240,533,156,450,3
1711,CRA,ZAG,2,1,2023-08-11,37.6,62.4,14,15,8,4,4,3,2,8,8,8,16,10,1,2,2,4,0,0,0,0,21,15,8,2,13,8,324,552,234,468,4
1712,KOR,GÓR,0,1,2023-08-12,54.2,45.8,21,13,4,3,5,3,12,7,6,3,9,11,2,0,3,2,0,0,0,0,33,12,8,5,16,11,412,356,322,268,4
1713,LPO,JAG,3,3,2023-10-24,42,58,9,15,4,6,3,5,2,4,3,1,20,13,1,0,5,1,0,0,0,0,11,14,4,2,16,13,335,464,256,389,4
1714,PIA,RCZ,2,1,2023-08-11,47.4,52.6,18,8,5,2,6,3,7,3,8,2,19,11,1,3,3,4,0,0,0,0,22,11,5,2,9,10,402,454,302,355,4
1715,POG,RAD,0,2,2023-08-13,63,37,14,13,3,3,5,3,6,7,8,5,14,17,1,2,0,3,0,0,0,0,25,16,5,4,4,16,510,297,400,208,4
1716,PUN,LEG,1,1,2023-08-13,24.6,75.4,9,16,1,5,3,6,5,5,4,8,24,12,0,3,5,2,0,0,0,0,7,31,1,8,9,7,183,552,95,487,4
1717,STM,ŚLĄ,3,1,2023-08-12,54.3,45.7,11,15,7,4,2,5,2,6,5,1,8,12,5,2,3,1,0,0,0,0,17,11,4,3,9,11,465,393,381,307,4
1718,WAR,RCH,2,2,2023-08-14,43,57,10,10,4,2,4,4,2,4,4,4,18,8,1,0,3,2,0,0,0,0,16,19,1,5,7,8,313,418,224,320,4
1719,WID,ŁKS,1,0,2023-08-12,50.1,49.9,11,11,5,3,2,4,4,4,2,5,12,14,3,1,5,3,1,0,0,0,15,19,4,3,13,9,458,453,360,351,4
1720,CRA,PIA,1,1,2023-08-21,41.7,58.3,18,14,4,6,8,4,6,4,6,11,12,12,0,2,4,3,0,0,0,0,15,31,4,5,12,8,327,446,222,364,5
1721,GÓR,WID,1,1,2023-08-18,38.6,61.4,6,16,3,4,2,4,1,8,4,8,19,12,2,1,3,2,0,0,0,0,9,31,2,4,9,8,294,450,211,362,5
1722,ZAG,PUN,1,0,2023-08-18,67.4,32.6,14,16,8,4,3,5,3,7,7,7,13,19,1,3,2,5,0,1,0,1,19,19,0,9,4,7,562,262,483,174,5
1723,LEG,KOR,1,0,2023-08-20,50.4,49.6,16,8,5,1,3,3,8,4,9,2,16,13,2,3,4,3,1,0,1,0,23,21,6,3,7,11,446,436,380,361,5
1724,RAD,WAR,3,2,2023-08-19,52.5,47.5,11,14,5,6,2,4,4,4,8,6,15,16,4,0,3,5,0,0,0,0,24,17,10,6,7,7,324,300,236,235,5
1725,RCZ,STM,2,0,2023-08-19,53.1,46.9,16,9,5,2,3,5,8,2,6,2,14,11,2,1,3,3,0,0,0,0,17,8,2,1,8,12,480,431,402,336,5
1726,RCH,JAG,0,1,2023-08-19,46.4,53.6,14,12,3,4,5,3,6,5,7,7,14,19,1,0,5,3,0,0,0,0,14,19,4,4,9,8,370,424,285,340,5
1727,ŁKS,POG,1,0,2023-08-20,43.2,56.8,14,16,5,4,2,5,7,7,7,4,10,12,2,2,2,4,0,0,0,0,19,14,4,4,11,9,334,452,253,368,5
1728,ŚLĄ,LPO,3,1,2023-08-20,25.7,74.3,13,15,3,3,3,7,7,5,1,5,9,9,0,2,3,4,0,0,0,0,10,32,5,5,10,15,212,619,143,535,5
1729,JAG,GÓR,4,1,2023-08-27,55.6,44.4,20,8,8,1,5,3,7,4,8,5,8,12,4,1,2,2,0,1,0,0,15,9,3,1,5,5,528,423,467,357,6
1730,KOR,ZAG,2,0,2023-08-27,62.3,37.7,18,8,6,3,3,2,9,3,4,2,15,11,2,2,1,4,0,1,0,1,24,9,6,2,16,10,492,299,403,227,6
1731,LPO,RCZ,4,1,2023-09-28,55,45,12,7,6,2,1,2,5,3,5,2,12,16,4,0,1,2,0,0,0,0,10,23,2,8,16,7,455,356,360,286,6
1732,PIA,RCH,0,0,2023-08-26,58,42,17,7,6,0,3,3,8,4,6,2,16,13,2,0,3,2,0,0,0,0,15,12,4,2,9,8,497,357,397,257,6
1733,POG,LEG,3,4,2023-09-27,46.6,53.4,16,17,5,6,4,2,7,9,10,4,10,7,5,2,2,1,0,1,0,0,13,17,5,7,7,12,366,418,289,343,6
1734,PUN,ŁKS,2,1,2023-08-26,46.8,53.2,14,11,4,3,2,2,8,6,3,3,19,11,3,0,4,8,0,1,0,0,12,14,6,2,5,11,420,476,334,389,6
1735,STM,RAD,2,0,2023-08-25,35.4,64.6,6,13,2,1,1,6,3,6,1,9,18,10,1,2,3,2,0,0,0,0,9,42,2,12,6,7,297,523,210,444,6
1736,WAR,CRA,0,0,2023-08-26,45.4,54.6,2,13,0,1,1,7,1,5,3,8,9,12,0,0,3,1,0,0,0,0,9,33,2,8,11,4,379,439,275,334,6
1737,WID,ŚLĄ,0,2,2023-08-25,67.8,32.2,14,13,1,5,2,1,11,7,9,2,17,11,1,2,6,3,0,0,0,0,44,6,9,3,5,7,496,249,425,164,6
1738,CRA,KOR,0,0,2023-09-02,56.1,43.9,14,7,3,2,4,1,7,4,10,2,16,8,1,1,2,1,0,0,0,0,29,16,9,3,6,11,433,343,345,261,7
1739,ZAG,POG,1,0,2023-09-03,50.8,49.2,19,7,8,1,4,3,7,3,8,5,16,13,2,1,1,5,0,0,0,0,19,20,5,6,6,8,400,383,293,267,7
1740,LPO,GÓR,1,1,2023-09-02,71,29,20,6,6,2,8,3,6,1,14,1,15,11,1,1,2,1,0,0,0,0,41,5,7,1,5,9,617,264,541,184,7
1741,LEG,WID,3,1,2023-09-03,59.9,40.1,20,8,10,3,4,2,6,3,6,5,15,11,1,4,1,1,0,1,0,0,14,21,3,4,12,9,553,355,465,275,7
1742,RAD,PIA,1,1,2023-09-02,44.9,55.1,14,21,3,7,3,7,8,7,7,4,19,13,1,2,4,1,0,0,0,0,21,17,5,4,7,10,334,422,235,318,7
1743,RCZ,PUN,2,0,2023-09-03,58.9,41.1,13,8,6,1,2,3,5,4,7,3,17,20,3,3,2,4,0,0,0,0,21,14,4,3,5,7,446,309,365,214,7
1744,RCH,STM,1,1,2023-09-01,47.2,52.8,17,13,5,4,3,6,9,3,10,3,9,6,0,3,0,3,0,1,0,0,24,9,3,0,13,6,372,433,263,345,7
1745,ŁKS,WAR,0,2,2023-09-01,68.3,31.7,12,5,1,2,3,1,8,2,1,0,15,27,0,1,4,5,0,0,0,0,20,4,2,1,10,13,540,255,450,168,7
1746,ŚLĄ,JAG,2,1,2023-09-03,27.3,72.7,12,9,4,3,2,2,6,4,3,5,12,12,0,1,5,4,0,0,0,0,13,16,5,3,3,14,228,631,161,537,7
1747,GÓR,RCH,1,0,2023-09-15,57.6,42.4,16,10,3,1,4,7,9,2,12,5,18,17,1,2,3,4,0,0,0,0,27,18,11,3,13,11,401,295,306,208,8
1748,JAG,RAD,3,2,2023-09-17,54.3,45.7,11,11,5,4,1,3,5,4,4,6,14,15,2,2,2,4,0,0,0,0,17,22,3,6,7,7,420,347,326,258,8
1749,PIA,LEG,1,1,2023-09-16,49.5,50.5,13,6,3,3,2,2,8,1,3,1,23,16,2,2,5,4,0,0,0,0,18,7,9,3,8,8,410,429,313,334,8
1750,POG,KOR,3,1,2023-09-16,54.4,45.6,26,8,9,5,10,1,7,2,6,9,13,11,0,1,2,1,0,0,0,0,17,24,8,4,12,10,434,355,359,262,8
1751,PUN,ŚLĄ,1,3,2023-09-15,40.8,59.2,7,19,4,7,2,6,1,6,3,3,25,14,5,1,5,1,1,0,1,0,15,10,2,1,20,5,298,440,196,331,8
1752,RCZ,ŁKS,1,0,2023-09-16,55.8,44.2,10,16,1,5,3,7,6,4,5,6,18,19,1,0,2,2,0,1,0,0,17,10,4,2,6,15,465,374,387,285,8
1753,STM,ZAG,4,2,2023-09-18,55.8,44.2,18,9,6,4,3,3,9,2,5,2,18,8,2,1,1,3,0,1,0,1,18,8,4,1,7,3,558,446,485,358,8
1754,WAR,LPO,0,2,2023-09-17,34.3,65.7,7,11,2,5,2,3,3,3,2,6,11,4,0,1,3,0,0,0,0,0,9,22,0,6,14,9,301,577,207,485,8
1755,WID,CRA,2,0,2023-09-17,44.2,55.8,10,13,6,2,2,3,2,8,4,6,11,10,0,4,1,2,0,0,0,0,21,25,4,6,9,10,337,431,235,341,8
1756,CRA,POG,1,5,2023-09-23,47.7,52.3,14,12,3,5,4,4,7,3,3,5,12,12,7,1,1,3,0,0,0,0,23,13,3,4,4,6,404,453,330,369,9
1757,ZAG,WAR,1,0,2023-09-24,58.2,41.8,9,8,2,2,4,3,3,3,7,2,10,19,2,3,2,2,1,0,1,0,20,13,7,3,5,8,500,362,414,277,9
1758,KOR,WID,1,1,2023-09-22,46.7,53.3,14,8,5,2,2,2,7,4,2,3,13,17,4,0,3,3,0,0,0,0,16,21,5,3,13,12,336,381,261,295,9
1759,LPO,STM,2,1,2023-09-23,59.6,40.4,13,10,5,3,0,1,8,6,4,5,5,7,0,1,1,0,0,0,0,0,10,18,0,1,11,11,627,410,544,315,9
1760,LEG,GÓR,2,1,2023-09-24,60.8,39.2,17,11,6,3,2,1,9,7,6,3,12,13,1,1,1,1,0,0,0,0,28,12,10,3,3,6,577,373,495,279,9
1761,RAD,PUN,1,1,2023-09-23,63.3,36.7,23,9,4,2,7,2,12,5,5,5,14,21,2,0,1,4,0,0,0,0,26,21,3,5,7,10,408,230,339,167,9
1762,RCH,RCZ,3,5,2023-09-24,53.8,46.2,10,9,4,7,2,0,4,2,4,2,14,23,1,5,1,3,0,0,0,0,19,10,4,2,7,7,385,339,290,259,9
1763,ŁKS,JAG,2,2,2023-09-22,36.7,63.3,6,16,4,8,1,6,1,2,1,7,19,17,1,1,5,4,1,0,1,0,11,17,2,3,7,3,311,537,238,473,9
1764,ŚLĄ,PIA,1,0,2023-09-23,43.9,56.1,14,10,6,2,2,1,6,7,3,5,16,10,1,0,2,3,0,1,0,1,10,19,2,7,10,8,408,516,334,433,9
1765,GÓR,ZAG,0,2,2023-10-02,62.5,37.5,25,9,6,3,7,2,12,4,11,2,11,15,0,6,1,1,0,0,0,0,31,8,5,3,5,3,569,350,475,270,10
1766,JAG,LEG,2,0,2023-10-01,40.9,59.1,4,15,2,1,0,5,2,9,3,7,15,16,0,4,2,2,0,1,0,1,12,33,3,6,13,8,404,567,336,493,10
1767,PIA,WID,3,2,2023-09-29,42.9,57.1,11,11,4,2,3,3,4,6,1,1,15,17,0,1,2,5,0,0,0,0,7,17,2,6,8,12,383,501,276,403,10
1768,POG,LPO,5,0,2023-10-01,39.6,60.4,16,7,9,3,4,3,3,1,8,7,11,7,1,6,3,0,0,0,0,0,16,25,8,3,5,5,335,512,267,446,10
1769,PUN,RCH,2,2,2023-09-30,34.8,65.2,14,13,6,4,4,3,4,6,3,4,16,14,1,0,1,2,0,0,0,0,10,28,5,4,6,7,238,438,153,356,10
1770,RCZ,RAD,3,0,2023-10-01,45.1,54.9,12,11,8,3,3,4,1,4,7,5,17,14,3,0,2,3,0,0,0,0,17,26,1,9,11,13,337,408,254,326,10
1771,STM,KOR,2,3,2023-09-29,60.9,39.1,23,9,9,4,7,2,7,3,7,1,13,14,0,1,3,4,0,0,0,0,34,7,8,2,6,8,490,329,412,254,10
1772,WAR,ŚLĄ,0,1,2023-09-30,59.7,40.3,18,7,5,2,5,2,8,3,8,2,17,11,0,0,5,0,0,0,0,0,34,7,14,2,7,5,484,344,385,252,10
1773,ŁKS,CRA,0,2,2023-09-30,63.4,36.6,14,16,2,5,7,2,5,9,10,3,10,13,1,1,1,1,0,0,0,0,23,13,4,5,6,13,524,304,442,218,10
1774,CRA,JAG,2,4,2023-10-08,40.6,59.4,16,13,4,6,5,1,7,6,8,3,18,11,3,2,2,0,0,0,0,0,40,8,9,2,14,3,311,510,255,449,11
1775,ZAG,PIA,1,1,2023-10-07,50,50,12,14,6,5,4,3,2,6,3,2,11,9,1,0,1,1,0,0,0,0,14,17,5,7,4,7,518,518,414,406,11
1776,KOR,WAR,1,1,2023-10-06,66.8,33.2,11,6,3,2,3,2,5,2,2,2,8,13,0,1,0,2,0,0,0,0,16,7,2,2,12,10,593,297,476,180,11
1777,LPO,PUN,4,1,2023-10-06,65.2,34.8,13,10,9,2,2,2,2,6,7,2,14,16,1,0,0,1,0,0,0,0,18,15,3,4,8,9,547,282,466,211,11
1778,LEG,RCZ,1,2,2023-10-08,67.7,32.3,22,8,5,2,6,0,11,6,7,3,14,22,0,3,7,5,0,0,0,0,29,8,6,2,16,10,542,265,433,176,11
1779,RAD,ŁKS,3,0,2023-10-07,53.5,46.5,16,10,8,3,2,2,6,5,5,5,11,18,2,1,0,1,0,0,0,0,21,20,6,5,11,11,445,385,353,301,11
1780,RCH,POG,0,3,2023-10-07,37.8,62.2,10,17,5,8,3,4,2,5,2,6,10,11,1,0,2,3,0,0,0,0,18,19,2,5,5,6,272,455,196,373,11
1781,WID,STM,1,0,2023-10-07,44.1,55.9,15,10,4,4,5,2,6,4,3,1,14,7,5,1,1,1,0,0,0,0,24,14,10,5,8,3,413,542,320,443,11
1782,ŚLĄ,GÓR,1,1,2023-10-08,39.5,60.5,15,12,8,2,2,3,5,7,4,10,15,14,0,3,2,2,0,0,0,0,12,31,3,7,10,12,301,447,225,369,11
1783,GÓR,RCZ,2,1,2023-10-22,30.3,69.7,9,16,4,6,4,6,1,4,3,10,17,11,1,0,3,3,0,0,0,0,10,23,2,9,11,10,252,582,164,490,12
1784,JAG,ZAG,3,0,2023-10-20,51.2,48.8,18,8,8,1,4,2,6,5,8,4,11,7,4,1,1,0,0,0,0,0,13,19,4,1,7,9,536,503,476,422,12
1785,LPO,ŁKS,3,1,2023-10-21,64.1,35.9,16,7,5,2,7,1,4,4,10,2,16,15,1,1,1,1,0,0,0,0,26,9,7,2,13,12,557,313,487,245,12
1786,PIA,POG,0,0,2023-10-20,39.9,60.1,6,7,3,1,2,3,1,3,7,7,12,11,5,1,3,2,0,0,0,0,15,14,3,1,4,2,359,546,270,447,12
1787,PUN,CRA,1,1,2023-10-21,31.5,68.5,14,10,3,3,4,5,7,2,4,1,21,9,2,3,6,1,0,0,0,0,13,24,5,4,5,5,208,454,120,367,12
1788,RAD,KOR,1,1,2023-10-22,48.6,51.4,13,20,4,3,1,11,8,6,5,9,13,22,2,2,3,1,0,0,0,0,26,25,7,4,16,7,306,330,232,246,12
1789,STM,WAR,0,1,2023-10-23,62.6,37.4,10,10,2,3,3,1,5,6,7,0,19,17,0,2,2,1,0,0,0,0,24,8,7,2,6,9,553,341,427,220,12
1790,WID,RCH,2,1,2023-11-18,66.8,33.2,32,4,12,1,9,0,11,3,9,3,9,10,7,1,0,0,0,2,0,0,39,10,9,3,9,4,563,290,485,203,12
1791,ŚLĄ,LEG,4,0,2023-10-21,37.1,62.9,11,16,6,3,0,5,5,8,0,5,9,10,0,1,2,1,0,0,0,0,4,26,1,11,10,14,293,483,223,417,12
1792,CRA,LPO,1,1,2023-10-28,38.4,61.6,17,13,6,8,4,3,7,2,5,2,13,11,2,1,3,2,0,0,0,0,26,10,6,0,9,8,303,514,219,424,13
1793,ZAG,RAD,2,3,2023-10-29,66.9,33.1,30,9,7,5,9,0,14,4,11,1,12,21,1,1,2,3,0,0,0,0,39,7,9,1,6,12,577,292,495,207,13
1794,KOR,PUN,5,3,2023-10-27,55.2,44.8,19,17,9,4,3,7,7,6,3,10,15,13,0,2,1,3,0,0,0,0,10,19,3,7,12,11,400,309,308,208,13
1795,LEG,STM,1,3,2023-10-29,69,31,25,3,5,3,8,0,12,0,8,0,9,15,2,2,4,2,0,0,0,0,43,3,12,0,8,6,637,301,544,218,13
1796,POG,JAG,2,1,2023-10-28,42.6,57.4,16,6,6,1,4,0,6,5,3,6,6,7,1,3,2,1,0,0,0,0,11,22,2,6,10,7,376,499,280,403,13
1797,RCZ,WID,1,1,2023-10-29,60,40,18,9,7,3,6,3,5,3,4,5,12,9,3,1,1,2,0,0,0,0,18,23,9,6,6,13,545,348,450,253,13
1798,RCH,ŚLĄ,2,2,2023-10-28,47.5,52.5,9,8,4,5,2,2,3,1,2,5,8,14,1,2,4,7,0,1,0,1,12,12,3,3,9,8,382,424,319,361,13
1799,WAR,PIA,1,1,2023-10-28,37.1,62.9,7,13,1,3,3,5,3,5,0,7,28,8,1,2,6,2,0,0,0,0,6,29,2,8,7,8,300,491,189,367,13
1800,ŁKS,GÓR,0,5,2023-10-27,49.7,50.3,14,18,0,7,8,6,6,5,9,4,14,13,3,0,2,1,0,0,0,0,32,14,5,2,5,7,392,416,325,343,13
1801,GÓR,CRA,1,0,2023-11-06,52,48,18,9,8,1,5,5,5,3,4,4,14,22,0,2,3,3,0,0,0,0,21,19,6,1,9,8,413,381,320,287,14
1802,JAG,STM,4,0,2023-11-03,57.1,42.9,18,12,7,1,6,5,5,6,4,3,5,11,4,1,1,2,0,0,0,0,11,19,1,5,13,9,599,436,540,360,14
1803,LPO,RCH,2,0,2023-11-04,66.1,33.9,18,10,6,4,3,2,9,4,5,2,13,15,3,1,0,2,0,0,0,0,21,16,2,6,4,8,577,292,493,199,14
1804,PIA,KOR,0,0,2023-11-03,47.8,52.2,16,14,4,2,7,6,5,6,1,5,15,14,1,0,1,1,0,0,0,0,15,21,6,4,11,6,373,407,272,315,14
1805,PUN,POG,0,2,2023-11-04,46.4,53.6,12,12,1,4,3,3,8,5,6,2,10,9,3,1,1,3,0,1,0,1,22,7,8,2,8,4,352,425,273,343,14
1806,RAD,LEG,0,1,2023-11-05,57.3,42.7,18,9,0,5,7,2,11,2,8,5,13,14,2,1,2,4,0,0,0,0,36,18,7,6,7,10,412,317,352,242,14
1807,RCZ,ZAG,5,0,2023-11-05,57.8,42.2,26,4,9,1,7,1,10,2,11,1,11,13,2,1,0,3,0,0,0,0,23,7,7,0,6,4,476,357,411,268,14
1808,WID,WAR,0,1,2023-11-04,71.4,28.6,26,3,7,1,7,1,12,1,15,1,6,8,2,3,0,2,0,0,0,0,47,1,9,0,8,8,638,275,525,154,14
1809,ŚLĄ,ŁKS,2,1,2023-11-05,49,51,11,11,3,2,4,4,4,5,5,3,12,14,0,0,2,2,0,0,0,0,19,15,8,5,14,9,374,390,274,307,14
1810,CRA,ŚLĄ,0,1,2023-11-10,63.7,36.3,24,5,7,3,7,0,10,2,6,1,12,15,0,2,2,3,0,2,0,1,29,7,10,1,13,10,546,316,469,232,15
1811,ZAG,WID,1,1,2023-11-11,44.6,55.4,14,8,4,1,4,3,6,4,4,5,12,14,3,5,1,2,1,0,0,0,17,25,6,3,6,5,369,453,285,368,15
1812,KOR,JAG,2,2,2023-11-11,40,60,8,13,4,5,3,2,1,6,2,5,11,8,6,6,2,3,0,0,0,0,13,22,1,2,8,15,354,528,255,441,15
1813,LEG,LPO,0,0,2023-11-12,50.8,49.2,6,5,2,2,0,1,4,2,9,2,29,12,1,1,3,2,0,0,0,0,24,10,4,2,10,10,372,369,292,287,15
1814,POG,RCZ,1,1,2023-11-12,53.2,46.8,21,8,9,4,2,2,10,2,9,2,5,9,0,5,0,2,0,0,0,0,17,12,3,2,12,9,479,422,383,335,15
1815,RCH,RAD,0,0,2023-11-13,49,51,12,11,3,2,3,5,6,4,2,3,15,22,1,0,2,5,0,0,0,0,15,20,2,3,6,6,398,415,304,321,15
1816,STM,GÓR,2,1,2023-11-12,35.7,64.3,12,23,6,7,3,9,3,7,3,9,6,17,1,2,0,0,1,0,0,0,14,34,7,7,4,7,295,522,217,449,15
1817,WAR,PUN,0,2,2023-11-10,63.4,36.6,10,9,5,4,4,1,1,4,6,6,17,16,1,1,1,2,0,0,0,0,25,21,5,7,4,10,510,288,406,175,15
1818,ŁKS,PIA,3,3,2023-11-11,60.9,39.1,15,11,5,4,4,2,6,5,6,7,18,13,0,0,5,2,0,1,0,0,16,18,4,3,5,10,504,313,419,223,15
1819,JAG,PIA,0,0,2023-11-24,60.7,39.3,17,13,6,2,6,6,5,5,2,10,8,14,1,4,3,1,0,1,0,0,17,23,5,4,9,11,574,361,493,282,16
1820,LPO,WID,1,3,2023-11-26,69.2,30.8,19,14,8,7,4,4,7,3,8,3,12,11,2,0,2,3,0,0,0,0,40,8,13,1,12,6,633,291,561,230,16
1821,LEG,WAR,2,2,2023-11-25,66.6,33.4,19,14,4,3,5,5,10,6,4,3,14,17,2,2,5,4,0,0,0,0,40,7,9,3,9,9,562,294,477,195,16
1822,POG,STM,2,3,2023-11-25,65.6,34.4,31,7,7,4,12,0,12,3,11,4,2,5,2,1,0,1,0,0,0,0,37,20,11,3,9,7,671,349,593,262,16
1823,PUN,GÓR,2,1,2023-11-26,32.3,67.7,6,22,3,8,1,7,2,7,1,10,12,8,2,0,6,1,0,0,0,0,9,33,1,6,10,8,225,461,140,364,16
1824,RAD,ŚLĄ,0,1,2023-11-27,55.8,44.2,12,13,2,3,4,5,6,5,4,5,14,13,4,2,2,2,0,0,0,0,18,13,7,3,6,3,377,296,298,215,16
1825,RCZ,CRA,1,1,2023-11-25,67.1,32.9,18,12,6,3,5,5,7,4,6,4,10,12,2,3,2,4,0,0,0,0,23,15,8,2,3,8,607,296,512,206,16
1826,RCH,KOR,1,1,2023-11-26,41,59,9,25,3,5,3,11,3,9,6,7,16,13,1,2,2,2,0,0,0,0,22,22,2,5,10,10,305,448,203,352,16
1827,ŁKS,ZAG,0,2,2023-11-24,44.8,55.2,8,28,3,11,1,5,4,12,0,5,20,11,2,0,1,2,0,0,0,0,12,28,3,4,11,8,414,501,332,414,16
